COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR,VEHICLE_TYPE
10000001,01/05/2024,08:15,Brooklyn,M,Driver Inattention/Distraction,Sedan
10000002,01/07/2024,14:40,Manhattan,F,Unsafe Speed,SUV
10000003,01/12/2024,17:55,Queens,M,Failure to Yield Right-of-Way,Pick-up Truck
10000004,01/18/2024,22:10,Bronx,NaN,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle
10000005,01/22/2024,09:30,Staten Island,M,Driver Inattention/Distraction,Sedan
10000006,02/03/2024,13:20,Brooklyn,F,Unsafe Lane Changing,SUV
10000007,02/09/2024,18:45,Queens,M,Pavement Slippery,Van
10000008,02/14/2024,07:50,Manhattan,F,Driver Inattention/Distraction,Sedan
10000009,02/19/2024,16:15,Bronx,M,Following Too Closely,Pick-up Truck
10000010,02/25/2024,20:30,Staten Island,NaN,Unsafe Speed,SUV
10000011,03/04/2024,10:05,Brooklyn,M,Driver Inattention/Distraction,Sedan
10000012,03/11/2024,15:35,Queens,F,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
10000013,03/17/2024,19:20,Manhattan,M,Traffic Control Disregarded,Sedan
10000014,03/23/2024,08:40,Bronx,F,Unsafe Speed,Pick-up Truck
10000015,03/29/2024,12:10,Staten Island,M,Driver Inattention/Distraction,SUV
10000016,04/02/2024,17:25,Brooklyn,NaN,Other Vehicular,Pick-up Truck
10000017,04/08/2024,21:50,Queens,M,Driver Inattention/Distraction,Sedan
10000018,04/14/2024,06:55,Manhattan,F,Pavement Slippery,SUV
10000019,04/20/2024,14:30,Bronx,M,Following Too Closely,Van
10000020,04/26/2024,18:10,Staten Island,F,Unsafe Lane Changing,Sedan
10000021,05/03/2024,09:20,Brooklyn,M,Driver Inattention/Distraction,SUV
10000022,05/09/2024,16:45,Queens,F,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
10000023,05/15/2024,20:15,Manhattan,M,Unsafe Speed,Sedan
10000024,05/21/2024,07:30,Bronx,NaN,Traffic Control Disregarded,Pick-up Truck
10000025,05/27/2024,13:50,Staten Island,M,Driver Inattention/Distraction,SUV
10000026,06/01/2024,18:05,Brooklyn,F,Driver Inattention/Distraction,Sedan
10000027,06/07/2024,11:40,Queens,M,Pavement Slippery,SUV
10000028,06/13/2024,22:30,Manhattan,F,Unsafe Speed,Station Wagon/Sport Utility Vehicle
10000029,06/19/2024,08:20,Bronx,M,Following Too Closely,Pick-up Truck
10000030,06/25/2024,15:10,Staten Island,NaN,Driver Inattention/Distraction,Sedan
10000031,07/02/2024,19:55,Brooklyn,M,Unsafe Lane Changing,SUV
10000032,07/08/2024,10:15,Queens,F,Failure to Yield Right-of-Way,Sedan
10000033,07/14/2024,17:40,Manhattan,M,Driver Inattention/Distraction,Van
10000034,07/20/2024,06:50,Bronx,F,Traffic Control Disregarded,Pick-up Truck
10000035,07/26/2024,14:25,Staten Island,M,Unsafe Speed,SUV
10000036,08/01/2024,20:10,Brooklyn,NaN,Driver Inattention/Distraction,Sedan
10000037,08/07/2024,09:30,Queens,M,Pavement Slippery,Station Wagon/Sport Utility Vehicle
10000038,08/13/2024,16:55,Manhattan,F,Following Too Closely,SUV
10000039,08/19/2024,21:20,Bronx,M,Driver Inattention/Distraction,Pick-up Truck
10000040,08/25/2024,07:45,Staten Island,F,Unsafe Lane Changing,Sedan
10000041,09/01/2024,13:10,Brooklyn,M,Driver Inattention/Distraction,SUV
10000042,09/07/2024,18:30,Queens,NaN,Failure to Yield Right-of-Way,Sedan
10000043,09/13/2024,22:05,Manhattan,M,Unsafe Speed,Station Wagon/Sport Utility Vehicle
10000044,09/19/2024,08:50,Bronx,F,Traffic Control Disregarded,Pick-up Truck
10000045,09/25/2024,15:40,Staten Island,M,Driver Inattention/Distraction,SUV
10000046,10/02/2024,19:15,Brooklyn,F,Pavement Slippery,Sedan
