ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2024-01-03,BLACK,M,THEFT
2,2024-01-07,HISPANIC,F,NARCOTICS
3,2024-01-09,BLACK,M,BATTERY
4,2024-01-10,WHITE,F,ASSAULT
5,2024-01-11,BLACK,M,THEFT
6,2024-01-12,HISPANIC,M,BATTERY
7,2024-01-14,BLACK,F,NARCOTICS
8,2024-01-15,BLACK,M,THEFT
9,2024-01-17,HISPANIC,M,BURGLARY
10,2024-01-18,BLACK,F,ASSAULT
11,2024-01-20,BLACK,M,BATTERY
12,2024-01-22,HISPANIC,F,NARCOTICS
13,2024-01-23,WHITE,M,THEFT
14,2024-01-25,BLACK,M,BURGLARY
15,2024-01-27,BLACK,F,ROBBERY
16,2024-01-28,HISPANIC,M,BATTERY
17,2024-01-30,BLACK,M,NARCOTICS
18,2024-02-01,BLACK,F,ASSAULT
19,2024-02-02,HISPANIC,M,THEFT
20,2024-02-04,BLACK,M,BATTERY
21,2024-02-05,BLACK,F,ROBBERY
22,2024-02-07,HISPANIC,M,NARCOTICS
23,2024-02-09,WHITE,M,BURGLARY
24,2024-02-11,BLACK,M,THEFT
25,2024-02-12,BLACK,F,ASSAULT
26,2024-02-14,HISPANIC,M,BATTERY
27,2024-02-16,BLACK,M,NARCOTICS
28,2024-02-18,BLACK,F,ROBBERY
29,2024-02-20,HISPANIC,M,THEFT
30,2024-02-21,BLACK,M,BATTERY
31,2024-02-23,BLACK,F,NARCOTICS
32,2024-02-25,HISPANIC,M,BURGLARY
33,2024-02-26,WHITE,F,ASSAULT
34,2024-02-28,BLACK,M,THEFT
35,2024-03-01,BLACK,M,BATTERY
36,2024-03-03,HISPANIC,F,NARCOTICS
37,2024-03-05,BLACK,M,BURGLARY
38,2024-03-06,BLACK,F,ROBBERY
39,2024-03-08,HISPANIC,M,THEFT
40,2024-03-09,BLACK,M,BATTERY
41,2024-03-11,BLACK,F,ASSAULT
42,2024-03-13,HISPANIC,M,NARCOTICS
43,2024-03-15,WHITE,M,THEFT
44,2024-03-16,BLACK,M,BATTERY
45,2024-03-18,BLACK,F,ROBBERY
46,2024-03-20,HISPANIC,M,THEFT
47,2024-03-22,BLACK,M,BATTERY
48,2024-03-23,BLACK,F,NARCOTICS
49,2024-03-25,HISPANIC,M,BURGLARY
50,2024-03-27,WHITE,F,ASSAULT
51,2024-03-28,BLACK,M,THEFT
52,2024-03-30,BLACK,M,BATTERY
53,2024-04-01,HISPANIC,F,NARCOTICS
54,2024-04-02,BLACK,M,BURGLARY
55,2024-04-04,BLACK,F,ROBBERY
56,2024-04-06,HISPANIC,M,THEFT
57,2024-04-08,BLACK,M,BATTERY
58,2024-04-09,BLACK,F,ASSAULT
59,2024-04-11,HISPANIC,M,NARCOTICS
60,2024-04-13,WHITE,M,THEFT
61,2024-04-15,BLACK,M,BATTERY
62,2024-04-16,BLACK,F,ROBBERY
63,2024-04-18,HISPANIC,M,THEFT
64,2024-04-20,BLACK,M,BATTERY
65,2024-04-21,BLACK,F,NARCOTICS
66,2024-04-23,HISPANIC,M,BURGLARY
67,2024-04-25,WHITE,F,ASSAULT
68,2024-04-26,BLACK,M,THEFT
69,2024-04-28,BLACK,M,BATTERY
70,2024-04-30,HISPANIC,F,NARCOTICS
71,2024-05-02,BLACK,M,BURGLARY
72,2024-05-03,BLACK,F,ROBBERY
73,2024-05-05,HISPANIC,M,THEFT
74,2024-05-07,BLACK,M,BATTERY
75,2024-05-09,BLACK,F,ASSAULT
76,2024-05-10,HISPANIC,M,NARCOTICS
77,2024-05-12,WHITE,M,THEFT
78,2024-05-14,BLACK,M,BATTERY
79,2024-05-15,BLACK,F,ROBBERY
80,2024-05-17,HISPANIC,M,THEFT
81,2024-05-19,BLACK,M,BATTERY
82,2024-05-21,BLACK,F,NARCOTICS
83,2024-05-22,HISPANIC,M,BURGLARY
84,2024-05-24,WHITE,F,ASSAULT
85,2024-05-26,BLACK,M,THEFT
86,2024-05-28,BLACK,M,BATTERY
87,2024-05-29,HISPANIC,F,NARCOTICS
88,2024-05-31,BLACK,M,BURGLARY
89,2024-06-02,BLACK,F,ROBBERY
90,2024-06-04,HISPANIC,M,THEFT
91,2024-06-05,BLACK,M,BATTERY
92,2024-06-07,BLACK,F,ASSAULT
93,2024-06-09,HISPANIC,M,NARCOTICS
94,2024-06-11,WHITE,M,THEFT
95,2024-06-12,BLACK,M,BATTERY
96,2024-06-14,BLACK,F,ROBBERY
97,2024-06-16,HISPANIC,M,THEFT
98,2024-06-18,BLACK,M,BATTERY
99,2024-06-19,BLACK,F,NARCOTICS
100,2024-06-21,HISPANIC,M,BURGLARY
101,2024-06-23,WHITE,F,ASSAULT
102,2024-06-25,BLACK,M,THEFT
103,2024-06-26,BLACK,M,BATTERY
104,2024-06-28,HISPANIC,F,NARCOTICS
105,2024-06-30,BLACK,M,BURGLARY
106,2024-07-02,BLACK,F,ROBBERY
107,2024-07-03,HISPANIC,M,THEFT
108,2024-07-05,BLACK,M,BATTERY
109,2024-07-07,BLACK,F,ASSAULT
110,2024-07-09,HISPANIC,M,NARCOTICS
111,2024-07-10,WHITE,M,THEFT
112,2024-07-12,BLACK,M,BATTERY
113,2024-07-14,BLACK,F,ROBBERY
114,2024-07-15,HISPANIC,M,THEFT
115,2024-07-17,BLACK,M,BATTERY
116,2024-07-19,BLACK,F,NARCOTICS
117,2024-07-21,HISPANIC,M,BURGLARY
118,2024-07-22,WHITE,F,ASSAULT
119,2024-07-24,BLACK,M,THEFT
120,2024-07-26,BLACK,M,BATTERY
121,2024-07-28,HISPANIC,F,NARCOTICS
122,2024-07-29,BLACK,M,BURGLARY
123,2024-07-31,BLACK,F,ROBBERY
124,2024-08-02,HISPANIC,M,THEFT
125,2024-08-04,BLACK,M,BATTERY
126,2024-08-05,BLACK,F,ASSAULT
127,2024-08-07,HISPANIC,M,NARCOTICS
128,2024-08-09,WHITE,M,THEFT
129,2024-08-10,BLACK,M,BATTERY
130,2024-08-12,BLACK,F,ROBBERY
131,2024-08-14,HISPANIC,M,THEFT
132,2024-08-16,BLACK,M,BATTERY
133,2024-08-17,BLACK,F,NARCOTICS
134,2024-08-19,HISPANIC,M,BURGLARY
135,2024-08-21,WHITE,F,ASSAULT
136,2024-08-23,BLACK,M,THEFT
137,2024-08-25,BLACK,M,BATTERY
138,2024-08-26,HISPANIC,F,NARCOTICS
139,2024-08-28,BLACK,M,BURGLARY
140,2024-08-30,BLACK,F,ROBBERY
141,2024-09-01,HISPANIC,M,THEFT
142,2024-09-02,BLACK,M,BATTERY
143,2024-09-04,BLACK,F,ASSAULT
144,2024-09-06,HISPANIC,M,NARCOTICS
145,2024-09-08,WHITE,M,THEFT
146,2024-09-09,BLACK,M,BATTERY
147,2024-09-11,BLACK,F,ROBBERY
148,2024-09-13,HISPANIC,M,THEFT
149,2024-09-15,BLACK,M,BATTERY
150,2024-09-16,BLACK,F,NARCOTICS
151,2024-09-18,HISPANIC,M,BURGLARY
152,2024-09-20,WHITE,F,ASSAULT
153,2024-09-21,BLACK,M,THEFT
154,2024-09-23,BLACK,M,BATTERY
155,2024-09-25,HISPANIC,F,NARCOTICS
156,2024-09-26,BLACK,M,BURGLARY
157,2024-09-28,BLACK,F,ROBBERY
158,2024-09-30,HISPANIC,M,THEFT
159,2024-10-02,BLACK,M,BATTERY
160,2024-10-03,BLACK,F,ASSAULT
161,2024-10-05,HISPANIC,M,NARCOTICS
162,2024-10-07,WHITE,M,THEFT
163,2024-10-09,BLACK,M,BATTERY
164,2024-10-10,BLACK,F,ROBBERY
165,2024-10-12,HISPANIC,M,THEFT
166,2024-10-14,BLACK,M,BATTERY
167,2024-10-16,BLACK,F,NARCOTICS
168,2024-10-17,HISPANIC,M,BURGLARY
169,2024-10-19,WHITE,F,ASSAULT
170,2024-10-21,BLACK,M,THEFT
171,2024-10-23,BLACK,M,BATTERY
172,2024-10-24,HISPANIC,F,NARCOTICS
173,2024-10-26,BLACK,M,BURGLARY
174,2024-10-28,BLACK,F,ROBBERY
175,2024-10-30,HISPANIC,M,THEFT
176,2024-10-31,BLACK,M,BATTERY
177,2024-11-02,BLACK,F,ASSAULT
178,2024-11-04,HISPANIC,M,NARCOTICS
179,2024-11-06,WHITE,M,THEFT
180,2024-11-07,BLACK,M,BATTERY
181,2024-11-09,BLACK,F,ROBBERY
182,2024-11-11,HISPANIC,M,THEFT
183,2024-11-13,BLACK,M,BATTERY
184,2024-11-14,BLACK,F,NARCOTICS
185,2024-11-16,HISPANIC,M,BURGLARY
186,2024-11-18,WHITE,F,ASSAULT
187,2024-11-20,BLACK,M,THEFT
188,2024-11-21,BLACK,M,BATTERY
189,2024-11-23,HISPANIC,F,NARCOTICS
190,2024-11-25,BLACK,M,BURGLARY
191,2024-11-27,BLACK,F,ROBBERY
192,2024-11-28,HISPANIC,M,THEFT
193,2024-11-30,BLACK,M,BATTERY
194,2024-12-02,BLACK,F,ASSAULT
195,2024-12-04,HISPANIC,M,NARCOTICS
196,2024-12-05,WHITE,M,THEFT
197,2024-12-07,BLACK,M,BATTERY
198,2024-12-09,BLACK,F,ROBBERY
199,2024-12-11,HISPANIC,M,THEFT
200,2024-12-12,BLACK,M,BATTERY
201,2025-01-03,BLACK,F,NARCOTICS
202,2025-01-05,HISPANIC,M,BURGLARY
203,2025-01-07,BLACK,M,THEFT
204,2025-01-08,BLACK,F,ROBBERY
205,2025-01-10,HISPANIC,M,BATTERY
206,2025-01-12,WHITE,M,NARCOTICS
207,2025-01-14,BLACK,M,THEFT
208,2025-01-15,BLACK,F,ASSAULT
209,2025-01-17,HISPANIC,M,BURGLARY
210,2025-01-19,BLACK,M,BATTERY
211,2025-01-20,BLACK,F,ROBBERY
212,2025-01-22,HISPANIC,M,THEFT
213,2025-01-24,WHITE,M,BATTERY
214,2025-01-25,BLACK,M,NARCOTICS
215,2025-01-27,BLACK,F,ASSAULT
216,2025-01-29,HISPANIC,M,THEFT
217,2025-01-30,BLACK,M,BURGLARY
218,2025-02-01,BLACK,F,ROBBERY
219,2025-02-03,HISPANIC,M,BATTERY
220,2025-02-05,WHITE,M,THEFT
221,2025-02-06,BLACK,M,BURGLARY
222,2025-02-08,BLACK,F,NARCOTICS
223,2025-02-10,HISPANIC,M,BATTERY
224,2025-02-12,BLACK,M,THEFT
225,2025-02-13,BLACK,F,ASSAULT
226,2025-02-15,HISPANIC,M,NARCOTICS
227,2025-02-17,WHITE,M,THEFT
228,2025-02-18,BLACK,M,BATTERY
229,2025-02-20,BLACK,F,ROBBERY
230,2025-02-22,HISPANIC,M,THEFT
231,2025-02-24,BLACK,M,BATTERY
232,2025-02-25,BLACK,F,NARCOTICS
233,2025-02-27,HISPANIC,M,BURGLARY
234,2025-03-01,WHITE,F,ASSAULT
235,2025-03-03,BLACK,M,THEFT
236,2025-03-04,BLACK,M,BATTERY
237,2025-03-06,HISPANIC,F,NARCOTICS
238,2025-03-08,BLACK,M,BURGLARY
239,2025-03-10,BLACK,F,ROBBERY
240,2025-03-11,HISPANIC,M,THEFT
241,2025-03-13,BLACK,M,BATTERY
242,2025-03-15,BLACK,F,ASSAULT
243,2025-03-17,HISPANIC,M,NARCOTICS
244,2025-03-18,WHITE,M,THEFT
245,2025-03-20,BLACK,M,BATTERY
246,2025-03-22,BLACK,F,ROBBERY
247,2025-03-24,HISPANIC,M,THEFT
248,2025-03-25,BLACK,M,BATTERY
249,2025-03-27,BLACK,F,NARCOTICS
250,2025-03-29,HISPANIC,M,BURGLARY
251,2025-03-31,WHITE,F,ASSAULT
252,2025-04-01,BLACK,M,THEFT
253,2025-04-03,BLACK,M,BATTERY
254,2025-04-05,HISPANIC,F,NARCOTICS
255,2025-04-07,BLACK,M,BURGLARY
256,2025-04-08,BLACK,F,ROBBERY
257,2025-04-10,HISPANIC,M,THEFT
258,2025-04-12,BLACK,M,BATTERY
259,2025-04-14,BLACK,F,ASSAULT
260,2025-04-15,HISPANIC,M,NARCOTICS
261,2025-04-17,WHITE,M,THEFT
262,2025-04-19,BLACK,M,BATTERY
263,2025-04-21,BLACK,F,ROBBERY
264,2025-04-22,HISPANIC,M,THEFT
265,2025-04-24,BLACK,M,BATTERY
266,2025-04-26,BLACK,F,NARCOTICS
267,2025-04-28,HISPANIC,M,BURGLARY
268,2025-04-29,WHITE,F,ASSAULT
269,2025-05-01,BLACK,M,THEFT
270,2025-05-03,BLACK,M,BATTERY
271,2025-05-05,HISPANIC,F,NARCOTICS
272,2025-05-06,BLACK,M,BURGLARY
273,2025-05-08,BLACK,F,ROBBERY
274,2025-05-10,HISPANIC,M,THEFT
275,2025-05-12,BLACK,M,BATTERY
276,2025-05-13,BLACK,F,ASSAULT
277,2025-05-15,HISPANIC,M,NARCOTICS
278,2025-05-17,WHITE,M,THEFT
279,2025-05-19,BLACK,M,BATTERY
280,2025-05-20,BLACK,F,ROBBERY
281,2025-05-22,HISPANIC,M,THEFT
282,2025-05-24,BLACK,M,BATTERY
283,2025-05-26,BLACK,F,NARCOTICS
284,2025-05-27,HISPANIC,M,BURGLARY
285,2025-05-29,WHITE,F,ASSAULT
286,2025-05-31,BLACK,M,THEFT
287,2025-06-02,BLACK,M,BATTERY
288,2025-06-03,HISPANIC,F,NARCOTICS
289,2025-06-05,BLACK,M,BURGLARY
290,2025-06-07,BLACK,F,ROBBERY
291,2025-06-09,HISPANIC,M,THEFT
292,2025-06-10,BLACK,M,BATTERY
293,2025-06-12,BLACK,F,ASSAULT
294,2025-06-14,HISPANIC,M,NARCOTICS
295,2025-06-16,WHITE,M,THEFT
296,2025-06-17,BLACK,M,BATTERY
297,2025-06-19,BLACK,F,ROBBERY
298,2025-06-21,HISPANIC,M,THEFT
299,2025-06-23,BLACK,M,BATTERY
300,2025-06-25,BLACK,F,NARCOTICS
