ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2024-01-01,BLACK,M,THEFT
2,2024-01-02,BLACK,M,BATTERY
3,2024-01-03,BLACK,M,NARCOTICS
4,2024-01-04,BLACK,M,ASSAULT
5,2024-01-05,BLACK,M,CRIMINAL DAMAGE
6,2024-01-06,BLACK,M,BURGLARY
7,2024-01-07,BLACK,M,ROBBERY
8,2024-01-08,BLACK,M,WEAPONS VIOLATION
9,2024-01-09,BLACK,M,THEFT
10,2024-01-10,BLACK,M,BATTERY
11,2024-01-11,BLACK,M,NARCOTICS
12,2024-01-12,BLACK,M,ASSAULT
13,2024-01-13,BLACK,M,CRIMINAL DAMAGE
14,2024-01-14,BLACK,M,BURGLARY
15,2024-01-15,BLACK,M,ROBBERY
16,2024-01-16,BLACK,M,WEAPONS VIOLATION
17,2024-01-17,BLACK,M,THEFT
18,2024-01-18,BLACK,M,BATTERY
19,2024-01-19,BLACK,M,NARCOTICS
20,2024-01-20,BLACK,M,ASSAULT
21,2024-01-21,BLACK,M,CRIMINAL DAMAGE
22,2024-01-22,BLACK,M,BURGLARY
23,2024-01-23,BLACK,M,ROBBERY
24,2024-01-24,BLACK,M,WEAPONS VIOLATION
25,2024-01-25,BLACK,M,THEFT
26,2024-01-26,BLACK,M,BATTERY
27,2024-01-27,BLACK,M,NARCOTICS
28,2024-01-28,BLACK,M,ASSAULT
29,2024-01-29,BLACK,M,CRIMINAL DAMAGE
30,2024-01-30,BLACK,M,BURGLARY
31,2024-01-31,BLACK,M,ROBBERY
32,2024-02-01,BLACK,M,WEAPONS VIOLATION
33,2024-02-02,BLACK,M,THEFT
34,2024-02-03,BLACK,M,BATTERY
35,2024-02-04,BLACK,M,NARCOTICS
36,2024-02-05,BLACK,M,ASSAULT
37,2024-02-06,BLACK,M,CRIMINAL DAMAGE
38,2024-02-07,BLACK,M,BURGLARY
39,2024-02-08,BLACK,M,ROBBERY
40,2024-02-09,BLACK,M,WEAPONS VIOLATION
41,2024-02-10,BLACK,M,THEFT
42,2024-02-11,BLACK,M,BATTERY
43,2024-02-12,BLACK,M,NARCOTICS
44,2024-02-13,BLACK,M,ASSAULT
45,2024-02-14,BLACK,M,CRIMINAL DAMAGE
46,2024-02-15,BLACK,M,BURGLARY
47,2024-02-16,BLACK,M,ROBBERY
48,2024-02-17,BLACK,M,WEAPONS VIOLATION
49,2024-02-18,BLACK,M,THEFT
50,2024-02-19,BLACK,M,BATTERY
51,2024-02-20,BLACK,M,NARCOTICS
52,2024-02-21,BLACK,M,ASSAULT
53,2024-02-22,BLACK,M,CRIMINAL DAMAGE
54,2024-02-23,BLACK,M,BURGLARY
55,2024-02-24,BLACK,M,ROBBERY
56,2024-02-25,BLACK,M,WEAPONS VIOLATION
57,2024-02-26,BLACK,M,THEFT
58,2024-02-27,BLACK,M,BATTERY
59,2024-02-28,BLACK,M,NARCOTICS
60,2024-02-29,BLACK,M,ASSAULT
61,2024-03-01,BLACK,M,CRIMINAL DAMAGE
62,2024-03-02,BLACK,M,BURGLARY
63,2024-03-03,BLACK,M,ROBBERY
64,2024-03-04,BLACK,M,WEAPONS VIOLATION
65,2024-03-05,BLACK,M,THEFT
66,2024-03-06,BLACK,M,BATTERY
67,2024-03-07,BLACK,M,NARCOTICS
68,2024-03-08,BLACK,M,ASSAULT
69,2024-03-09,BLACK,M,CRIMINAL DAMAGE
70,2024-03-10,BLACK,M,BURGLARY
71,2024-03-11,BLACK,M,ROBBERY
72,2024-03-12,BLACK,M,WEAPONS VIOLATION
73,2024-03-13,BLACK,M,THEFT
74,2024-03-14,BLACK,M,BATTERY
75,2024-03-15,BLACK,M,NARCOTICS
76,2024-03-16,BLACK,M,ASSAULT
77,2024-03-17,BLACK,M,CRIMINAL DAMAGE
78,2024-03-18,BLACK,M,BURGLARY
79,2024-03-19,BLACK,M,ROBBERY
80,2024-03-20,BLACK,M,WEAPONS VIOLATION
81,2024-03-21,BLACK,M,THEFT
82,2024-03-22,BLACK,M,BATTERY
83,2024-03-23,BLACK,M,NARCOTICS
84,2024-03-24,BLACK,M,ASSAULT
85,2024-03-25,BLACK,M,CRIMINAL DAMAGE
86,2024-03-26,BLACK,M,BURGLARY
87,2024-03-27,BLACK,M,ROBBERY
88,2024-03-28,BLACK,M,WEAPONS VIOLATION
89,2024-03-29,BLACK,M,THEFT
90,2024-03-30,BLACK,M,BATTERY
91,2024-03-31,BLACK,M,NARCOTICS
92,2024-04-01,BLACK,M,ASSAULT
93,2024-04-02,BLACK,M,CRIMINAL DAMAGE
94,2024-04-03,BLACK,M,BURGLARY
95,2024-04-04,BLACK,M,ROBBERY
96,2024-04-05,BLACK,M,WEAPONS VIOLATION
97,2024-04-06,BLACK,M,THEFT
98,2024-04-07,BLACK,M,BATTERY
99,2024-04-08,BLACK,M,NARCOTICS
100,2024-04-09,BLACK,M,ASSAULT
101,2024-04-10,BLACK,M,CRIMINAL DAMAGE
102,2024-04-11,BLACK,M,BURGLARY
103,2024-04-12,BLACK,M,ROBBERY
104,2024-04-13,BLACK,M,WEAPONS VIOLATION
105,2024-04-14,BLACK,M,THEFT
106,2024-04-15,BLACK,M,BATTERY
107,2024-04-16,BLACK,M,NARCOTICS
108,2024-04-17,BLACK,M,ASSAULT
109,2024-04-18,BLACK,M,CRIMINAL DAMAGE
110,2024-04-19,BLACK,M,BURGLARY
111,2024-04-20,BLACK,M,ROBBERY
112,2024-04-21,BLACK,M,WEAPONS VIOLATION
113,2024-04-22,BLACK,M,THEFT
114,2024-04-23,BLACK,M,BATTERY
115,2024-04-24,BLACK,M,NARCOTICS
116,2024-04-25,BLACK,M,ASSAULT
117,2024-04-26,BLACK,M,CRIMINAL DAMAGE
118,2024-04-27,BLACK,M,BURGLARY
119,2024-04-28,BLACK,M,ROBBERY
120,2024-04-29,BLACK,M,WEAPONS VIOLATION
121,2024-04-30,BLACK,M,THEFT
122,2024-05-01,BLACK,M,BATTERY
123,2024-05-02,BLACK,M,NARCOTICS
124,2024-05-03,BLACK,M,ASSAULT
125,2024-05-04,BLACK,M,CRIMINAL DAMAGE
126,2024-05-05,BLACK,M,BURGLARY
127,2024-05-06,BLACK,M,ROBBERY
128,2024-05-07,BLACK,M,WEAPONS VIOLATION
129,2024-05-08,BLACK,M,THEFT
130,2024-05-09,BLACK,M,BATTERY
131,2024-05-10,BLACK,M,NARCOTICS
132,2024-05-11,BLACK,M,ASSAULT
133,2024-05-12,BLACK,M,CRIMINAL DAMAGE
134,2024-05-13,BLACK,M,BURGLARY
135,2024-05-14,BLACK,M,ROBBERY
136,2024-05-15,BLACK,M,WEAPONS VIOLATION
137,2024-05-16,BLACK,M,THEFT
138,2024-05-17,BLACK,M,BATTERY
139,2024-05-18,BLACK,M,NARCOTICS
140,2024-05-19,BLACK,M,ASSAULT
141,2024-05-20,BLACK,M,CRIMINAL DAMAGE
142,2024-05-21,BLACK,M,BURGLARY
143,2024-05-22,BLACK,M,ROBBERY
144,2024-05-23,BLACK,M,WEAPONS VIOLATION
