ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2024-01-01,BLACK,M,THEFT
2,2024-01-02,HISPANIC,F,NARCOTICS
3,2024-01-03,BLACK,M,BATTERY
4,2024-01-04,WHITE,F,ASSAULT
5,2024-01-05,BLACK,M,THEFT
6,2024-01-06,BLACK,F,ROBBERY
7,2024-01-07,HISPANIC,M,BATTERY
8,2024-01-08,BLACK,M,NARCOTICS
9,2024-01-09,BLACK,F,ASSAULT
10,2024-01-10,HISPANIC,M,THEFT
11,2024-01-11,BLACK,M,BURGLARY
12,2024-01-12,BLACK,F,NARCOTICS
13,2024-01-13,WHITE,M,BATTERY
14,2024-01-14,BLACK,M,THEFT
15,2024-01-15,HISPANIC,F,ROBBERY
16,2024-01-16,BLACK,M,BATTERY
17,2024-01-17,BLACK,F,ASSAULT
18,2024-01-18,HISPANIC,M,NARCOTICS
19,2024-01-19,BLACK,M,THEFT
20,2024-01-20,BLACK,F,BURGLARY
21,2024-01-21,HISPANIC,M,BATTERY
22,2024-01-22,BLACK,M,NARCOTICS
23,2024-01-23,WHITE,F,ASSAULT
24,2024-01-24,BLACK,M,THEFT
25,2024-01-25,BLACK,F,ROBBERY
26,2024-01-26,HISPANIC,M,BATTERY
27,2024-01-27,BLACK,M,NARCOTICS
28,2024-01-28,BLACK,F,ASSAULT
29,2024-01-29,HISPANIC,M,THEFT
30,2024-01-30,BLACK,M,BURGLARY
31,2024-01-31,BLACK,F,NARCOTICS
32,2024-02-01,HISPANIC,M,BATTERY
33,2024-02-02,BLACK,M,THEFT
34,2024-02-03,WHITE,F,ROBBERY
35,2024-02-04,BLACK,M,BATTERY
36,2024-02-05,HISPANIC,F,ASSAULT
37,2024-02-06,BLACK,M,NARCOTICS
38,2024-02-07,BLACK,F,THEFT
39,2024-02-08,HISPANIC,M,BATTERY
40,2024-02-09,BLACK,M,BURGLARY
41,2024-02-10,BLACK,F,ASSAULT
42,2024-02-11,HISPANIC,M,THEFT
43,2024-02-12,BLACK,M,NARCOTICS
44,2024-02-13,WHITE,F,BATTERY
45,2024-02-14,BLACK,M,THEFT
46,2024-02-15,HISPANIC,F,ROBBERY
47,2024-02-16,BLACK,M,BATTERY
48,2024-02-17,BLACK,F,NARCOTICS
49,2024-02-18,HISPANIC,M,THEFT
50,2024-02-19,BLACK,M,BURGLARY
51,2024-02-20,BLACK,F,ASSAULT
52,2024-02-21,HISPANIC,M,BATTERY
53,2024-02-22,BLACK,M,THEFT
54,2024-02-23,WHITE,F,ROBBERY
55,2024-02-24,BLACK,M,NARCOTICS
56,2024-02-25,HISPANIC,M,BATTERY
57,2024-02-26,BLACK,F,ASSAULT
58,2024-02-27,BLACK,M,THEFT
59,2024-02-28,HISPANIC,F,ROBBERY
60,2024-02-29,BLACK,M,BATTERY
61,2024-03-01,BLACK,F,NARCOTICS
62,2024-03-02,HISPANIC,M,THEFT
63,2024-03-03,BLACK,M,BURGLARY
64,2024-03-04,BLACK,F,ASSAULT
65,2024-03-05,HISPANIC,M,BATTERY
66,2024-03-06,BLACK,M,THEFT
67,2024-03-07,WHITE,F,ROBBERY
68,2024-03-08,BLACK,M,NARCOTICS
69,2024-03-09,HISPANIC,M,BATTERY
70,2024-03-10,BLACK,F,ASSAULT
71,2024-03-11,BLACK,M,THEFT
72,2024-03-12,HISPANIC,F,ROBBERY
73,2024-03-13,BLACK,M,BATTERY
74,2024-03-14,BLACK,F,NARCOTICS
75,2024-03-15,HISPANIC,M,THEFT
76,2024-03-16,BLACK,M,BURGLARY
77,2024-03-17,BLACK,F,ASSAULT
78,2024-03-18,HISPANIC,M,BATTERY
79,2024-03-19,BLACK,M,THEFT
80,2024-03-20,WHITE,F,ROBBERY
81,2024-03-21,BLACK,M,NARCOTICS
82,2024-03-22,HISPANIC,M,BATTERY
83,2024-03-23,BLACK,F,ASSAULT
84,2024-03-24,BLACK,M,THEFT
85,2024-03-25,HISPANIC,F,ROBBERY
86,2024-03-26,BLACK,M,BATTERY
87,2024-03-27,BLACK,F,NARCOTICS
88,2024-03-28,HISPANIC,M,THEFT
89,2024-03-29,BLACK,M,BURGLARY
90,2024-03-30,BLACK,F,ASSAULT
91,2024-03-31,HISPANIC,M,BATTERY
