ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
AR0001,2024-10-08,HISPANIC,M,THEFT
AR0002,2024-04-14,BLACK,M,ASSAULT
AR0003,2024-03-30,HISPANIC,F,ARSON
AR0004,2024-01-31,HISPANIC,M,THEFT
AR0005,2025-06-01,BLACK,M,CRIMINAL TRESPASS
AR0006,2024-07-22,HISPANIC,M,DOMESTIC BATTERY
AR0007,2025-07-12,WHITE,F,THEFT
AR0008,2025-08-26,BLACK,M,RETAIL THEFT
AR0009,2024-06-12,BLACK,M,DECEPTIVE PRACTICE
AR0010,2024-10-11,WHITE,M,CRIMINAL DAMAGE
AR0011,2024-12-10,BLACK,M,DECEPTIVE PRACTICE
AR0012,2024-04-09,BLACK,M,NARCOTICS
AR0013,2024-09-27,BLACK,M,WEAPONS VIOLATION
AR0014,2025-07-03,BLACK,F,HOMICIDE
AR0015,2025-07-19,BLACK,M,BATTERY
AR0016,2025-01-05,BLACK,F,CRIMINAL SEXUAL ASSAULT
AR0017,2024-03-12,HISPANIC,M,FRAUD
AR0018,2024-10-23,BLACK,F,BURGLARY
AR0019,2025-01-24,BLACK,M,BATTERY
AR0020,2025-01-08,BLACK,M,PUBLIC PEACE VIOLATION
AR0021,2024-08-02,BLACK,M,CRIMINAL DAMAGE
AR0022,2025-11-30,HISPANIC,M,FRAUD
AR0023,2025-10-12,HISPANIC,M,WEAPONS VIOLATION
AR0024,2024-09-07,BLACK,F,THEFT
AR0025,2024-10-03,BLACK,M,NARCOTICS
AR0026,2024-08-12,HISPANIC,F,ARSON
AR0027,2024-02-27,HISPANIC,M,DECEPTIVE PRACTICE
AR0028,2024-11-19,BLACK,M,DECEPTIVE PRACTICE
AR0029,2024-08-04,BLACK,M,BATTERY
AR0030,2024-08-05,HISPANIC,F,AGGRAVATED ASSAULT
AR0031,2025-10-20,HISPANIC,F,MOTOR VEHICLE THEFT
AR0032,2024-05-22,BLACK,M,DISORDERLY CONDUCT
AR0033,2025-07-05,BLACK,F,ARSON
AR0034,2025-03-14,BLACK,F,CRIMINAL SEXUAL ASSAULT
AR0035,2024-08-12,HISPANIC,M,CRIMINAL DAMAGE
AR0036,2024-04-03,BLACK,F,HOMICIDE
AR0037,2024-06-05,WHITE,M,BATTERY
AR0038,2025-11-27,HISPANIC,M,DECEPTIVE PRACTICE
AR0039,2025-01-29,BLACK,F,ROBBERY
AR0040,2025-06-25,BLACK,F,HOMICIDE
AR0041,2025-11-27,BLACK,F,NARCOTICS
AR0042,2025-07-03,WHITE,M,PUBLIC PEACE VIOLATION
AR0043,2025-10-18,WHITE,M,DECEPTIVE PRACTICE
AR0044,2025-03-21,BLACK,M,DISORDERLY CONDUCT
AR0045,2024-09-26,BLACK,M,THEFT
AR0046,2025-06-03,HISPANIC,F,AGGRAVATED BATTERY
AR0047,2025-10-16,BLACK,F,WEAPONS VIOLATION
AR0048,2024-06-05,HISPANIC,F,BURGLARY
AR0049,2025-07-06,BLACK,F,AGGRAVATED BATTERY
AR0050,2025-09-05,ASIAN/PACIFIC ISLANDER,F,NARCOTICS
AR0051,2024-04-24,BLACK,M,THEFT
AR0052,2024-02-29,BLACK,M,CRIMINAL TRESPASS
AR0053,2024-03-28,BLACK,F,ROBBERY
AR0054,2025-06-29,WHITE,M,BATTERY
AR0055,2025-11-06,OTHER,M,ASSAULT
AR0056,2024-09-28,BLACK,F,AGGRAVATED BATTERY
AR0057,2024-08-04,HISPANIC,F,MOTOR VEHICLE THEFT
AR0058,2025-12-07,HISPANIC,F,THEFT
AR0059,2025-02-12,BLACK,F,WEAPONS VIOLATION
AR0060,2025-03-24,HISPANIC,F,AGGRAVATED ASSAULT
AR0061,2024-09-10,HISPANIC,M,BATTERY
AR0062,2024-01-22,BLACK,M,CRIMINAL DAMAGE
AR0063,2025-08-25,HISPANIC,F,BURGLARY
AR0064,2025-12-25,BLACK,M,BATTERY
AR0065,2024-03-10,HISPANIC,M,CRIMINAL TRESPASS
AR0066,2025-06-10,BLACK,M,BATTERY
AR0067,2025-05-12,BLACK,M,PUBLIC PEACE VIOLATION
AR0068,2025-08-07,BLACK,F,AGGRAVATED BATTERY
AR0069,2025-04-29,HISPANIC,M,CRIMINAL TRESPASS
AR0070,2024-04-09,BLACK,M,BATTERY
AR0071,2025-03-09,HISPANIC,M,CRIMINAL DAMAGE
AR0072,2024-02-25,BLACK,M,FRAUD
AR0073,2024-04-10,HISPANIC,F,KIDNAPPING
AR0074,2024-12-13,BLACK,M,FRAUD
AR0075,2024-07-13,BLACK,M,CRIMINAL TRESPASS
AR0076,2025-03-08,HISPANIC,M,ASSAULT
AR0077,2024-09-12,BLACK,M,RETAIL THEFT
AR0078,2025-07-17,BLACK,M,DECEPTIVE PRACTICE
AR0079,2025-07-07,BLACK,M,PUBLIC PEACE VIOLATION
AR0080,2024-08-30,BLACK,M,DECEPTIVE PRACTICE
AR0081,2025-05-07,BLACK,M,RETAIL THEFT
AR0082,2024-06-17,BLACK,M,THEFT
AR0083,2024-09-28,BLACK,M,NARCOTICS
AR0084,2025-12-14,BLACK,M,NARCOTICS
AR0085,2025-05-13,WHITE,F,KIDNAPPING
AR0086,2024-08-10,BLACK,M,DISORDERLY CONDUCT
AR0087,2025-07-09,BLACK,F,THEFT
AR0088,2024-02-28,BLACK,F,AGGRAVATED ASSAULT
AR0089,2025-05-29,BLACK,F,HOMICIDE
AR0090,2025-06-04,HISPANIC,M,THEFT
AR0091,2025-09-01,BLACK,M,BATTERY
AR0092,2025-02-17,BLACK,F,BURGLARY
AR0093,2025-08-15,BLACK,F,BURGLARY
AR0094,2024-03-24,HISPANIC,M,WEAPONS VIOLATION
AR0095,2025-08-01,BLACK,F,CRIMINAL SEXUAL ASSAULT
AR0096,2024-07-28,HISPANIC,M,DISORDERLY CONDUCT
AR0097,2024-09-01,HISPANIC,F,AGGRAVATED ASSAULT
AR0098,2025-11-18,BLACK,M,ASSAULT
AR0099,2024-11-19,HISPANIC,M,RETAIL THEFT
AR0100,2025-04-14,WHITE,M,THEFT
AR0101,2024-03-16,HISPANIC,F,ROBBERY
AR0102,2024-09-28,HISPANIC,M,DOMESTIC BATTERY
AR0103,2024-09-07,BLACK,M,BATTERY
AR0104,2025-03-24,BLACK,M,ASSAULT
AR0105,2025-09-18,HISPANIC,F,WEAPONS VIOLATION
AR0106,2025-11-14,HISPANIC,F,NARCOTICS
AR0107,2024-04-16,HISPANIC,M,PUBLIC PEACE VIOLATION
AR0108,2024-04-19,BLACK,M,BATTERY
AR0109,2024-10-05,WHITE,F,AGGRAVATED BATTERY
AR0110,2024-12-17,BLACK,F,BURGLARY
AR0111,2024-09-27,BLACK,F,KIDNAPPING
AR0112,2024-02-22,HISPANIC,M,DISORDERLY CONDUCT
AR0113,2024-10-10,BLACK,F,MOTOR VEHICLE THEFT
AR0114,2024-05-13,BLACK,M,CRIMINAL DAMAGE
AR0115,2025-03-28,HISPANIC,M,ASSAULT
AR0116,2025-07-28,HISPANIC,F,MOTOR VEHICLE THEFT
AR0117,2025-12-08,BLACK,M,BATTERY
AR0118,2025-01-13,BLACK,F,NARCOTICS
AR0119,2025-03-16,HISPANIC,F,AGGRAVATED BATTERY
AR0120,2025-01-08,BLACK,M,DISORDERLY CONDUCT
AR0121,2025-11-29,BLACK,M,CRIMINAL TRESPASS
AR0122,2024-12-28,BLACK,F,ROBBERY
AR0123,2025-09-27,ASIAN/PACIFIC ISLANDER,F,MOTOR VEHICLE THEFT
AR0124,2024-06-15,WHITE,M,CRIMINAL TRESPASS
AR0125,2024-07-02,BLACK,M,THEFT
AR0126,2025-02-25,WHITE,M,DECEPTIVE PRACTICE
AR0127,2024-09-11,HISPANIC,F,FRAUD
AR0128,2025-12-19,BLACK,M,DECEPTIVE PRACTICE
AR0129,2025-04-26,BLACK,M,THEFT
AR0130,2024-12-24,BLACK,M,RETAIL THEFT
AR0131,2024-01-25,BLACK,M,CRIMINAL TRESPASS
AR0132,2024-12-02,HISPANIC,M,NARCOTICS
AR0133,2024-10-12,BLACK,M,DECEPTIVE PRACTICE
AR0134,2025-02-13,BLACK,F,ARSON
AR0135,2024-01-29,HISPANIC,F,AGGRAVATED ASSAULT
AR0136,2025-08-17,BLACK,M,ASSAULT
AR0137,2025-09-02,BLACK,M,BATTERY
AR0138,2024-11-17,BLACK,M,FRAUD
AR0139,2024-04-28,BLACK,F,ARSON
AR0140,2024-09-17,BLACK,F,BURGLARY
AR0141,2024-01-02,BLACK,F,MOTOR VEHICLE THEFT
AR0142,2025-11-17,HISPANIC,F,KIDNAPPING
AR0143,2024-03-12,BLACK,M,NARCOTICS
AR0144,2024-11-17,HISPANIC,M,WEAPONS VIOLATION
AR0145,2024-11-03,HISPANIC,M,FRAUD
AR0146,2025-02-22,HISPANIC,M,PUBLIC PEACE VIOLATION
AR0147,2024-10-29,BLACK,M,FRAUD
AR0148,2025-03-06,HISPANIC,M,CRIMINAL TRESPASS
AR0149,2024-06-27,HISPANIC,M,PUBLIC PEACE VIOLATION
AR0150,2025-02-19,HISPANIC,F,WEAPONS VIOLATION
AR0151,2024-10-20,HISPANIC,M,DISORDERLY CONDUCT
AR0152,2025-08-16,BLACK,M,DECEPTIVE PRACTICE
AR0153,2025-04-21,HISPANIC,F,AGGRAVATED ASSAULT
AR0154,2024-08-06,BLACK,M,PUBLIC PEACE VIOLATION
AR0155,2024-06-22,HISPANIC,M,DECEPTIVE PRACTICE
AR0156,2025-06-11,HISPANIC,M,DISORDERLY CONDUCT
AR0157,2024-12-09,HISPANIC,F,CRIMINAL SEXUAL ASSAULT
AR0158,2025-11-19,BLACK,F,BURGLARY
AR0159,2024-07-22,BLACK,M,DECEPTIVE PRACTICE
AR0160,2024-09-07,BLACK,M,THEFT
AR0161,2024-03-15,BLACK,F,FRAUD
AR0162,2025-08-12,BLACK,M,PUBLIC PEACE VIOLATION
AR0163,2025-01-28,BLACK,F,THEFT
AR0164,2024-05-31,HISPANIC,M,CRIMINAL TRESPASS
AR0165,2024-04-19,HISPANIC,F,NARCOTICS
AR0166,2024-06-29,ASIAN/PACIFIC ISLANDER,M,CRIMINAL TRESPASS
AR0167,2024-02-21,WHITE,F,HOMICIDE
AR0168,2025-04-12,HISPANIC,M,BATTERY
AR0169,2025-06-27,BLACK,M,PUBLIC PEACE VIOLATION
AR0170,2025-03-29,HISPANIC,F,AGGRAVATED ASSAULT
AR0171,2025-03-12,HISPANIC,F,ARSON
AR0172,2025-05-01,HISPANIC,M,ASSAULT
AR0173,2024-09-10,BLACK,M,DECEPTIVE PRACTICE
AR0174,2025-06-17,HISPANIC,M,DECEPTIVE PRACTICE
AR0175,2024-10-08,HISPANIC,F,BURGLARY
AR0176,2024-10-19,BLACK,M,FRAUD
AR0177,2024-11-23,BLACK,M,CRIMINAL DAMAGE
AR0178,2024-06-03,HISPANIC,M,ASSAULT
AR0179,2024-06-05,BLACK,M,FRAUD
AR0180,2025-02-28,WHITE,M,BATTERY
AR0181,2025-04-22,BLACK,M,DOMESTIC BATTERY
AR0182,2025-03-06,BLACK,M,CRIMINAL TRESPASS
AR0183,2025-12-13,BLACK,F,CRIMINAL SEXUAL ASSAULT
AR0184,2025-01-24,BLACK,F,CRIMINAL SEXUAL ASSAULT
AR0185,2024-11-01,BLACK,M,CRIMINAL DAMAGE
AR0186,2025-07-05,WHITE,M,NARCOTICS
AR0187,2025-09-09,WHITE,F,ARSON
AR0188,2024-10-06,BLACK,M,CRIMINAL TRESPASS
AR0189,2025-02-02,BLACK,M,THEFT
AR0190,2025-02-18,BLACK,F,KIDNAPPING
AR0191,2024-05-10,WHITE,M,RETAIL THEFT
AR0192,2025-02-07,HISPANIC,F,NARCOTICS
AR0193,2024-01-28,HISPANIC,F,KIDNAPPING
AR0194,2024-05-18,BLACK,F,MOTOR VEHICLE THEFT
AR0195,2024-09-23,BLACK,M,THEFT
AR0196,2025-04-10,BLACK,M,CRIMINAL TRESPASS
AR0197,2025-01-23,BLACK,M,DECEPTIVE PRACTICE
AR0198,2024-09-15,BLACK,F,MOTOR VEHICLE THEFT
AR0199,2025-07-06,BLACK,M,THEFT
AR0200,2025-10-27,BLACK,M,CRIMINAL TRESPASS
AR0201,2024-02-11,BLACK,F,KIDNAPPING
AR0202,2024-07-23,WHITE,M,CRIMINAL TRESPASS
AR0203,2024-09-01,BLACK,F,AGGRAVATED BATTERY
AR0204,2024-04-27,BLACK,M,PUBLIC PEACE VIOLATION
AR0205,2025-12-17,HISPANIC,M,RETAIL THEFT
AR0206,2024-06-20,BLACK,F,AGGRAVATED ASSAULT
AR0207,2024-04-27,HISPANIC,F,THEFT
AR0208,2024-04-20,ASIAN/PACIFIC ISLANDER,M,DISORDERLY CONDUCT
AR0209,2025-08-12,HISPANIC,M,DISORDERLY CONDUCT
AR0210,2024-07-22,HISPANIC,M,NARCOTICS
AR0211,2025-10-04,BLACK,F,THEFT
AR0212,2024-11-04,BLACK,M,FRAUD
AR0213,2024-05-03,HISPANIC,F,FRAUD
AR0214,2025-06-29,HISPANIC,M,CRIMINAL DAMAGE
AR0215,2024-03-11,BLACK,F,AGGRAVATED ASSAULT
AR0216,2024-01-13,HISPANIC,F,AGGRAVATED ASSAULT
AR0217,2025-03-19,BLACK,M,BATTERY
AR0218,2025-12-25,BLACK,F,HOMICIDE
AR0219,2025-06-18,BLACK,M,ASSAULT
AR0220,2025-07-05,HISPANIC,M,WEAPONS VIOLATION
AR0221,2025-03-22,ASIAN/PACIFIC ISLANDER,M,RETAIL THEFT
AR0222,2024-11-26,WHITE,F,WEAPONS VIOLATION
AR0223,2025-04-06,BLACK,M,DISORDERLY CONDUCT
AR0224,2025-08-06,BLACK,F,HOMICIDE
AR0225,2024-12-10,HISPANIC,F,MOTOR VEHICLE THEFT
AR0226,2024-07-05,BLACK,F,AGGRAVATED ASSAULT
AR0227,2024-09-21,HISPANIC,M,CRIMINAL DAMAGE
AR0228,2025-12-19,BLACK,M,WEAPONS VIOLATION
AR0229,2025-06-13,BLACK,F,NARCOTICS
AR0230,2025-02-20,BLACK,M,CRIMINAL TRESPASS
AR0231,2024-09-03,HISPANIC,F,FRAUD
AR0232,2025-12-29,HISPANIC,M,PUBLIC PEACE VIOLATION
AR0233,2024-01-18,HISPANIC,M,DECEPTIVE PRACTICE
AR0234,2025-02-18,BLACK,M,CRIMINAL TRESPASS
AR0235,2025-11-10,HISPANIC,M,DISORDERLY CONDUCT
AR0236,2025-07-20,HISPANIC,M,RETAIL THEFT
AR0237,2025-07-17,HISPANIC,M,NARCOTICS
