ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
CPD-2024001,2024-10-08,HISPANIC,M,THEFT
CPD-2024002,2024-04-14,BLACK,M,DISORDERLY CONDUCT
CPD-2024003,2024-03-30,HISPANIC,F,SEXUAL ASSAULT
CPD-2024004,2024-01-31,HISPANIC,M,THEFT
CPD-2024005,2025-06-01,BLACK,M,TRESPASS
CPD-2024006,2024-07-22,HISPANIC,M,LIQUOR LAW VIOLATION
CPD-2024007,2025-03-05,WHITE,F,SEXUAL ASSAULT
CPD-2024008,2024-10-11,BLACK,M,PROSTITUTION
CPD-2024009,2025-12-15,BLACK,F,BURGLARY
CPD-2024010,2024-06-08,BLACK,M,CRIMINAL DAMAGE
CPD-2024011,2024-04-14,BLACK,F,AGGRAVATED ASSAULT
CPD-2024012,2025-01-02,BLACK,M,BATTERY
CPD-2024013,2024-02-14,BLACK,F,AGGRAVATED BATTERY
CPD-2024014,2024-05-07,WHITE,M,LIQUOR LAW VIOLATION
CPD-2024015,2024-10-27,BLACK,M,LIQUOR LAW VIOLATION
CPD-2024016,2025-08-14,HISPANIC,F,AGGRAVATED ASSAULT
CPD-2024017,2024-02-16,BLACK,F,ROBBERY
CPD-2024018,2024-03-22,HISPANIC,M,CRIMINAL DAMAGE
CPD-2024019,2024-10-11,BLACK,M,ASSAULT
CPD-2024020,2024-06-15,BLACK,F,AGGRAVATED ASSAULT
CPD-2024021,2025-11-17,BLACK,M,TRESPASS
CPD-2024022,2025-09-15,BLACK,F,ROBBERY
CPD-2024023,2024-09-07,HISPANIC,M,LIQUOR LAW VIOLATION
CPD-2024024,2024-10-03,BLACK,M,ASSAULT
CPD-2024025,2024-08-12,HISPANIC,F,SEXUAL ASSAULT
CPD-2024026,2024-08-22,HISPANIC,M,THEFT
CPD-2024027,2024-10-01,BLACK,M,ASSAULT
CPD-2024028,2024-11-18,BLACK,M,PROSTITUTION
CPD-2024029,2025-02-09,BLACK,F,HOMICIDE
CPD-2024030,2024-09-28,HISPANIC,M,DISORDERLY CONDUCT
