ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
AR0001,2024-03-15,BLACK,M,BATTERY - SIMPLE
AR0002,2024-07-22,HISPANIC,F,ROBBERY - ARMED
AR0003,2024-01-10,BLACK,M,THEFT - RETAIL
AR0004,2025-05-18,BLACK,F,NARCOTICS - DELIVERY/MANUFACTURE
AR0005,2024-11-03,HISPANIC,M,CRIMINAL TRESPASS
AR0006,2025-02-27,BLACK,M,DISORDERLY CONDUCT
AR0007,2024-08-14,BLACK,F,AGGRAVATED BATTERY
AR0008,2025-09-05,HISPANIC,M,ASSAULT - SIMPLE
AR0009,2024-04-30,BLACK,M,NARCOTICS - POSSESSION - SMALL AMOUNT
AR0010,2025-01-17,WHITE,F,BURGLARY - RESIDENTIAL
AR0011,2024-06-21,BLACK,M,CRIMINAL DAMAGE TO PROPERTY
AR0012,2025-10-12,BLACK,F,THEFT - OVER $500
AR0013,2024-02-08,HISPANIC,M,DRIVING UNDER INFLUENCE
AR0014,2025-07-25,BLACK,M,RESISTING ARREST
AR0015,2024-09-19,BLACK,F,AGGRAVATED ASSAULT - DEADLY WEAPON
AR0016,2025-03-11,WHITE,M,POSSESSION OF DRUG PARAPHERNALIA
AR0017,2024-12-01,BLACK,M,THEFT - UNDER $500
AR0018,2025-06-14,HISPANIC,F,MOTOR VEHICLE THEFT
AR0019,2024-05-27,BLACK,M,PUBLIC INTOXICATION
AR0020,2025-08-03,BLACK,F,WEAPONS VIOLATION - UNLAWFUL USE
AR0021,2024-10-16,HISPANIC,M,DOMESTIC BATTERY - SIMPLE
AR0022,2025-04-29,BLACK,M,BATTERY - SIMPLE
AR0023,2024-01-30,BLACK,F,ROBBERY - STRONGARM
AR0024,2025-11-07,WHITE,M,CRIMINAL TRESPASS
AR0025,2024-07-04,BLACK,M,ASSAULT - SIMPLE
AR0026,2025-02-18,HISPANIC,F,NARCOTICS - POSSESSION WITH INTENT
AR0027,2024-11-22,BLACK,M,DISORDERLY CONDUCT
AR0028,2025-09-30,BLACK,F,AGGRAVATED BATTERY
AR0029,2024-03-07,HISPANIC,M,NARCOTICS - POSSESSION - SMALL AMOUNT
AR0030,2025-01-24,BLACK,M,RECKLESS CONDUCT
AR0031,2024-08-11,BLACK,F,BURGLARY - RESIDENTIAL
AR0032,2025-05-06,WHITE,M,CRIMINAL DAMAGE TO PROPERTY
AR0033,2024-06-28,BLACK,M,THEFT - RETAIL
AR0034,2025-12-15,HISPANIC,F,THEFT - OVER $500
AR0035,2024-02-19,BLACK,M,DRIVING UNDER INFLUENCE
AR0036,2025-07-08,BLACK,F,ROBBERY - ARMED
AR0037,2024-09-25,HISPANIC,M,RESISTING ARREST
AR0038,2025-03-22,BLACK,M,BATTERY - SIMPLE
AR0039,2024-12-10,BLACK,F,AGGRAVATED CRIMINAL SEXUAL ASSAULT
AR0040,2025-10-01,WHITE,M,POSSESSION OF DRUG PARAPHERNALIA
AR0041,2024-04-14,BLACK,M,THEFT - UNDER $500
AR0042,2025-06-27,HISPANIC,F,WEAPONS VIOLATION - UNLAWFUL USE
AR0043,2024-01-05,BLACK,M,PUBLIC INTOXICATION
AR0044,2025-08-19,BLACK,F,MOTOR VEHICLE THEFT
AR0045,2024-07-31,HISPANIC,M,DOMESTIC BATTERY - SIMPLE
AR0046,2025-02-04,BLACK,M,ASSAULT - SIMPLE
AR0047,2024-11-17,BLACK,F,NARCOTICS - DELIVERY/MANUFACTURE
AR0048,2025-04-11,WHITE,M,CRIMINAL TRESPASS
AR0049,2024-05-20,BLACK,M,DISORDERLY CONDUCT
AR0050,2025-09-14,HISPANIC,F,AGGRAVATED ASSAULT - DEADLY WEAPON
