ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2024-01-02,BLACK,M,THEFT
2,2024-01-03,WHITE,F,BATTERY
3,2024-01-04,HISPANIC,M,NARCOTICS
4,2024-01-05,BLACK,M,ASSAULT
5,2024-01-06,BLACK,F,THEFT
6,2024-01-07,WHITE,M,BURGLARY
7,2024-01-08,HISPANIC,M,THEFT
8,2024-01-09,BLACK,M,NARCOTICS
9,2024-01-10,WHITE,F,ASSAULT
10,2024-01-11,BLACK,M,BATTERY
11,2024-01-12,HISPANIC,M,THEFT
12,2024-01-13,BLACK,M,ROBBERY
13,2024-01-14,WHITE,M,NARCOTICS
14,2024-01-15,BLACK,F,THEFT
15,2024-01-16,HISPANIC,M,ASSAULT
16,2024-01-17,BLACK,M,BATTERY
17,2024-01-18,WHITE,M,THEFT
18,2024-01-19,BLACK,M,NARCOTICS
19,2024-01-20,HISPANIC,F,BATTERY
20,2024-01-21,BLACK,M,ASSAULT
21,2024-01-22,WHITE,M,THEFT
22,2024-01-23,BLACK,M,ROBBERY
23,2024-01-24,HISPANIC,M,NARCOTICS
24,2024-01-25,BLACK,F,THEFT
25,2024-01-26,WHITE,M,BATTERY
26,2024-01-27,BLACK,M,ASSAULT
27,2024-01-28,HISPANIC,M,THEFT
28,2024-01-29,BLACK,M,NARCOTICS
29,2024-01-30,WHITE,F,BATTERY
30,2024-01-31,BLACK,M,THEFT
31,2024-02-01,HISPANIC,M,ASSAULT
32,2024-02-02,BLACK,M,BURGLARY
33,2024-02-03,WHITE,M,NARCOTICS
34,2024-02-04,BLACK,F,THEFT
35,2024-02-05,HISPANIC,M,BATTERY
36,2024-02-06,BLACK,M,ASSAULT
37,2024-02-07,WHITE,M,THEFT
38,2024-02-08,BLACK,M,NARCOTICS
39,2024-02-09,HISPANIC,M,ROBBERY
40,2024-02-10,BLACK,F,BATTERY
41,2024-02-11,WHITE,M,ASSAULT
42,2024-02-12,BLACK,M,THEFT
43,2024-02-13,HISPANIC,M,NARCOTICS
44,2024-02-14,BLACK,M,BATTERY
45,2024-02-15,WHITE,F,THEFT
46,2024-02-16,BLACK,M,ASSAULT
47,2024-02-17,HISPANIC,M,THEFT
48,2024-02-18,BLACK,M,NARCOTICS
49,2024-02-19,WHITE,M,BATTERY
50,2024-02-20,BLACK,M,ASSAULT
51,2024-02-21,HISPANIC,F,THEFT
52,2024-02-22,BLACK,M,ROBBERY
53,2024-02-23,WHITE,M,NARCOTICS
54,2024-02-24,BLACK,M,THEFT
55,2024-02-25,HISPANIC,M,BATTERY
56,2024-02-26,BLACK,M,ASSAULT
57,2024-02-27,WHITE,M,THEFT
58,2024-02-28,BLACK,M,NARCOTICS
59,2024-02-29,HISPANIC,M,BATTERY
60,2024-03-01,BLACK,F,THEFT
61,2024-03-02,WHITE,M,ASSAULT
62,2024-03-03,BLACK,M,NARCOTICS
63,2024-03-04,HISPANIC,M,THEFT
64,2024-03-05,BLACK,M,BATTERY
65,2024-03-06,WHITE,M,ROBBERY
66,2024-03-07,BLACK,M,THEFT
67,2024-03-08,HISPANIC,M,ASSAULT
68,2024-03-09,BLACK,F,BATTERY
69,2024-03-10,WHITE,M,NARCOTICS
70,2024-03-11,BLACK,M,THEFT
71,2024-03-12,HISPANIC,M,ASSAULT
72,2024-03-13,BLACK,M,BATTERY
73,2024-03-14,WHITE,M,THEFT
74,2024-03-15,BLACK,M,NARCOTICS
75,2024-03-16,HISPANIC,M,BURGLARY
76,2024-03-17,BLACK,F,THEFT
77,2024-03-18,WHITE,M,BATTERY
78,2024-03-19,BLACK,M,ASSAULT
79,2024-03-20,HISPANIC,M,THEFT
80,2024-03-21,BLACK,M,NARCOTICS
81,2024-03-22,WHITE,M,BATTERY
82,2024-03-23,BLACK,M,ASSAULT
83,2024-03-24,HISPANIC,M,THEFT
84,2024-03-25,BLACK,M,ROBBERY
85,2024-03-26,WHITE,M,NARCOTICS
86,2024-03-27,BLACK,F,THEFT
87,2024-03-28,HISPANIC,M,BATTERY
88,2024-03-29,BLACK,M,ASSAULT
89,2024-03-30,WHITE,M,THEFT
90,2024-03-31,BLACK,M,NARCOTICS
91,2024-04-01,HISPANIC,M,THEFT
92,2024-04-02,BLACK,M,BATTERY
93,2024-04-03,WHITE,M,ASSAULT
94,2024-04-04,BLACK,F,THEFT
