ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2024-01-02,BLACK,M,THEFT
2,2024-01-03,HISPANIC,M,BATTERY
3,2024-01-04,WHITE,F,NARCOTICS
4,2024-01-05,BLACK,M,ASSAULT
5,2024-01-06,BLACK,M,ROBBERY
6,2024-01-07,HISPANIC,M,THEFT
7,2024-01-08,WHITE,M,DUI
8,2024-01-09,BLACK,F,THEFT
9,2024-01-10,HISPANIC,M,BATTERY
10,2024-01-11,BLACK,M,NARCOTICS
11,2024-01-12,WHITE,M,CRIMINAL DAMAGE
12,2024-01-13,BLACK,M,ASSAULT
13,2024-01-14,HISPANIC,F,THEFT
14,2024-01-15,BLACK,M,ROBBERY
15,2024-01-16,WHITE,M,NARCOTICS
16,2024-01-17,BLACK,M,BATTERY
17,2024-01-18,HISPANIC,M,ASSAULT
18,2024-01-19,BLACK,M,THEFT
19,2024-01-20,WHITE,F,DUI
20,2024-01-21,BLACK,M,NARCOTICS
21,2024-01-22,HISPANIC,M,THEFT
22,2024-01-23,BLACK,M,BATTERY
23,2024-01-24,WHITE,M,CRIMINAL DAMAGE
24,2024-01-25,BLACK,M,ROBBERY
25,2024-01-26,HISPANIC,M,NARCOTICS
26,2024-01-27,BLACK,F,THEFT
27,2024-01-28,WHITE,M,ASSAULT
28,2024-01-29,BLACK,M,BATTERY
29,2024-01-30,HISPANIC,M,THEFT
30,2024-01-31,BLACK,M,NARCOTICS
31,2024-02-01,WHITE,M,DUI
32,2024-02-02,BLACK,M,ASSAULT
33,2024-02-03,HISPANIC,F,THEFT
34,2024-02-04,BLACK,M,ROBBERY
35,2024-02-05,WHITE,M,CRIMINAL DAMAGE
36,2024-02-06,BLACK,M,BATTERY
37,2024-02-07,HISPANIC,M,NARCOTICS
38,2024-02-08,BLACK,M,THEFT
39,2024-02-09,WHITE,F,DUI
40,2024-02-10,BLACK,M,ASSAULT
41,2024-02-11,HISPANIC,M,BATTERY
42,2024-02-12,BLACK,M,THEFT
43,2024-02-13,WHITE,M,NARCOTICS
44,2024-02-14,BLACK,M,ROBBERY
45,2024-02-15,HISPANIC,M,ASSAULT
46,2024-02-16,BLACK,F,THEFT
47,2024-02-17,WHITE,M,DUI
48,2024-02-18,BLACK,M,BATTERY
49,2024-02-19,HISPANIC,M,THEFT
50,2024-02-20,BLACK,M,NARCOTICS
51,2024-02-21,WHITE,M,CRIMINAL DAMAGE
52,2024-02-22,BLACK,M,ASSAULT
53,2024-02-23,HISPANIC,M,BATTERY
54,2024-02-24,BLACK,M,THEFT
55,2024-02-25,WHITE,F,DUI
56,2024-02-26,BLACK,M,NARCOTICS
57,2024-02-27,HISPANIC,M,ROBBERY
58,2024-02-28,BLACK,M,ASSAULT
59,2024-02-29,WHITE,M,THEFT
60,2024-03-01,BLACK,M,BATTERY
61,2024-03-02,HISPANIC,F,THEFT
62,2024-03-03,BLACK,M,NARCOTICS
63,2024-03-04,WHITE,M,DUI
64,2024-03-05,BLACK,M,ROBBERY
65,2024-03-06,HISPANIC,M,ASSAULT
66,2024-03-07,BLACK,M,THEFT
67,2024-03-08,WHITE,M,CRIMINAL DAMAGE
68,2024-03-09,BLACK,M,BATTERY
69,2024-03-10,HISPANIC,M,NARCOTICS
70,2024-03-11,BLACK,F,THEFT
71,2024-03-12,WHITE,M,DUI
72,2024-03-13,BLACK,M,ASSAULT
73,2024-03-14,HISPANIC,M,BATTERY
74,2024-03-15,BLACK,M,THEFT
75,2024-03-16,WHITE,M,NARCOTICS
76,2024-03-17,BLACK,M,ROBBERY
77,2024-03-18,HISPANIC,M,THEFT
78,2024-03-19,BLACK,M,BATTERY
79,2024-03-20,WHITE,F,DUI
80,2024-03-21,BLACK,M,NARCOTICS
81,2024-03-22,HISPANIC,M,ASSAULT
82,2024-03-23,BLACK,M,THEFT
83,2024-03-24,WHITE,M,CRIMINAL DAMAGE
84,2024-03-25,BLACK,M,BATTERY
85,2024-03-26,HISPANIC,M,THEFT
86,2024-03-27,BLACK,M,NARCOTICS
87,2024-03-28,WHITE,M,DUI
88,2024-03-29,BLACK,M,ROBBERY
89,2024-03-30,HISPANIC,M,ASSAULT
90,2024-03-31,BLACK,F,THEFT
91,2024-04-01,WHITE,M,BATTERY
92,2024-04-02,BLACK,M,NARCOTICS
93,2024-04-03,HISPANIC,M,THEFT
94,2024-04-04,BLACK,M,ASSAULT
95,2024-04-05,WHITE,M,DUI
96,2024-04-06,BLACK,M,ROBBERY
97,2024-04-07,HISPANIC,F,THEFT
98,2024-04-08,BLACK,M,BATTERY
99,2024-04-09,WHITE,M,CRIMINAL DAMAGE
100,2024-04-10,BLACK,M,NARCOTICS
101,2024-04-11,HISPANIC,M,ASSAULT
102,2024-04-12,BLACK,M,THEFT
103,2024-04-13,WHITE,F,DUI
104,2024-04-14,BLACK,M,BATTERY
105,2024-04-15,HISPANIC,M,NARCOTICS
106,2024-04-16,BLACK,M,THEFT
107,2024-04-17,WHITE,M,ASSAULT
108,2024-04-18,BLACK,M,ROBBERY
109,2024-04-19,HISPANIC,M,BATTERY
110,2024-04-20,BLACK,M,THEFT
111,2024-04-21,WHITE,M,DUI
112,2024-04-22,BLACK,M,NARCOTICS
113,2024-04-23,HISPANIC,M,THEFT
114,2024-04-24,BLACK,M,ASSAULT
115,2024-04-25,WHITE,M,CRIMINAL DAMAGE
116,2024-04-26,BLACK,F,THEFT
117,2024-04-27,HISPANIC,M,BATTERY
118,2024-04-28,BLACK,M,NARCOTICS
119,2024-04-29,WHITE,M,DUI
120,2024-04-30,BLACK,M,ROBBERY
121,2025-01-02,BLACK,M,THEFT
122,2025-01-03,HISPANIC,M,BATTERY
123,2025-01-04,WHITE,M,NARCOTICS
124,2025-01-05,BLACK,M,ASSAULT
125,2025-01-06,BLACK,M,ROBBERY
126,2025-01-07,HISPANIC,M,THEFT
127,2025-01-08,WHITE,F,DUI
128,2025-01-09,BLACK,M,THEFT
129,2025-01-10,HISPANIC,M,BATTERY
130,2025-01-11,BLACK,M,NARCOTICS
131,2025-01-12,WHITE,M,CRIMINAL DAMAGE
132,2025-01-13,BLACK,M,ASSAULT
133,2025-01-14,HISPANIC,F,THEFT
134,2025-01-15,BLACK,M,ROBBERY
135,2025-01-16,WHITE,M,NARCOTICS
136,2025-01-17,BLACK,M,BATTERY
137,2025-01-18,HISPANIC,M,ASSAULT
138,2025-01-19,BLACK,M,THEFT
139,2025-01-20,WHITE,M,DUI
140,2025-01-21,BLACK,M,NARCOTICS
141,2025-01-22,HISPANIC,M,THEFT
142,2025-01-23,BLACK,M,BATTERY
143,2025-01-24,WHITE,M,CRIMINAL DAMAGE
144,2025-01-25,BLACK,M,ROBBERY
145,2025-01-26,HISPANIC,M,NARCOTICS
146,2025-01-27,BLACK,F,THEFT
147,2025-01-28,WHITE,M,ASSAULT
148,2025-01-29,BLACK,M,BATTERY
149,2025-01-30,HISPANIC,M,THEFT
150,2025-01-31,BLACK,M,NARCOTICS
151,2025-02-01,WHITE,M,DUI
152,2025-02-02,BLACK,M,ASSAULT
153,2025-02-03,HISPANIC,F,THEFT
154,2025-02-04,BLACK,M,ROBBERY
155,2025-02-05,WHITE,M,CRIMINAL DAMAGE
156,2025-02-06,BLACK,M,BATTERY
157,2025-02-07,HISPANIC,M,NARCOTICS
158,2025-02-08,BLACK,M,THEFT
159,2025-02-09,WHITE,F,DUI
160,2025-02-10,BLACK,M,ASSAULT
161,2025-02-11,HISPANIC,M,BATTERY
162,2025-02-12,BLACK,M,THEFT
163,2025-02-13,WHITE,M,NARCOTICS
164,2025-02-14,BLACK,M,ROBBERY
165,2025-02-15,HISPANIC,M,ASSAULT
