COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE
4521001,01/03/2024,08:14,BROOKLYN,M,Driver Inattention/Distraction,Sedan
4521002,01/05/2024,17:32,QUEENS,M,Unsafe Speed,SUV
4521003,01/07/2024,22:45,MANHATTAN,M,Failure to Yield Right-of-Way,Taxi
4521004,01/09/2024,06:20,BRONX,M,Following Too Closely,Sedan
4521005,01/11/2024,13:55,BROOKLYN,F,Driver Inattention/Distraction,SUV
4521006,01/13/2024,09:30,STATEN ISLAND,F,Unsafe Speed,Sedan
4521007,01/15/2024,16:45,QUEENS,M,Traffic Control Disregarded,SUV
4521008,01/17/2024,11:22,MANHATTAN,M,Driver Inattention/Distraction,Taxi
4521009,01/19/2024,19:10,BROOKLYN,M,Unsafe Lane Changing,Sedan
4521010,01/21/2024,07:35,BRONX,M,Following Too Closely,SUV
4521011,01/23/2024,14:50,BROOKLYN,F,Driver Inattention/Distraction,Sedan
4521012,01/25/2024,21:15,QUEENS,M,Unsafe Speed,Pickup Truck
4521013,01/27/2024,10:40,MANHATTAN,M,Failure to Yield Right-of-Way,Sedan
4521014,01/29/2024,18:05,BROOKLYN,M,Traffic Control Disregarded,SUV
4521015,02/01/2024,08:55,BRONX,M,Driver Inattention/Distraction,Sedan
4521016,02/03/2024,15:20,STATEN ISLAND,F,Following Too Closely,SUV
4521017,02/05/2024,22:30,BROOKLYN,M,Unsafe Speed,Sedan
4521018,02/07/2024,06:45,QUEENS,F,Driver Inattention/Distraction,SUV
4521019,02/09/2024,12:10,MANHATTAN,M,Unsafe Lane Changing,Taxi
4521020,02/11/2024,19:35,BROOKLYN,M,Failure to Yield Right-of-Way,Sedan
4521021,02/13/2024,09:00,BRONX,M,Driver Inattention/Distraction,SUV
4521022,02/15/2024,16:25,BROOKLYN,F,Traffic Control Disregarded,Sedan
4521023,02/17/2024,23:40,QUEENS,M,Unsafe Speed,SUV
4521024,02/19/2024,07:15,MANHATTAN,M,Driver Inattention/Distraction,Taxi
4521025,02/21/2024,13:50,BROOKLYN,M,Following Too Closely,Sedan
4521026,02/23/2024,20:05,BRONX,F,Unsafe Lane Changing,SUV
4521027,02/25/2024,10:30,STATEN ISLAND,M,Driver Inattention/Distraction,Sedan
4521028,02/27/2024,17:55,QUEENS,M,Failure to Yield Right-of-Way,Pickup Truck
4521029,03/01/2024,08:20,BROOKLYN,M,Traffic Control Disregarded,Sedan
4521030,03/03/2024,14:45,MANHATTAN,M,Unsafe Speed,Taxi
4521031,03/05/2024,21:10,BROOKLYN,F,Driver Inattention/Distraction,SUV
4521032,03/07/2024,06:35,QUEENS,M,Following Too Closely,Sedan
4521033,03/09/2024,12:00,BRONX,M,Unsafe Lane Changing,SUV
4521034,03/11/2024,19:25,BROOKLYN,M,Driver Inattention/Distraction,Sedan
4521035,03/13/2024,09:50,STATEN ISLAND,F,Failure to Yield Right-of-Way,SUV
4521036,03/15/2024,16:15,QUEENS,M,Unsafe Speed,Sedan
4521037,03/17/2024,22:40,MANHATTAN,M,Traffic Control Disregarded,Taxi
4521038,03/19/2024,07:05,BROOKLYN,M,Driver Inattention/Distraction,Sedan
4521039,03/21/2024,13:30,BRONX,F,Following Too Closely,SUV
4521040,03/23/2024,20:55,BROOKLYN,M,Unsafe Lane Changing,Sedan
4521041,03/25/2024,10:20,QUEENS,M,Driver Inattention/Distraction,SUV
4521042,03/27/2024,17:45,MANHATTAN,M,Unsafe Speed,Taxi
4521043,03/29/2024,08:10,BROOKLYN,F,Failure to Yield Right-of-Way,Sedan
4521044,03/31/2024,14:35,BRONX,M,Traffic Control Disregarded,SUV
4521045,04/02/2024,21:00,BROOKLYN,M,Driver Inattention/Distraction,Sedan
4521046,04/04/2024,06:25,STATEN ISLAND,M,Following Too Closely,Pickup Truck
4521047,04/06/2024,12:50,QUEENS,M,Unsafe Lane Changing,SUV
4521048,04/08/2024,19:15,MANHATTAN,M,Driver Inattention/Distraction,Taxi
4521049,04/10/2024,09:40,BROOKLYN,M,Unsafe Speed,Sedan
4521050,04/12/2024,16:05,BRONX,F,Failure to Yield Right-of-Way,SUV
