COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE
4521837,01/03/2024,08:14,BROOKLYN,M,Driver Inattention/Distraction,Sedan
4521838,01/05/2024,17:32,QUEENS,M,Unsafe Speed,SUV
4521839,01/07/2024,22:45,MANHATTAN,M,Failure to Yield Right-of-Way,Taxi
4521840,01/09/2024,06:20,BRONX,M,Following Too Closely,Sedan
4521841,01/11/2024,13:55,BROOKLYN,F,Driver Inattention/Distraction,SUV
4521842,01/13/2024,09:30,STATEN ISLAND,F,Unsafe Speed,Sedan
4521843,01/15/2024,15:10,QUEENS,M,Traffic Control Disregarded,SUV
4521844,01/17/2024,11:45,BROOKLYN,M,Driver Inattention/Distraction,Sedan
4521845,01/19/2024,19:22,MANHATTAN,M,Failure to Yield Right-of-Way,E-Scooter
4521846,01/21/2024,07:38,BRONX,M,Unsafe Speed,Sedan
4521847,01/23/2024,14:17,BROOKLYN,F,Driver Inattention/Distraction,SUV
4521848,01/25/2024,20:50,QUEENS,M,Following Too Closely,Pick-up Truck
4521849,01/27/2024,08:05,BROOKLYN,M,Traffic Control Disregarded,Sedan
4521850,01/29/2024,16:40,MANHATTAN,M,Driver Inattention/Distraction,Taxi
4521851,01/31/2024,23:15,BRONX,M,Unsafe Speed,Sedan
4521852,02/02/2024,10:28,BROOKLYN,M,Failure to Yield Right-of-Way,SUV
4521853,02/04/2024,12:55,QUEENS,F,Driver Inattention/Distraction,Sedan
4521854,02/06/2024,18:33,STATEN ISLAND,M,Following Too Closely,SUV
4521855,02/08/2024,07:12,BROOKLYN,M,Driver Inattention/Distraction,Sedan
4521856,02/10/2024,15:47,MANHATTAN,M,Traffic Control Disregarded,Taxi
4521857,02/12/2024,21:30,BRONX,F,Unsafe Speed,Sedan
4521858,02/14/2024,09:18,QUEENS,M,Driver Inattention/Distraction,SUV
4521859,02/16/2024,13:42,BROOKLYN,M,Failure to Yield Right-of-Way,Sedan
4521860,02/18/2024,17:05,MANHATTAN,M,Driver Inattention/Distraction,Taxi
4521861,02/20/2024,06:55,BROOKLYN,F,Following Too Closely,SUV
4521862,02/22/2024,22:20,QUEENS,M,Unsafe Speed,Sedan
4521863,02/24/2024,11:35,BRONX,M,Driver Inattention/Distraction,Sedan
4521864,02/26/2024,14:58,BROOKLYN,M,Traffic Control Disregarded,SUV
4521865,02/28/2024,08:45,STATEN ISLAND,F,Driver Inattention/Distraction,Sedan
4521866,03/01/2024,16:22,MANHATTAN,M,Failure to Yield Right-of-Way,E-Scooter
4521867,03/03/2024,20:10,BROOKLYN,M,Unsafe Speed,Sedan
4521868,03/05/2024,07:48,QUEENS,F,Driver Inattention/Distraction,SUV
4521869,03/07/2024,12:30,BRONX,M,Following Too Closely,Sedan
4521870,03/09/2024,18:55,BROOKLYN,M,Driver Inattention/Distraction,Sedan
4521871,03/11/2024,09:15,MANHATTAN,M,Traffic Control Disregarded,Taxi
4521872,03/13/2024,15:40,QUEENS,M,Unsafe Speed,Pick-up Truck
