COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE
4791303,07/23/2025,21:45,BROOKLYN,M,Turning Improperly,SUV
4707665,08/16/2025,23:00,MANHATTAN,M,Driver Inattention/Distraction,Sedan
4776569,05/03/2025,16:15,BROOKLYN,M,Lost Consciousness,Sedan
4724356,03/11/2024,19:00,BROOKLYN,M,Backing Unsafely,Box Truck
4715713,08/06/2025,07:00,BROOKLYN,M,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle
4774085,06/19/2025,10:30,BRONX,M,Unsafe Lane Changing,Taxi
4734814,02/09/2025,04:30,MANHATTAN,M,Driver Inattention/Distraction,Sedan
4760068,09/28/2025,18:00,QUEENS,M,Passing or Lane Usage Improper,E-Bike
4734760,05/15/2024,11:00,BROOKLYN,F,Pavement Slippery,Van
4720676,03/24/2025,17:30,MANHATTAN,M,Lost Consciousness,Sedan
4787538,07/21/2025,09:00,BROOKLYN,F,Failure to Yield Right-of-Way,Taxi
4715129,04/19/2024,23:15,STATEN ISLAND,M,Cell Phone (hands-free),SUV
4794058,12/17/2024,06:30,BROOKLYN,M,Traffic Control Disregarded,Sedan
4712097,10/11/2025,13:30,MANHATTAN,M,Unsafe Lane Changing,SUV
4783507,09/25/2024,05:45,MANHATTAN,M,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Convertible
4701267,04/24/2024,02:15,STATEN ISLAND,M,Pavement Slippery,Station Wagon/Sport Utility Vehicle
4772420,05/31/2024,13:15,STATEN ISLAND,M,Pavement Slippery,Sedan
4746898,08/03/2024,21:15,BROOKLYN,M,Pavement Slippery,Convertible
4753264,09/27/2025,23:15,QUEENS,F,Backing Unsafely,SUV
4723206,02/26/2025,00:15,QUEENS,M,Unsafe Lane Changing,Bus
4787806,09/11/2024,08:15,MANHATTAN,M,Following Too Closely,Box Truck
4705075,04/26/2025,07:15,BROOKLYN,F,Alcohol Involvement,Pick-up Truck
4740001,08/21/2024,07:00,MANHATTAN,M,Outside Car Distraction,Van
4736517,03/12/2024,08:30,BRONX,M,Outside Car Distraction,Convertible
4743404,01/29/2024,03:30,QUEENS,M,Traffic Control Disregarded,Sedan
4714208,09/02/2025,13:30,QUEENS,M,Unsafe Lane Changing,Bus
4779457,06/07/2025,03:45,BRONX,F,Passing or Lane Usage Improper,Taxi
4705817,12/26/2025,13:00,MANHATTAN,M,Illnes,SUV
4747739,03/17/2025,02:30,BROOKLYN,M,Following Too Closely,Van
4766469,11/12/2024,21:45,BROOKLYN,M,Turning Improperly,Convertible
4716683,07/15/2024,13:45,BRONX,M,Unsafe Speed,Ambulance
4774593,11/04/2024,12:00,QUEENS,M,Passing or Lane Usage Improper,Bus
4776019,09/13/2025,20:30,MANHATTAN,M,Alcohol Involvement,SUV
