ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2024-01-05,BLACK,F,BATTERY
2,2024-01-05,BLACK,M,NARCOTICS
3,2024-01-12,HISPANIC,M,THEFT
4,2024-01-18,BLACK,F,WEAPONS VIOLATION
5,2024-01-22,WHITE,M,DECEPTIVE PRACTICE
6,2024-02-01,BLACK,M,BATTERY
7,2024-02-04,HISPANIC,F,ROBBERY
8,2024-02-09,BLACK,M,ASSAULT
9,2024-02-14,BLACK,M,NARCOTICS
10,2024-02-21,WHITE,M,THEFT
11,2024-02-28,BLACK,F,BURGLARY
12,2024-03-03,HISPANIC,M,MOTOR VEHICLE THEFT
13,2024-03-07,BLACK,M,BATTERY
14,2024-03-11,BLACK,M,WEAPONS VIOLATION
15,2024-03-15,HISPANIC,M,NARCOTICS
16,2024-03-20,WHITE,F,BATTERY
17,2024-03-25,BLACK,M,THEFT
18,2024-04-02,BLACK,M,CRIMINAL TRESPASS
19,2024-04-05,HISPANIC,M,BATTERY
20,2024-04-10,BLACK,F,NARCOTICS
21,2024-04-14,BLACK,M,WEAPONS VIOLATION
22,2024-04-19,WHITE,M,ASSAULT
23,2024-04-23,HISPANIC,M,THEFT
24,2024-04-28,BLACK,M,BATTERY
25,2024-05-02,BLACK,F,ROBBERY
26,2024-05-06,HISPANIC,M,NARCOTICS
27,2024-05-10,BLACK,M,WEAPONS VIOLATION
28,2024-05-15,WHITE,M,DECEPTIVE PRACTICE
29,2024-05-20,BLACK,M,BATTERY
30,2024-05-24,BLACK,M,MOTOR VEHICLE THEFT
31,2024-05-29,HISPANIC,F,THEFT
32,2024-06-03,BLACK,M,NARCOTICS
33,2024-06-07,BLACK,M,WEAPONS VIOLATION
34,2024-06-12,WHITE,M,BATTERY
35,2024-06-16,HISPANIC,M,ASSAULT
36,2024-06-21,BLACK,F,BURGLARY
37,2024-06-25,BLACK,M,THEFT
38,2024-06-29,BLACK,M,BATTERY
39,2024-07-04,HISPANIC,M,WEAPONS VIOLATION
40,2024-07-08,WHITE,M,NARCOTICS
41,2024-07-13,BLACK,M,ROBBERY
42,2024-07-17,BLACK,F,BATTERY
43,2024-07-22,HISPANIC,M,THEFT
44,2024-07-26,BLACK,M,NARCOTICS
45,2024-07-31,BLACK,M,WEAPONS VIOLATION
46,2024-08-04,WHITE,M,ASSAULT
47,2024-08-08,HISPANIC,M,BATTERY
48,2024-08-13,BLACK,F,THEFT
49,2024-08-17,BLACK,M,BURGLARY
50,2024-08-22,BLACK,M,WEAPONS VIOLATION
51,2024-08-26,HISPANIC,M,NARCOTICS
52,2024-08-31,WHITE,M,BATTERY
53,2024-09-04,BLACK,M,MOTOR VEHICLE THEFT
54,2024-09-09,BLACK,F,ASSAULT
55,2024-09-13,HISPANIC,M,THEFT
56,2024-09-18,BLACK,M,BATTERY
57,2024-09-22,BLACK,M,WEAPONS VIOLATION
58,2024-09-27,WHITE,M,DECEPTIVE PRACTICE
59,2024-10-01,BLACK,M,NARCOTICS
60,2024-10-06,HISPANIC,F,BATTERY
61,2024-10-10,BLACK,M,ROBBERY
62,2024-10-15,BLACK,M,THEFT
63,2024-10-19,WHITE,M,NARCOTICS
64,2024-10-24,HISPANIC,M,WEAPONS VIOLATION
65,2024-10-28,BLACK,M,BATTERY
66,2024-11-02,BLACK,F,BURGLARY
67,2024-11-06,BLACK,M,THEFT
68,2024-11-11,HISPANIC,M,ASSAULT
69,2024-11-15,WHITE,M,BATTERY
70,2024-11-20,BLACK,M,WEAPONS VIOLATION
71,2024-11-24,BLACK,M,NARCOTICS
72,2024-11-29,HISPANIC,M,MOTOR VEHICLE THEFT
73,2024-12-03,BLACK,F,BATTERY
74,2024-12-08,BLACK,M,THEFT
75,2024-12-12,WHITE,M,DECEPTIVE PRACTICE
76,2024-12-17,HISPANIC,M,NARCOTICS
77,2024-12-21,BLACK,M,WEAPONS VIOLATION
78,2024-12-26,BLACK,M,BATTERY
79,2024-12-30,BLACK,M,ROBBERY
80,2025-01-04,HISPANIC,F,THEFT
81,2025-01-08,BLACK,M,NARCOTICS
82,2025-01-13,BLACK,M,BATTERY
83,2025-01-17,WHITE,M,ASSAULT
84,2025-01-22,HISPANIC,M,WEAPONS VIOLATION
85,2025-01-26,BLACK,M,BURGLARY
86,2025-01-31,BLACK,F,THEFT
87,2025-02-04,BLACK,M,BATTERY
88,2025-02-09,HISPANIC,M,NARCOTICS
89,2025-02-13,WHITE,M,BATTERY
90,2025-02-18,BLACK,M,WEAPONS VIOLATION
91,2025-02-22,BLACK,M,ROBBERY
92,2025-02-27,HISPANIC,M,THEFT
93,2025-03-03,BLACK,F,NARCOTICS
94,2025-03-08,BLACK,M,BATTERY
95,2025-03-12,WHITE,M,DECEPTIVE PRACTICE
96,2025-03-17,HISPANIC,M,WEAPONS VIOLATION
