ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2024-01-05,BLACK,F,BATTERY
2,2024-01-12,HISPANIC,M,THEFT
3,2024-01-15,WHITE,M,NARCOTICS
4,2024-01-20,BLACK,F,ROBBERY
5,2024-02-02,BLACK,F,WEAPONS VIOLATION
6,2024-02-10,HISPANIC,M,ASSAULT
7,2024-02-14,WHITE,F,NARCOTICS
8,2024-02-28,BLACK,M,THEFT
9,2024-03-05,BLACK,F,BATTERY
10,2024-03-12,HISPANIC,M,CRIMINAL TRESPASS
11,2024-03-20,BLACK,F,NARCOTICS
12,2024-03-25,WHITE,M,DECEPTIVE PRACTICE
13,2024-04-02,BLACK,M,MOTOR VEHICLE THEFT
14,2024-04-08,HISPANIC,F,BATTERY
15,2024-04-15,BLACK,F,WEAPONS VIOLATION
16,2024-04-22,WHITE,M,PUBLIC PEACE VIOLATION
17,2024-05-01,BLACK,M,ROBBERY
18,2024-05-10,HISPANIC,M,THEFT
19,2024-05-15,BLACK,F,BATTERY
20,2024-05-20,BLACK,M,NARCOTICS
21,2024-06-03,WHITE,M,ASSAULT
22,2024-06-12,BLACK,F,CRIMINAL DAMAGE
23,2024-06-18,HISPANIC,F,THEFT
24,2024-06-25,BLACK,M,BATTERY
25,2024-07-04,BLACK,F,WEAPONS VIOLATION
26,2024-07-10,HISPANIC,M,NARCOTICS
27,2024-07-15,BLACK,F,ASSAULT
28,2024-07-22,WHITE,M,THEFT
29,2024-08-05,BLACK,M,BATTERY
30,2024-08-12,HISPANIC,F,DECEPTIVE PRACTICE
31,2024-08-18,BLACK,F,ROBBERY
32,2024-08-25,BLACK,M,NARCOTICS
33,2024-09-02,WHITE,M,BATTERY
34,2024-09-10,HISPANIC,M,MOTOR VEHICLE THEFT
35,2024-09-15,BLACK,F,THEFT
36,2024-09-22,BLACK,M,WEAPONS VIOLATION
37,2024-10-01,HISPANIC,F,NARCOTICS
38,2024-10-08,BLACK,M,BATTERY
39,2024-10-15,WHITE,M,CRIMINAL TRESPASS
40,2024-10-22,BLACK,F,THEFT
41,2024-11-05,BLACK,F,ROBBERY
42,2024-11-12,HISPANIC,M,BATTERY
43,2024-11-18,BLACK,M,NARCOTICS
44,2024-11-25,WHITE,F,THEFT
45,2024-12-02,BLACK,F,WEAPONS VIOLATION
46,2024-12-10,HISPANIC,M,ASSAULT
47,2024-12-15,BLACK,M,BATTERY
48,2024-12-22,BLACK,F,NARCOTICS
49,2024-12-28,WHITE,M,DECEPTIVE PRACTICE
50,2024-12-31,BLACK,M,ROBBERY
51,2025-01-04,BLACK,F,BATTERY
52,2025-01-10,HISPANIC,M,THEFT
53,2025-01-15,BLACK,M,NARCOTICS
54,2025-01-22,WHITE,M,ASSAULT
55,2025-02-02,BLACK,F,WEAPONS VIOLATION
56,2025-02-08,BLACK,M,BATTERY
57,2025-02-15,HISPANIC,M,NARCOTICS
58,2025-02-22,WHITE,F,THEFT
59,2025-03-01,BLACK,M,ROBBERY
60,2025-03-07,BLACK,F,BATTERY
61,2025-03-14,HISPANIC,F,THEFT
62,2025-03-21,BLACK,M,NARCOTICS
63,2025-04-01,BLACK,F,WEAPONS VIOLATION
64,2025-04-05,WHITE,M,BATTERY
65,2025-04-12,HISPANIC,M,ASSAULT
66,2025-04-18,BLACK,M,THEFT
67,2025-04-25,BLACK,F,NARCOTICS
68,2025-05-02,BLACK,M,ROBBERY
69,2025-05-09,HISPANIC,M,BATTERY
70,2025-05-15,WHITE,F,DECEPTIVE PRACTICE
71,2025-05-22,BLACK,F,THEFT
72,2025-05-28,BLACK,M,WEAPONS VIOLATION
73,2025-06-02,HISPANIC,F,NARCOTICS
74,2025-06-10,BLACK,M,BATTERY
75,2025-06-15,BLACK,F,ASSAULT
76,2025-06-22,WHITE,M,THEFT
77,2025-07-04,BLACK,M,NARCOTICS
78,2025-07-10,HISPANIC,M,BATTERY
79,2025-07-18,BLACK,F,WEAPONS VIOLATION
80,2025-07-25,BLACK,M,ROBBERY
81,2025-08-01,WHITE,M,BATTERY
82,2025-08-08,HISPANIC,M,MOTOR VEHICLE THEFT
83,2025-08-15,BLACK,F,THEFT
84,2025-08-22,BLACK,M,NARCOTICS
85,2025-09-02,HISPANIC,F,BATTERY
86,2025-09-10,BLACK,F,WEAPONS VIOLATION
87,2025-09-18,BLACK,M,ASSAULT
88,2025-09-25,WHITE,M,NARCOTICS
89,2025-10-02,BLACK,M,ROBBERY
90,2025-10-10,HISPANIC,M,THEFT
91,2025-10-15,BLACK,F,BATTERY
92,2025-10-22,BLACK,M,NARCOTICS
93,2025-11-01,WHITE,F,THEFT
94,2025-11-08,BLACK,F,WEAPONS VIOLATION
95,2025-11-15,HISPANIC,M,BATTERY
96,2025-11-22,BLACK,M,ASSAULT
97,2025-12-02,BLACK,F,NARCOTICS
98,2025-12-10,WHITE,M,DECEPTIVE PRACTICE
99,2025-12-18,HISPANIC,F,THEFT
100,2025-12-25,BLACK,M,BATTERY
101,2024-01-08,BLACK,M,NARCOTICS
102,2024-01-14,HISPANIC,F,THEFT
103,2024-01-21,BLACK,F,BATTERY
104,2024-01-28,WHITE,M,ASSAULT
105,2024-02-05,BLACK,M,WEAPONS VIOLATION
106,2024-02-12,HISPANIC,M,BURGLARY
107,2024-02-19,BLACK,F,THEFT
108,2024-02-26,BLACK,M,NARCOTICS
109,2024-03-03,WHITE,F,BATTERY
110,2024-03-10,BLACK,M,ROBBERY
111,2024-03-18,HISPANIC,M,NARCOTICS
112,2024-03-24,BLACK,F,ASSAULT
113,2024-04-01,WHITE,M,DECEPTIVE PRACTICE
114,2024-04-09,BLACK,M,BATTERY
115,2024-04-16,HISPANIC,F,THEFT
116,2024-04-23,BLACK,F,WEAPONS VIOLATION
117,2024-05-02,BLACK,M,NARCOTICS
118,2024-05-11,WHITE,M,BATTERY
119,2024-05-18,HISPANIC,M,MOTOR VEHICLE THEFT
120,2024-05-25,BLACK,F,THEFT
121,2024-06-01,BLACK,M,ROBBERY
122,2024-06-08,HISPANIC,F,BATTERY
123,2024-06-15,BLACK,F,NARCOTICS
124,2024-06-22,WHITE,M,PUBLIC PEACE VIOLATION
125,2024-07-02,BLACK,M,WEAPONS VIOLATION
126,2024-07-09,HISPANIC,M,THEFT
127,2024-07-16,BLACK,F,BATTERY
128,2024-07-23,BLACK,M,NARCOTICS
129,2024-08-01,WHITE,F,THEFT
130,2024-08-08,BLACK,M,ASSAULT
131,2024-08-15,HISPANIC,M,BATTERY
132,2024-08-22,BLACK,F,ROBBERY
133,2024-09-01,BLACK,M,WEAPONS VIOLATION
134,2024-09-08,WHITE,M,NARCOTICS
135,2024-09-15,HISPANIC,F,THEFT
136,2024-09-22,BLACK,F,BATTERY
137,2024-10-01,BLACK,M,NARCOTICS
138,2024-10-10,WHITE,M,CRIMINAL TRESPASS
139,2024-10-17,HISPANIC,M,BURGLARY
140,2024-10-24,BLACK,F,THEFT
141,2024-11-02,BLACK,M,BATTERY
142,2024-11-09,HISPANIC,F,NARCOTICS
143,2024-11-16,BLACK,F,ROBBERY
144,2024-11-23,WHITE,M,ASSAULT
145,2024-12-01,BLACK,M,WEAPONS VIOLATION
146,2024-12-08,HISPANIC,M,THEFT
147,2024-12-15,BLACK,F,BATTERY
148,2024-12-22,BLACK,M,NARCOTICS
149,2024-12-29,WHITE,F,DECEPTIVE PRACTICE
150,2024-12-30,BLACK,M,MOTOR VEHICLE THEFT
151,2025-01-05,BLACK,M,WEAPONS VIOLATION
152,2025-01-12,HISPANIC,F,BATTERY
153,2025-01-19,BLACK,F,NARCOTICS
154,2025-01-26,WHITE,M,THEFT
155,2025-02-03,BLACK,M,ROBBERY
156,2025-02-10,HISPANIC,M,ASSAULT
157,2025-02-17,BLACK,F,BATTERY
158,2025-02-24,BLACK,M,NARCOTICS
159,2025-03-02,WHITE,F,THEFT
160,2025-03-09,BLACK,M,WEAPONS VIOLATION
161,2025-03-16,HISPANIC,M,BATTERY
162,2025-03-23,BLACK,F,NARCOTICS
163,2025-04-02,BLACK,M,THEFT
164,2025-04-09,WHITE,M,ASSAULT
165,2025-04-16,HISPANIC,F,BATTERY
166,2025-04-23,BLACK,F,ROBBERY
167,2025-05-01,BLACK,M,WEAPONS VIOLATION
168,2025-05-08,HISPANIC,M,NARCOTICS
169,2025-05-15,BLACK,F,THEFT
170,2025-05-22,WHITE,M,BATTERY
171,2025-06-01,BLACK,M,NARCOTICS
172,2025-06-08,HISPANIC,F,DECEPTIVE PRACTICE
173,2025-06-15,BLACK,F,BATTERY
174,2025-06-22,BLACK,M,ROBBERY
175,2025-07-02,WHITE,M,THEFT
176,2025-07-09,HISPANIC,M,WEAPONS VIOLATION
177,2025-07-16,BLACK,F,NARCOTICS
178,2025-07-23,BLACK,M,BATTERY
179,2025-08-01,WHITE,F,ASSAULT
