ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2024-01-03,BLACK,F,THEFT
2,2024-01-05,WHITE,M,BATTERY
3,2024-01-07,HISPANIC,F,NARCOTICS
4,2024-01-09,BLACK,M,ASSAULT
5,2024-01-11,WHITE,F,BURGLARY
6,2024-01-13,BLACK,M,BATTERY
7,2024-01-15,HISPANIC,M,THEFT
8,2024-01-17,BLACK,F,NARCOTICS
9,2024-01-19,WHITE,M,ROBBERY
10,2024-01-21,BLACK,M,ASSAULT
11,2024-01-23,HISPANIC,F,BATTERY
12,2024-01-25,BLACK,F,THEFT
13,2024-01-27,WHITE,M,NARCOTICS
14,2024-01-29,BLACK,M,BURGLARY
15,2024-02-01,HISPANIC,M,ASSAULT
16,2024-02-03,BLACK,F,BATTERY
17,2024-02-05,WHITE,F,THEFT
18,2024-02-07,BLACK,M,NARCOTICS
19,2024-02-09,HISPANIC,M,ROBBERY
20,2024-02-11,BLACK,F,ASSAULT
21,2024-02-13,WHITE,M,BATTERY
22,2024-02-15,BLACK,M,THEFT
23,2024-02-17,HISPANIC,F,NARCOTICS
24,2024-02-19,BLACK,F,BURGLARY
25,2024-02-21,WHITE,M,ASSAULT
26,2024-02-23,BLACK,M,BATTERY
27,2024-02-25,HISPANIC,M,THEFT
28,2024-02-27,BLACK,F,NARCOTICS
29,2024-03-01,WHITE,F,ROBBERY
30,2024-03-03,BLACK,M,ASSAULT
31,2024-03-05,HISPANIC,M,BATTERY
32,2024-03-07,BLACK,F,THEFT
33,2024-03-09,WHITE,M,NARCOTICS
34,2024-03-11,BLACK,M,BURGLARY
35,2024-03-13,HISPANIC,F,ASSAULT
36,2024-03-15,BLACK,F,BATTERY
37,2024-03-17,WHITE,M,THEFT
38,2024-03-19,BLACK,M,NARCOTICS
39,2024-03-21,HISPANIC,M,ROBBERY
40,2024-03-23,BLACK,F,ASSAULT
41,2024-03-25,WHITE,F,BATTERY
42,2024-03-27,BLACK,M,THEFT
43,2024-03-29,HISPANIC,M,NARCOTICS
44,2024-04-01,BLACK,F,BURGLARY
45,2024-04-03,WHITE,M,ASSAULT
46,2024-04-05,BLACK,M,BATTERY
47,2024-04-07,HISPANIC,F,THEFT
48,2024-04-09,BLACK,F,NARCOTICS
49,2024-04-11,WHITE,M,ROBBERY
50,2024-04-13,BLACK,M,ASSAULT
51,2024-04-15,HISPANIC,M,BATTERY
52,2024-04-17,BLACK,F,THEFT
53,2024-04-19,WHITE,F,NARCOTICS
54,2024-04-21,BLACK,M,BURGLARY
55,2024-04-23,HISPANIC,M,ASSAULT
56,2024-04-25,BLACK,F,BATTERY
57,2024-04-27,WHITE,M,THEFT
58,2024-04-29,BLACK,M,NARCOTICS
59,2024-05-01,HISPANIC,F,ROBBERY
60,2024-05-03,BLACK,F,ASSAULT
61,2024-05-05,WHITE,M,BATTERY
62,2024-05-07,BLACK,M,THEFT
63,2024-05-09,HISPANIC,M,NARCOTICS
64,2024-05-11,BLACK,F,BURGLARY
65,2024-05-13,WHITE,F,ASSAULT
66,2024-05-15,BLACK,M,BATTERY
67,2024-05-17,HISPANIC,M,THEFT
68,2024-05-19,BLACK,F,NARCOTICS
69,2024-05-21,WHITE,M,ROBBERY
70,2024-05-23,BLACK,M,ASSAULT
71,2024-05-25,HISPANIC,F,BATTERY
72,2024-05-27,BLACK,F,THEFT
73,2024-05-29,WHITE,M,NARCOTICS
74,2024-06-01,BLACK,M,BURGLARY
75,2024-06-03,HISPANIC,M,ASSAULT
76,2024-06-05,BLACK,F,BATTERY
77,2024-06-07,WHITE,F,THEFT
78,2024-06-09,BLACK,M,NARCOTICS
79,2024-06-11,HISPANIC,M,ROBBERY
80,2024-06-13,BLACK,F,ASSAULT
81,2024-06-15,WHITE,M,BATTERY
82,2024-06-17,BLACK,M,THEFT
83,2024-06-19,HISPANIC,F,NARCOTICS
84,2024-06-21,BLACK,F,BURGLARY
85,2024-06-23,WHITE,M,ASSAULT
86,2024-06-25,BLACK,M,BATTERY
87,2024-06-27,HISPANIC,M,THEFT
88,2024-06-29,BLACK,F,NARCOTICS
89,2024-07-01,WHITE,F,ROBBERY
90,2024-07-03,BLACK,M,ASSAULT
91,2024-07-05,HISPANIC,M,BATTERY
92,2024-07-07,BLACK,F,THEFT
93,2024-07-09,WHITE,M,NARCOTICS
94,2024-07-11,BLACK,M,BURGLARY
95,2024-07-13,HISPANIC,F,ASSAULT
96,2024-07-15,BLACK,F,BATTERY
97,2024-07-17,WHITE,M,THEFT
98,2024-07-19,BLACK,M,NARCOTICS
99,2024-07-21,HISPANIC,M,ROBBERY
100,2024-07-23,BLACK,F,ASSAULT
101,2024-07-25,WHITE,F,BATTERY
102,2024-07-27,BLACK,M,THEFT
103,2024-07-29,HISPANIC,M,NARCOTICS
104,2024-08-01,BLACK,F,BURGLARY
105,2024-08-03,WHITE,M,ASSAULT
106,2024-08-05,BLACK,M,BATTERY
107,2024-08-07,HISPANIC,F,THEFT
108,2024-08-09,BLACK,F,NARCOTICS
109,2024-08-11,WHITE,M,ROBBERY
110,2024-08-13,BLACK,M,ASSAULT
111,2024-08-15,HISPANIC,M,BATTERY
112,2024-08-17,BLACK,F,THEFT
113,2024-08-19,WHITE,F,NARCOTICS
114,2024-08-21,BLACK,M,BURGLARY
115,2024-08-23,HISPANIC,M,ASSAULT
116,2024-08-25,BLACK,F,BATTERY
117,2024-08-27,WHITE,M,THEFT
118,2024-08-29,BLACK,M,NARCOTICS
119,2024-09-01,HISPANIC,F,ROBBERY
120,2024-09-03,BLACK,F,ASSAULT
121,2024-09-05,WHITE,M,BATTERY
122,2024-09-07,BLACK,M,THEFT
123,2024-09-09,HISPANIC,M,NARCOTICS
124,2024-09-11,BLACK,F,BURGLARY
125,2024-09-13,WHITE,F,ASSAULT
126,2024-09-15,BLACK,M,BATTERY
127,2024-09-17,HISPANIC,M,THEFT
128,2024-09-19,BLACK,F,NARCOTICS
129,2024-09-21,WHITE,M,ROBBERY
130,2024-09-23,BLACK,M,ASSAULT
131,2024-09-25,HISPANIC,F,BATTERY
132,2024-09-27,BLACK,F,THEFT
133,2024-09-29,WHITE,M,NARCOTICS
134,2024-10-01,BLACK,M,BURGLARY
135,2024-10-03,HISPANIC,M,ASSAULT
136,2024-10-05,BLACK,F,BATTERY
137,2024-10-07,WHITE,F,THEFT
138,2024-10-09,BLACK,M,NARCOTICS
139,2024-10-11,HISPANIC,M,ROBBERY
140,2024-10-13,BLACK,F,ASSAULT
141,2024-10-15,WHITE,M,BATTERY
142,2024-10-17,BLACK,M,THEFT
143,2024-10-19,HISPANIC,F,NARCOTICS
144,2024-10-21,BLACK,F,BURGLARY
145,2024-10-23,WHITE,M,ASSAULT
146,2024-10-25,BLACK,M,BATTERY
147,2024-10-27,HISPANIC,M,THEFT
148,2024-10-29,BLACK,F,NARCOTICS
149,2024-11-01,WHITE,F,ROBBERY
150,2024-11-03,BLACK,M,ASSAULT
151,2024-11-05,HISPANIC,M,BATTERY
152,2024-11-07,BLACK,F,THEFT
153,2024-11-09,WHITE,M,NARCOTICS
154,2024-11-11,BLACK,M,BURGLARY
155,2024-11-13,HISPANIC,F,ASSAULT
156,2024-11-15,BLACK,F,BATTERY
157,2024-11-17,WHITE,M,THEFT
158,2024-11-19,BLACK,M,NARCOTICS
159,2024-11-21,HISPANIC,M,ROBBERY
160,2024-11-23,BLACK,F,ASSAULT
161,2024-11-25,WHITE,F,BATTERY
162,2024-11-27,BLACK,M,THEFT
163,2024-11-29,HISPANIC,M,NARCOTICS
164,2024-12-01,BLACK,F,BURGLARY
165,2024-12-03,WHITE,M,ASSAULT
166,2024-12-05,BLACK,M,BATTERY
167,2024-12-07,HISPANIC,F,THEFT
168,2024-12-09,BLACK,F,NARCOTICS
169,2024-12-11,WHITE,M,ROBBERY
170,2024-12-13,BLACK,M,ASSAULT
171,2024-12-15,HISPANIC,M,BATTERY
172,2024-12-17,BLACK,F,THEFT
173,2024-12-19,WHITE,F,NARCOTICS
174,2024-12-21,BLACK,M,BURGLARY
175,2024-12-23,HISPANIC,M,ASSAULT
176,2024-12-27,BLACK,F,BATTERY
177,2024-12-29,WHITE,M,THEFT
178,2025-01-02,BLACK,M,NARCOTICS
179,2025-01-04,HISPANIC,F,ROBBERY
180,2025-01-06,BLACK,F,ASSAULT
181,2025-01-08,WHITE,M,BATTERY
182,2025-01-10,BLACK,M,THEFT
183,2025-01-12,HISPANIC,M,NARCOTICS
184,2025-01-14,BLACK,F,BURGLARY
185,2025-01-16,WHITE,F,ASSAULT
186,2025-01-18,BLACK,M,BATTERY
187,2025-01-20,HISPANIC,M,THEFT
188,2025-01-22,BLACK,F,NARCOTICS
189,2025-01-24,WHITE,M,ROBBERY
190,2025-01-26,BLACK,M,ASSAULT
191,2025-01-28,HISPANIC,F,BATTERY
192,2025-01-30,BLACK,F,THEFT
193,2025-02-01,WHITE,M,NARCOTICS
194,2025-02-03,BLACK,M,BURGLARY
195,2025-02-05,HISPANIC,M,ASSAULT
196,2025-02-07,BLACK,F,BATTERY
197,2025-02-09,WHITE,F,THEFT
198,2025-02-11,BLACK,M,NARCOTICS
199,2025-02-13,HISPANIC,M,ROBBERY
200,2025-02-15,BLACK,F,ASSAULT
201,2025-02-17,WHITE,M,BATTERY
202,2025-02-19,BLACK,M,THEFT
203,2025-02-21,HISPANIC,F,NARCOTICS
204,2025-02-23,BLACK,F,BURGLARY
205,2025-02-25,WHITE,M,ASSAULT
206,2025-02-27,BLACK,M,BATTERY
207,2025-03-01,HISPANIC,M,THEFT
208,2025-03-03,BLACK,F,NARCOTICS
209,2025-03-05,WHITE,F,ROBBERY
210,2025-03-07,BLACK,M,ASSAULT
211,2025-03-09,HISPANIC,M,BATTERY
212,2025-03-11,BLACK,F,THEFT
213,2025-03-13,WHITE,M,NARCOTICS
214,2025-03-15,BLACK,M,BURGLARY
215,2025-03-17,HISPANIC,F,ASSAULT
216,2025-03-19,BLACK,F,BATTERY
217,2025-03-21,WHITE,M,THEFT
218,2025-03-23,BLACK,M,NARCOTICS
219,2025-03-25,HISPANIC,M,ROBBERY
220,2025-03-27,BLACK,F,ASSAULT
221,2025-03-29,WHITE,F,BATTERY
222,2025-04-01,BLACK,M,THEFT
223,2025-04-03,HISPANIC,M,NARCOTICS
224,2025-04-05,BLACK,F,BURGLARY
225,2025-04-07,WHITE,M,ASSAULT
226,2025-04-09,BLACK,M,BATTERY
227,2025-04-11,HISPANIC,F,THEFT
228,2025-04-13,BLACK,F,NARCOTICS
229,2025-04-15,WHITE,M,ROBBERY
230,2025-04-17,BLACK,M,ASSAULT
231,2025-04-19,HISPANIC,M,BATTERY
232,2025-04-21,BLACK,F,THEFT
233,2025-04-23,WHITE,F,NARCOTICS
234,2025-04-25,BLACK,M,BURGLARY
235,2025-04-27,HISPANIC,M,ASSAULT
236,2025-04-29,BLACK,F,BATTERY
237,2025-05-01,WHITE,M,THEFT
238,2025-05-03,BLACK,M,NARCOTICS
239,2025-05-05,HISPANIC,F,ROBBERY
240,2025-05-07,BLACK,F,ASSAULT
241,2025-05-09,WHITE,M,BATTERY
242,2025-05-11,BLACK,M,THEFT
243,2025-05-13,HISPANIC,M,NARCOTICS
244,2025-05-15,BLACK,F,BURGLARY
245,2025-05-17,WHITE,F,ASSAULT
246,2025-05-19,BLACK,M,BATTERY
247,2025-05-21,HISPANIC,M,THEFT
248,2025-05-23,BLACK,F,NARCOTICS
249,2025-05-25,WHITE,M,ROBBERY
250,2025-05-27,BLACK,M,ASSAULT
251,2025-05-29,HISPANIC,F,BATTERY
252,2025-06-01,BLACK,F,THEFT
253,2025-06-03,WHITE,M,NARCOTICS
254,2025-06-05,BLACK,M,BURGLARY
255,2025-06-07,HISPANIC,M,ASSAULT
256,2025-06-09,BLACK,F,BATTERY
257,2025-06-11,WHITE,F,THEFT
258,2025-06-13,BLACK,M,NARCOTICS
259,2025-06-15,HISPANIC,M,ROBBERY
260,2025-06-17,BLACK,F,ASSAULT
261,2025-06-19,WHITE,M,BATTERY
262,2025-06-21,BLACK,M,THEFT
263,2025-06-23,HISPANIC,F,NARCOTICS
264,2025-06-25,BLACK,F,BURGLARY
265,2025-06-27,WHITE,M,ASSAULT
266,2025-06-29,BLACK,M,BATTERY
267,2025-07-01,HISPANIC,M,THEFT
268,2025-07-03,BLACK,F,NARCOTICS
269,2025-07-05,WHITE,F,ROBBERY
270,2025-07-07,BLACK,M,ASSAULT
271,2025-07-09,HISPANIC,M,BATTERY
272,2025-07-11,BLACK,F,THEFT
273,2025-07-13,WHITE,M,NARCOTICS
274,2025-07-15,BLACK,M,BURGLARY
275,2025-07-17,HISPANIC,F,ASSAULT
276,2025-07-19,BLACK,F,BATTERY
277,2025-07-21,WHITE,M,THEFT
278,2025-07-23,BLACK,M,NARCOTICS
279,2025-07-25,HISPANIC,M,ROBBERY
280,2025-07-27,BLACK,F,ASSAULT
281,2025-07-29,WHITE,F,BATTERY
282,2025-08-01,BLACK,M,THEFT
283,2025-08-03,HISPANIC,M,NARCOTICS
284,2025-08-05,BLACK,F,BURGLARY
285,2025-08-07,WHITE,M,ASSAULT
286,2025-08-09,BLACK,M,BATTERY
287,2025-08-11,HISPANIC,F,THEFT
288,2025-08-13,BLACK,F,NARCOTICS
289,2025-08-15,WHITE,M,ROBBERY
290,2025-08-17,BLACK,M,ASSAULT
291,2025-08-19,HISPANIC,M,BATTERY
292,2025-08-21,BLACK,F,THEFT
293,2025-08-23,WHITE,F,NARCOTICS
294,2025-08-25,BLACK,M,BURGLARY
295,2025-08-27,HISPANIC,M,ASSAULT
296,2025-08-29,BLACK,F,BATTERY
297,2025-09-01,WHITE,M,THEFT
298,2025-09-03,BLACK,M,NARCOTICS
