ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
AR001,2024-01-03,BLACK,F,THEFT
AR002,2024-01-05,WHITE,M,BATTERY
AR003,2024-01-07,HISPANIC,F,NARCOTICS
AR004,2024-01-09,BLACK,M,ASSAULT
AR005,2024-01-11,WHITE,F,BURGLARY
AR006,2024-01-13,HISPANIC,M,DISORDERLY CONDUCT
AR007,2024-01-15,BLACK,F,ROBBERY
AR008,2024-01-17,ASIAN,M,THEFT
AR009,2024-01-19,WHITE,F,FRAUD
AR010,2024-01-21,BLACK,M,NARCOTICS
AR011,2024-01-23,HISPANIC,F,BATTERY
AR012,2024-01-25,WHITE,M,CRIMINAL TRESPASS
AR013,2024-01-27,BLACK,F,WEAPONS VIOLATION
AR014,2024-01-29,HISPANIC,M,THEFT
AR015,2024-01-31,BLACK,F,ASSAULT
AR016,2024-02-02,WHITE,M,NARCOTICS
AR017,2024-02-04,HISPANIC,F,BURGLARY
AR018,2024-02-06,BLACK,M,DISORDERLY CONDUCT
AR019,2024-02-08,WHITE,F,ROBBERY
AR020,2024-02-10,BLACK,M,THEFT
AR021,2024-02-12,HISPANIC,F,BATTERY
AR022,2024-02-14,WHITE,M,ASSAULT
AR023,2024-02-16,BLACK,F,NARCOTICS
AR024,2024-02-18,HISPANIC,M,CRIMINAL TRESPASS
AR025,2024-02-20,BLACK,F,FRAUD
AR026,2024-02-22,WHITE,M,WEAPONS VIOLATION
AR027,2024-02-24,HISPANIC,F,THEFT
AR028,2024-02-26,BLACK,M,BATTERY
AR029,2024-02-28,WHITE,F,NARCOTICS
AR030,2024-03-01,BLACK,M,ASSAULT
AR031,2024-03-03,HISPANIC,F,BURGLARY
AR032,2024-03-05,WHITE,M,THEFT
AR033,2024-03-07,BLACK,F,DISORDERLY CONDUCT
AR034,2024-03-09,HISPANIC,M,ROBBERY
AR035,2024-03-11,BLACK,F,NARCOTICS
AR036,2024-03-13,WHITE,M,BATTERY
AR037,2024-03-15,HISPANIC,F,ASSAULT
