COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR,VEHICLE_TYPE
1001,01/03/2024,08:15,Brooklyn,M,Driver Inattention/Distraction,Sedan
1002,01/05/2024,17:42,Queens,F,Unsafe Speed,SUV
1003,01/07/2024,22:10,Manhattan,M,Failure to Yield Right-of-Way,Taxi
1004,01/09/2024,06:30,Bronx,M,Following Too Closely,Sedan
1005,01/11/2024,14:55,Staten Island,F,Driver Inattention/Distraction,SUV
1006,01/13/2024,09:20,Brooklyn,M,Traffic Control Disregarded,Pick-up Truck
1007,01/15/2024,18:45,Queens,NaN,Unsafe Speed,Sedan
1008,01/17/2024,11:30,Manhattan,F,Failure to Yield Right-of-Way,SUV
1009,01/19/2024,23:15,Bronx,M,Driver Inattention/Distraction,Sedan
1010,01/21/2024,07:40,Brooklyn,M,Unsafe Lane Changing,Van
1011,01/23/2024,16:10,Queens,F,Driver Inattention/Distraction,Sedan
1012,01/25/2024,12:35,Manhattan,M,Failure to Yield Right-of-Way,Taxi
1013,01/27/2024,20:50,Bronx,M,Unsafe Speed,Sedan
1014,01/29/2024,08:05,Staten Island,F,Following Too Closely,SUV
1015,02/01/2024,15:25,Brooklyn,M,Driver Inattention/Distraction,Sedan
1016,02/03/2024,19:30,Queens,M,Traffic Control Disregarded,Pick-up Truck
1017,02/05/2024,07:15,Manhattan,F,Unsafe Speed,SUV
1018,02/07/2024,13:40,Bronx,M,Driver Inattention/Distraction,Sedan
1019,02/09/2024,21:55,Brooklyn,NaN,Failure to Yield Right-of-Way,Sedan
1020,02/11/2024,09:10,Queens,M,Unsafe Lane Changing,SUV
1021,02/13/2024,17:20,Manhattan,F,Driver Inattention/Distraction,Taxi
1022,02/15/2024,05:45,Bronx,M,Unsafe Speed,Sedan
1023,02/17/2024,14:30,Staten Island,M,Following Too Closely,Pick-up Truck
1024,02/19/2024,18:15,Brooklyn,F,Driver Inattention/Distraction,Sedan
1025,02/21/2024,22:40,Queens,M,Traffic Control Disregarded,SUV
1026,02/23/2024,08:55,Manhattan,M,Failure to Yield Right-of-Way,Taxi
1027,02/25/2024,11:20,Bronx,F,Driver Inattention/Distraction,Sedan
1028,02/27/2024,16:45,Brooklyn,M,Unsafe Speed,Van
