COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR,VEHICLE_TYPE
1001,01/03/2024,08:15,Brooklyn,M,Driver Inattention/Distraction,Sedan
1002,01/05/2024,17:42,Queens,F,Unsafe Speed,SUV
1003,01/07/2024,22:10,Manhattan,M,Failure to Yield Right-of-Way,Taxi
1004,01/09/2024,06:30,Bronx,M,Following Too Closely,Sedan
1005,01/11/2024,14:55,Staten Island,F,Driver Inattention/Distraction,SUV
1006,01/13/2024,09:20,Brooklyn,M,Unsafe Lane Changing,Pick-up Truck
1007,01/15/2024,19:35,Queens,NaN,Traffic Control Disregarded,Sedan
1008,01/17/2024,11:00,Manhattan,F,Driver Inattention/Distraction,Sedan
1009,01/19/2024,23:45,Bronx,M,Alcohol Involvement,Sedan
1010,01/21/2024,07:15,Brooklyn,M,Failure to Yield Right-of-Way,SUV
1011,01/23/2024,16:20,Queens,F,Driver Inattention/Distraction,Sedan
1012,01/25/2024,13:10,Manhattan,M,Unsafe Speed,Motorcycle
1013,01/27/2024,20:50,Staten Island,M,Following Too Closely,Pick-up Truck
1014,01/29/2024,08:40,Bronx,F,Driver Inattention/Distraction,Sedan
1015,02/02/2024,17:05,Brooklyn,M,Unsafe Lane Changing,SUV
1016,02/04/2024,10:30,Queens,M,Failure to Yield Right-of-Way,Sedan
1017,02/06/2024,21:15,Manhattan,F,Driver Inattention/Distraction,Taxi
1018,02/08/2024,06:55,Bronx,M,Unsafe Speed,Sedan
1019,02/10/2024,14:25,Staten Island,M,Traffic Control Disregarded,SUV
1020,02/12/2024,09:00,Brooklyn,F,Driver Inattention/Distraction,Sedan
1021,02/14/2024,18:40,Queens,M,Following Too Closely,SUV
1022,02/16/2024,12:15,Manhattan,NaN,Unsafe Lane Changing,Taxi
1023,02/18/2024,22:30,Bronx,M,Alcohol Involvement,Pick-up Truck
1024,02/20/2024,07:45,Brooklyn,F,Driver Inattention/Distraction,Sedan
1025,02/22/2024,16:00,Queens,M,Failure to Yield Right-of-Way,Sedan
1026,02/24/2024,11:20,Manhattan,M,Unsafe Speed,SUV
1027,02/26/2024,20:10,Staten Island,F,Driver Inattention/Distraction,Sedan
1028,02/28/2024,08:35,Bronx,M,Traffic Control Disregarded,Sedan
