ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2024-05-30,BLACK,M,BATTERY
2,2024-03-25,WHITE,M,NARCOTICS
3,2024-05-26,HISPANIC,M,BATTERY
4,2025-09-15,BLACK,F,THEFT
5,2025-01-15,BLACK,F,THEFT
6,2025-07-01,BLACK,F,ROBBERY
7,2024-10-11,BLACK,M,BATTERY
8,2025-11-30,HISPANIC,M,ASSAULT
9,2024-03-22,BLACK,F,ROBBERY
10,2025-05-28,HISPANIC,M,WEAPONS VIOLATION
11,2025-12-09,BLACK,M,THEFT
12,2025-06-06,WHITE,M,DOMESTIC BATTERY
13,2025-01-20,HISPANIC,M,MOTOR VEHICLE THEFT
14,2025-12-07,BLACK,F,THEFT
15,2025-04-15,BLACK,F,POSSESSION OF CONTROLLED SUBSTANCE
16,2024-04-28,BLACK,F,AGGRAVATED BATTERY
17,2025-01-30,BLACK,M,THEFT
18,2025-06-15,BLACK,M,NARCOTICS
19,2024-09-17,BLACK,M,DOMESTIC BATTERY
20,2024-09-12,BLACK,M,CRIMINAL DAMAGE
21,2024-08-13,BLACK,M,BATTERY
22,2024-02-22,BLACK,F,BATTERY
23,2025-05-14,BLACK,F,ASSAULT
24,2025-05-20,BLACK,M,ROBBERY
25,2024-12-29,BLACK,F,MOTOR VEHICLE THEFT
26,2024-10-06,HISPANIC,F,ASSAULT
27,2025-08-15,BLACK,M,ROBBERY
28,2025-12-14,BLACK,M,CRIMINAL DAMAGE
29,2024-06-06,BLACK,M,THEFT
30,2025-09-23,BLACK,M,BATTERY
31,2024-02-28,BLACK,M,WEAPONS VIOLATION
32,2025-12-27,BLACK,F,POSSESSION OF CONTROLLED SUBSTANCE
33,2024-05-07,BLACK,M,ROBBERY
34,2025-12-21,WHITE,M,BURGLARY
35,2024-04-24,WHITE,M,THEFT
36,2024-07-27,HISPANIC,M,ASSAULT
37,2025-06-09,BLACK,F,BURGLARY
38,2025-06-04,BLACK,F,BATTERY
39,2025-07-05,HISPANIC,M,NARCOTICS
40,2024-08-24,BLACK,M,ASSAULT
41,2024-10-07,BLACK,M,THEFT
42,2024-12-24,BLACK,M,NARCOTICS
43,2024-07-19,BLACK,M,BATTERY
44,2024-10-04,WHITE,M,NARCOTICS
45,2024-08-22,BLACK,M,THEFT
46,2025-05-08,HISPANIC,M,POSSESSION OF CONTROLLED SUBSTANCE
47,2024-01-04,BLACK,F,MOTOR VEHICLE THEFT
48,2025-10-27,BLACK,M,WEAPONS VIOLATION
49,2025-03-17,BLACK,M,DOMESTIC BATTERY
50,2024-01-29,BLACK,M,ROBBERY
51,2024-04-18,WHITE,M,THEFT
52,2025-09-01,HISPANIC,F,BURGLARY
53,2025-12-27,WHITE,F,MOTOR VEHICLE THEFT
54,2024-03-15,WHITE,M,CRIMINAL DAMAGE
55,2024-05-25,BLACK,M,ASSAULT
56,2024-05-07,WHITE,F,THEFT
57,2024-02-11,BLACK,M,NARCOTICS
58,2024-12-21,BLACK,M,ASSAULT
59,2024-02-10,BLACK,F,CRIMINAL TRESPASS
60,2024-02-03,BLACK,M,BURGLARY
61,2024-01-17,BLACK,M,NARCOTICS
62,2025-11-07,BLACK,F,DRIVING UNDER INFLUENCE
63,2024-06-01,HISPANIC,M,MOTOR VEHICLE THEFT
64,2025-01-12,BLACK,M,BATTERY
65,2025-08-10,BLACK,F,THEFT
66,2025-08-21,BLACK,M,BATTERY
67,2025-09-20,BLACK,F,BATTERY
68,2024-12-07,HISPANIC,F,BATTERY
69,2024-01-27,BLACK,M,BATTERY
70,2024-10-13,OTHER,M,NARCOTICS
71,2025-10-07,HISPANIC,M,BATTERY
72,2025-12-31,BLACK,M,AGGRAVATED ASSAULT
73,2024-06-16,BLACK,M,THEFT
74,2025-09-01,HISPANIC,F,BURGLARY
75,2024-09-24,HISPANIC,M,ASSAULT
76,2025-03-30,HISPANIC,M,DRIVING UNDER INFLUENCE
77,2025-11-15,HISPANIC,F,THEFT
78,2025-02-04,BLACK,M,ASSAULT
79,2025-04-20,BLACK,F,FORGERY
80,2025-12-02,BLACK,M,DISORDERLY CONDUCT
81,2025-09-25,HISPANIC,M,PUBLIC INTOXICATION
82,2025-07-11,HISPANIC,F,NARCOTICS
83,2025-07-29,BLACK,M,BATTERY
84,2024-05-09,BLACK,F,CRIMINAL TRESPASS
85,2024-12-28,BLACK,F,AGGRAVATED BATTERY
86,2025-12-05,BLACK,F,BURGLARY
87,2025-11-23,HISPANIC,M,MOTOR VEHICLE THEFT
88,2024-10-18,HISPANIC,M,NARCOTICS
89,2025-01-05,HISPANIC,F,CRIMINAL DAMAGE
90,2024-01-29,BLACK,F,BATTERY
91,2024-05-28,BLACK,F,NARCOTICS
92,2024-10-22,HISPANIC,M,ASSAULT
93,2024-01-11,HISPANIC,M,ROBBERY
94,2025-05-26,BLACK,F,BATTERY
95,2025-11-06,HISPANIC,M,THEFT
96,2024-04-22,BLACK,F,MOTOR VEHICLE THEFT
97,2024-07-05,BLACK,F,NARCOTICS
98,2024-08-14,BLACK,M,MOTOR VEHICLE THEFT
99,2024-11-05,BLACK,F,BATTERY
100,2024-04-07,BLACK,F,ROBBERY
101,2024-02-24,BLACK,M,BURGLARY
102,2025-09-14,HISPANIC,F,THEFT
103,2025-10-25,BLACK,M,NARCOTICS
104,2025-02-09,BLACK,F,BATTERY
105,2024-03-09,WHITE,M,THEFT
106,2024-11-07,BLACK,F,DRIVING UNDER INFLUENCE
107,2024-10-15,BLACK,M,NARCOTICS
108,2025-07-01,HISPANIC,M,PUBLIC INTOXICATION
109,2024-05-27,BLACK,F,BATTERY
110,2025-04-11,BLACK,M,WEAPONS VIOLATION
111,2024-08-31,BLACK,M,CRIMINAL DAMAGE
112,2025-05-05,BLACK,F,MOTOR VEHICLE THEFT
113,2025-05-21,WHITE,F,ROBBERY
114,2024-12-30,HISPANIC,M,ASSAULT
115,2025-04-26,HISPANIC,F,NARCOTICS
116,2024-07-19,HISPANIC,M,AGGRAVATED BATTERY
117,2024-06-02,HISPANIC,M,PUBLIC INTOXICATION
118,2025-03-25,BLACK,M,FORGERY
119,2025-05-15,WHITE,F,THEFT
120,2024-03-13,BLACK,F,CRIMINAL DAMAGE
121,2025-12-13,HISPANIC,F,HOMICIDE
122,2024-10-22,WHITE,F,BATTERY
123,2024-01-17,BLACK,M,THEFT
124,2025-10-02,BLACK,M,CRIMINAL DAMAGE
125,2024-08-04,BLACK,M,MOTOR VEHICLE THEFT
126,2024-03-01,BLACK,M,DISORDERLY CONDUCT
127,2025-09-07,HISPANIC,M,BATTERY
128,2024-02-11,HISPANIC,F,DOMESTIC BATTERY
129,2024-01-25,BLACK,M,BATTERY
130,2024-02-08,BLACK,M,BATTERY
131,2024-05-10,BLACK,M,BATTERY
132,2025-05-12,BLACK,F,PUBLIC INTOXICATION
133,2024-08-16,BLACK,M,CRIMINAL TRESPASS
134,2024-04-17,BLACK,M,BURGLARY
135,2024-06-20,WHITE,M,NARCOTICS
136,2025-03-10,BLACK,F,POSSESSION OF CONTROLLED SUBSTANCE
137,2025-04-22,BLACK,M,ASSAULT
138,2024-04-11,HISPANIC,F,PUBLIC INTOXICATION
139,2025-06-07,BLACK,F,ASSAULT
140,2024-10-01,WHITE,M,ASSAULT
141,2025-09-04,WHITE,M,ROBBERY
142,2024-02-13,BLACK,F,NARCOTICS
143,2024-01-17,BLACK,M,CRIMINAL DAMAGE
144,2024-11-25,BLACK,M,ROBBERY
145,2025-07-22,BLACK,F,BATTERY
