ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2024-01-01,BLACK,M,THEFT
2,2024-01-04,WHITE,M,BATTERY
3,2024-01-07,HISPANIC,M,BATTERY
4,2024-01-08,BLACK,F,THEFT
5,2024-01-12,BLACK,F,THEFT
6,2024-01-16,BLACK,F,ASSAULT
7,2024-01-20,BLACK,M,BATTERY
8,2024-01-22,HISPANIC,M,NARCOTICS
9,2024-01-26,BLACK,F,ASSAULT
10,2024-01-28,HISPANIC,M,WEAPONS VIOLATION
11,2024-01-31,BLACK,M,THEFT
12,2024-02-02,WHITE,M,MOTOR VEHICLE THEFT
13,2024-02-02,HISPANIC,M,ROBBERY
14,2024-02-02,BLACK,F,THEFT
15,2024-02-14,BLACK,F,OTHER NARCOTIC VIOLATION
16,2024-02-16,BLACK,F,PUBLIC PEACE VIOLATION
17,2024-02-18,BLACK,M,THEFT
18,2024-02-21,BLACK,M,BATTERY
19,2024-02-25,BLACK,M,CRIMINAL DAMAGE
20,2024-02-27,BLACK,M,CRIMINAL TRESPASS
21,2024-02-29,BLACK,M,BATTERY
22,2024-03-01,BLACK,F,BATTERY
23,2024-03-01,BLACK,F,NARCOTICS
24,2024-03-03,BLACK,M,ASSAULT
25,2024-03-06,BLACK,F,ROBBERY
26,2024-03-06,HISPANIC,F,NARCOTICS
27,2024-03-08,BLACK,M,ASSAULT
28,2024-03-10,BLACK,M,CRIMINAL TRESPASS
29,2024-03-11,BLACK,M,THEFT
30,2024-03-12,BLACK,M,BATTERY
31,2024-03-13,BLACK,M,WEAPONS VIOLATION
32,2024-03-13,BLACK,F,OTHER NARCOTIC VIOLATION
33,2024-03-14,BLACK,M,ASSAULT
34,2024-03-18,WHITE,M,BURGLARY
35,2024-03-21,WHITE,M,THEFT
36,2024-03-21,HISPANIC,M,ASSAULT
37,2024-03-22,BLACK,F,BURGLARY
38,2024-03-28,BLACK,F,BATTERY
39,2024-03-30,HISPANIC,M,BATTERY
40,2024-04-03,BLACK,M,NARCOTICS
41,2024-04-04,BLACK,M,THEFT
42,2024-04-05,BLACK,M,NARCOTICS
43,2024-04-05,BLACK,M,BATTERY
44,2024-04-06,WHITE,M,NARCOTICS
45,2024-04-09,BLACK,M,THEFT
46,2024-04-09,HISPANIC,M,OTHER NARCOTIC VIOLATION
47,2024-04-10,BLACK,F,BURGLARY
48,2024-04-10,BLACK,M,WEAPONS VIOLATION
49,2024-04-13,BLACK,M,MOTOR VEHICLE THEFT
50,2024-04-14,BLACK,M,ASSAULT
51,2024-04-14,WHITE,M,THEFT
52,2024-04-18,HISPANIC,F,BURGLARY
53,2024-04-21,WHITE,F,BURGLARY
54,2024-04-22,WHITE,M,CRIMINAL TRESPASS
55,2024-04-24,BLACK,M,ASSAULT
56,2024-04-24,WHITE,F,THEFT
57,2024-04-24,BLACK,M,BATTERY
58,2024-04-27,BLACK,M,NARCOTICS
59,2024-05-03,BLACK,F,ROBBERY
60,2024-05-07,BLACK,M,BURGLARY
61,2024-05-08,BLACK,M,NARCOTICS
62,2024-05-11,BLACK,F,INTIMIDATION
63,2024-05-15,HISPANIC,M,ROBBERY
64,2024-05-21,BLACK,M,BATTERY
65,2024-05-22,BLACK,F,THEFT
66,2024-05-22,BLACK,M,THEFT
67,2024-05-23,BLACK,F,BATTERY
68,2024-05-26,HISPANIC,F,THEFT
69,2024-06-05,BLACK,M,BATTERY
70,2024-06-05,OTHER,M,BATTERY
71,2024-06-08,HISPANIC,M,BATTERY
72,2024-06-10,BLACK,M,SEX OFFENSE
73,2024-06-12,BLACK,M,THEFT
74,2024-06-12,HISPANIC,F,BURGLARY
75,2024-06-14,HISPANIC,M,NARCOTICS
76,2024-06-15,HISPANIC,M,INTIMIDATION
77,2024-06-16,HISPANIC,F,THEFT
78,2024-06-18,BLACK,M,NARCOTICS
79,2024-06-19,BLACK,F,OBSTRUCT JUSTICE
80,2024-06-24,BLACK,M,DECEPTIVE PRACTICE
81,2024-07-01,HISPANIC,M,CRIMINAL DAMAGE
82,2024-07-06,HISPANIC,F,BATTERY
83,2024-07-13,BLACK,M,BATTERY
84,2024-07-13,BLACK,F,WEAPONS VIOLATION
85,2024-07-15,BLACK,F,PUBLIC PEACE VIOLATION
86,2024-07-15,BLACK,F,BURGLARY
87,2024-07-22,HISPANIC,M,BURGLARY
88,2024-07-22,HISPANIC,M,BATTERY
89,2024-07-24,HISPANIC,F,MOTOR VEHICLE THEFT
90,2024-08-02,BLACK,F,BATTERY
91,2024-08-04,BLACK,F,NARCOTICS
92,2024-08-04,HISPANIC,M,ASSAULT
93,2024-08-05,HISPANIC,M,ASSAULT
94,2024-08-06,BLACK,F,BATTERY
95,2024-08-07,HISPANIC,M,THEFT
96,2024-08-08,BLACK,F,ROBBERY
97,2024-08-11,BLACK,F,BATTERY
98,2024-08-12,BLACK,M,BURGLARY
99,2024-08-12,BLACK,F,THEFT
100,2024-08-13,BLACK,F,ASSAULT
101,2024-08-13,BLACK,M,BURGLARY
102,2024-08-16,HISPANIC,F,THEFT
103,2024-08-18,BLACK,M,NARCOTICS
104,2024-08-21,BLACK,F,THEFT
105,2024-08-22,WHITE,M,THEFT
106,2024-08-22,BLACK,F,INTIMIDATION
107,2024-08-23,BLACK,M,NARCOTICS
108,2024-08-26,HISPANIC,M,CRIMINAL DAMAGE
109,2024-08-26,BLACK,F,BATTERY
110,2024-08-30,BLACK,M,WEAPONS VIOLATION
111,2024-08-31,BLACK,M,CRIMINAL TRESPASS
112,2024-09-02,BLACK,F,ROBBERY
113,2024-09-03,WHITE,F,ASSAULT
114,2024-09-05,HISPANIC,M,NARCOTICS
115,2024-09-07,HISPANIC,F,NARCOTICS
116,2024-09-07,HISPANIC,M,PUBLIC PEACE VIOLATION
117,2024-09-09,HISPANIC,M,CRIMINAL DAMAGE
118,2024-09-10,BLACK,M,OBSTRUCT JUSTICE
119,2024-09-11,WHITE,F,THEFT
120,2024-09-12,BLACK,F,CRIMINAL TRESPASS
121,2024-09-14,HISPANIC,F,INTERFERE WITH PUBLIC OFFICER
122,2024-09-26,WHITE,F,BATTERY
123,2024-09-26,BLACK,M,THEFT
124,2024-09-27,BLACK,M,CRIMINAL TRESPASS
125,2024-09-28,BLACK,M,BURGLARY
126,2024-09-28,BLACK,M,DECEPTIVE PRACTICE
127,2024-09-30,HISPANIC,M,THEFT
128,2024-09-30,HISPANIC,F,MOTOR VEHICLE THEFT
129,2024-10-01,BLACK,M,BATTERY
130,2024-10-03,BLACK,M,THEFT
131,2024-10-08,BLACK,M,THEFT
132,2024-10-11,BLACK,F,CRIMINAL DAMAGE
133,2024-10-11,BLACK,M,WEAPONS VIOLATION
134,2024-10-11,BLACK,M,BURGLARY
135,2024-10-12,WHITE,M,NARCOTICS
136,2024-10-12,BLACK,F,OTHER NARCOTIC VIOLATION
137,2024-10-23,BLACK,M,NARCOTICS
