COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE
1000001,2024-01-03,08:15,BROOKLYN,M,Driver Inattention/Distraction,Sedan
1000002,2024-01-05,17:42,BROOKLYN,M,Unsafe Speed,SUV
1000003,2024-01-07,12:30,BROOKLYN,F,Failure to Yield Right-of-Way,Sedan
1000004,2024-01-09,21:10,BROOKLYN,M,Following Too Closely,Pickup
1000005,2024-01-12,09:05,BROOKLYN,M,Driver Inattention/Distraction,Sedan
1000006,2024-01-14,14:50,BROOKLYN,M,Unsafe Lane Changing,SUV
1000007,2024-01-16,18:25,BROOKLYN,F,Traffic Control Disregarded,Sedan
1000008,2024-01-18,22:11,BROOKLYN,M,Alcohol Involvement,SUV
1000009,2024-01-20,07:33,BROOKLYN,M,Driver Inattention/Distraction,Van
1000010,2024-01-22,16:18,BROOKLYN,M,Unsafe Speed,Sedan
1000011,2024-01-24,11:47,BROOKLYN,F,Following Too Closely,SUV
1000012,2024-01-26,20:02,BROOKLYN,M,Driver Inattention/Distraction,E-Scooter
1000013,2024-01-28,13:55,BROOKLYN,M,Failure to Yield Right-of-Way,Sedan
1000014,2024-01-30,19:40,BROOKLYN,M,Unsafe Speed,SUV
1000015,2024-02-01,06:28,BROOKLYN,F,Driver Inattention/Distraction,Sedan
1000016,2024-02-03,15:12,BROOKLYN,M,Following Too Closely,Pickup
1000017,2024-02-05,10:21,BROOKLYN,M,Traffic Control Disregarded,Sedan
1000018,2024-02-07,23:59,BROOKLYN,M,Unsafe Lane Changing,SUV
1000019,2024-02-09,08:43,BROOKLYN,F,Driver Inattention/Distraction,Van
1000020,2024-02-11,17:27,BROOKLYN,M,Unsafe Speed,Sedan
1000021,2024-02-13,12:14,BROOKLYN,M,Failure to Yield Right-of-Way,SUV
1000022,2024-02-15,21:36,BROOKLYN,M,Following Too Closely,Sedan
1000023,2024-02-17,09:18,BROOKLYN,F,Driver Inattention/Distraction,SUV
1000024,2024-02-19,18:44,BROOKLYN,M,Unsafe Speed,Sedan
1000025,2024-02-21,14:09,BROOKLYN,M,Traffic Control Disregarded,Pickup
1000026,2024-02-23,20:30,BROOKLYN,M,Driver Inattention/Distraction,SUV
1000027,2024-02-25,07:56,BROOKLYN,F,Failure to Yield Right-of-Way,Sedan
1000028,2024-02-27,16:02,BROOKLYN,M,Unsafe Speed,SUV
1000029,2024-03-01,11:23,BROOKLYN,M,Following Too Closely,Van
1000030,2024-03-03,22:45,BROOKLYN,M,Driver Inattention/Distraction,Sedan
1000031,2024-03-05,08:37,BROOKLYN,F,Unsafe Lane Changing,SUV
1000032,2024-03-07,19:11,BROOKLYN,M,Traffic Control Disregarded,Sedan
1000033,2024-03-09,13:58,BROOKLYN,M,Driver Inattention/Distraction,SUV
1000034,2024-03-11,17:50,BROOKLYN,M,Unsafe Speed,Sedan
1000035,2024-03-13,10:44,BROOKLYN,F,Following Too Closely,SUV
1000036,2024-03-15,21:09,BROOKLYN,M,Driver Inattention/Distraction,E-Scooter
1000037,2024-03-17,06:33,BROOKLYN,M,Failure to Yield Right-of-Way,Sedan
1000038,2024-03-19,15:26,BROOKLYN,M,Unsafe Speed,SUV
1000039,2024-03-21,12:19,BROOKLYN,F,Driver Inattention/Distraction,Van
1000040,2024-03-23,18:41,BROOKLYN,M,Following Too Closely,Sedan
1000041,2024-03-25,09:12,BROOKLYN,M,Unsafe Speed,SUV
1000042,2024-03-27,20:33,BROOKLYN,M,Driver Inattention/Distraction,Sedan
1000043,2024-03-29,14:17,BROOKLYN,F,Failure to Yield Right-of-Way,Sedan
1000044,2024-03-31,23:05,BROOKLYN,M,Following Too Closely,Pickup
1000045,2024-04-02,07:48,BROOKLYN,M,Driver Inattention/Distraction,SUV
1000046,2024-04-04,16:22,BROOKLYN,M,Unsafe Lane Changing,Sedan
1000047,2024-04-06,11:39,BROOKLYN,F,Traffic Control Disregarded,SUV
1000048,2024-04-08,19:57,BROOKLYN,M,Unsafe Speed,Sedan
1000049,2024-04-10,13:11,BROOKLYN,M,Driver Inattention/Distraction,Van
1000050,2024-04-12,22:26,BROOKLYN,M,Following Too Closely,SUV
1000051,2024-04-14,08:05,BROOKLYN,F,Driver Inattention/Distraction,Sedan
1000052,2024-04-16,17:43,BROOKLYN,M,Unsafe Speed,Pickup
1000053,2024-04-18,12:58,BROOKLYN,M,Failure to Yield Right-of-Way,SUV
1000054,2024-04-20,21:34,BROOKLYN,M,Driver Inattention/Distraction,Sedan
1000055,2024-04-22,10:21,BROOKLYN,F,Following Too Closely,SUV
1000056,2024-04-24,18:49,BROOKLYN,M,Unsafe Speed,Sedan
1000057,2024-04-26,14:36,BROOKLYN,M,Traffic Control Disregarded,Van
1000058,2024-04-28,23:10,BROOKLYN,M,Driver Inattention/Distraction,SUV
1000059,2024-04-30,09:55,BROOKLYN,F,Failure to Yield Right-of-Way,Sedan
1000060,2024-05-02,16:08,BROOKLYN,M,Unsafe Speed,SUV
1000061,2024-05-04,11:27,QUEENS,M,Driver Inattention/Distraction,Sedan
1000062,2024-05-06,20:41,QUEENS,M,Unsafe Speed,SUV
1000063,2024-05-08,13:16,QUEENS,F,Failure to Yield Right-of-Way,Sedan
1000064,2024-05-10,22:52,QUEENS,M,Following Too Closely,Pickup
1000065,2024-05-12,07:39,QUEENS,M,Driver Inattention/Distraction,SUV
1000066,2024-05-14,15:24,QUEENS,M,Unsafe Lane Changing,Sedan
1000067,2024-05-16,10:48,QUEENS,F,Traffic Control Disregarded,SUV
1000068,2024-05-18,18:33,QUEENS,M,Unsafe Speed,Sedan
1000069,2024-05-20,12:07,QUEENS,M,Driver Inattention/Distraction,Van
1000070,2024-05-22,21:19,QUEENS,M,Following Too Closely,SUV
1000071,2024-05-24,08:14,QUEENS,F,Driver Inattention/Distraction,Sedan
1000072,2024-05-26,17:56,QUEENS,M,Unsafe Speed,Pickup
1000073,2024-05-28,13:44,QUEENS,M,Failure to Yield Right-of-Way,SUV
1000074,2024-05-30,22:03,QUEENS,M,Driver Inattention/Distraction,Sedan
1000075,2024-06-01,09:29,QUEENS,F,Following Too Closely,SUV
1000076,2024-06-03,16:11,QUEENS,M,Unsafe Speed,Sedan
1000077,2024-06-05,11:52,QUEENS,M,Traffic Control Disregarded,Van
1000078,2024-06-07,20:27,QUEENS,M,Driver Inattention/Distraction,SUV
1000079,2024-06-09,14:18,QUEENS,F,Failure to Yield Right-of-Way,Sedan
1000080,2024-06-11,23:36,QUEENS,M,Unsafe Speed,SUV
1000081,2024-06-13,07:58,QUEENS,M,Driver Inattention/Distraction,Pickup
1000082,2024-06-15,18:05,QUEENS,M,Following Too Closely,Sedan
1000083,2024-06-17,12:46,QUEENS,F,Driver Inattention/Distraction,SUV
1000084,2024-06-19,21:30,QUEENS,M,Unsafe Speed,Sedan
1000085,2024-06-21,10:22,QUEENS,M,Traffic Control Disregarded,Van
1000086,2024-06-23,17:41,QUEENS,M,Driver Inattention/Distraction,SUV
1000087,2024-06-25,13:59,QUEENS,F,Failure to Yield Right-of-Way,Sedan
1000088,2024-06-27,22:14,QUEENS,M,Unsafe Speed,SUV
1000089,2024-06-29,08:33,QUEENS,M,Following Too Closely,Pickup
1000090,2024-07-01,19:08,QUEENS,M,Driver Inattention/Distraction,Sedan
1000091,2024-07-03,14:27,MANHATTAN,M,Unsafe Speed,SUV
