COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE
1,2024-01-03,08:15,BROOKLYN,M,Driver Inattention/Distraction,Sedan
2,2024-01-07,17:42,QUEENS,M,Unsafe Speed,SUV
3,2024-02-12,12:30,MANHATTAN,M,Fatigued/Drowsy Driver,Taxi
4,2024-02-15,22:05,BRONX,M,Failure to Yield Right-of-Way,Sedan
5,2024-03-02,14:18,BROOKLYN,F,Following Too Closely,SUV
6,2024-03-05,19:45,STATEN ISLAND,F,Driver Inattention/Distraction,Pickup Truck
7,2024-03-11,09:50,QUEENS,M,Unsafe Lane Changing,Sedan
8,2024-03-18,23:12,MANHATTAN,M,Failure to Yield Right-of-Way,SUV
9,2024-03-22,06:35,BRONX,M,Backing Unsafely,Box Truck
10,2024-03-29,15:20,BROOKLYN,M,Driver Inattention/Distraction,E-Scooter
11,2024-04-03,11:05,QUEENS,F,Unsafe Speed,Sedan
12,2024-04-08,18:30,MANHATTAN,M,Driver Inattention/Distraction,Motorcycle
13,2024-04-12,07:50,BRONX,M,Failure to Yield Right-of-Way,SUV
14,2024-04-17,13:15,BROOKLYN,M,Unsafe Speed,Sedan
15,2024-04-21,20:45,STATEN ISLAND,M,Following Too Closely,SUV
16,2024-04-25,09:40,QUEENS,M,Driver Inattention/Distraction,Pickup Truck
17,2024-05-02,16:05,MANHATTAN,M,Unsafe Lane Changing,Taxi
18,2024-05-09,12:30,BRONX,F,Backing Unsafely,Sedan
19,2024-05-14,21:15,BROOKLYN,M,Driver Inattention/Distraction,SUV
20,2024-05-19,08:50,QUEENS,M,Unsafe Speed,Sedan
21,2024-05-23,19:05,MANHATTAN,M,Failure to Yield Right-of-Way,Taxi
22,2024-05-28,07:20,BRONX,M,Driver Inattention/Distraction,E-Scooter
23,2024-06-03,13:45,BROOKLYN,F,Following Too Closely,SUV
24,2024-06-08,18:30,STATEN ISLAND,F,Unsafe Lane Changing,Pickup Truck
25,2024-06-12,09:10,QUEENS,M,Driver Inattention/Distraction,Sedan
26,2024-06-18,22:50,MANHATTAN,M,Unsafe Speed,Taxi
27,2024-06-23,11:35,BRONX,M,Backing Unsafely,SUV
28,2024-06-27,14:05,BROOKLYN,M,Driver Inattention/Distraction,Sedan
29,2024-07-02,17:20,QUEENS,M,Following Too Closely,SUV
30,2024-07-08,08:40,MANHATTAN,M,Unsafe Lane Changing,Taxi
31,2024-07-13,12:10,BRONX,M,Driver Inattention/Distraction,Sedan
32,2024-07-18,20:45,BROOKLYN,M,Unsafe Speed,Pickup Truck
33,2024-07-23,09:25,STATEN ISLAND,M,Failure to Yield Right-of-Way,SUV
34,2024-07-28,15:05,QUEENS,M,Driver Inattention/Distraction,Sedan
35,2024-08-02,18:30,MANHATTAN,M,Following Too Closely,Taxi
36,2024-08-07,07:55,BRONX,F,Unsafe Lane Changing,SUV
37,2024-08-12,13:15,BROOKLYN,M,Driver Inattention/Distraction,Sedan
38,2024-08-17,19:45,QUEENS,M,Unsafe Speed,Pickup Truck
39,2024-08-22,08:50,MANHATTAN,M,Driver Inattention/Distraction,Taxi
40,2024-08-27,14:30,BRONX,M,Failure to Yield Right-of-Way,SUV
41,2024-09-02,10:05,BROOKLYN,M,Following Too Closely,Sedan
42,2024-09-07,17:25,STATEN ISLAND,F,Unsafe Speed,Pickup Truck
