COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE
1,2024-01-03,08:15,BRONX,M,Driver Inattention/Distraction,Sedan
2,2024-01-05,17:42,BROOKLYN,F,Failure to Yield Right-of-Way,SUV
3,2024-01-06,12:30,QUEENS,M,Unsafe Speed,Motorcycle
4,2024-01-07,09:05,MANHATTAN,M,Following Too Closely,Taxi
5,2024-01-08,23:20,STATEN ISLAND,F,Driver Inattention/Distraction,Sedan
6,2024-01-09,14:50,BROOKLYN,M,Failure to Yield Right-of-Way,SUV
7,2024-01-11,20:12,QUEENS,F,Unsafe Speed,Sedan
8,2024-01-12,07:30,MANHATTAN,M,Driver Inattention/Distraction,E-Scooter
9,2024-01-13,18:40,BRONX,M,Improper Turning/No Signal,Pickup Truck
10,2024-01-14,16:05,BROOKLYN,M,Following Too Closely,SUV
11,2024-01-15,11:22,QUEENS,M,Driver Inattention/Distraction,Sedan
12,2024-01-16,08:55,MANHATTAN,M,Failure to Yield Right-of-Way,Taxi
13,2024-01-17,13:47,BROOKLYN,F,Unsafe Speed,SUV
14,2024-01-18,19:30,BRONX,M,Driver Inattention/Distraction,Motorcycle
15,2024-01-19,22:15,STATEN ISLAND,M,Following Too Closely,Pickup Truck
16,2024-01-20,09:05,QUEENS,M,Improper Turning/No Signal,Sedan
17,2024-01-21,15:20,MANHATTAN,M,Driver Inattention/Distraction,SUV
18,2024-01-22,17:35,BROOKLYN,M,Failure to Yield Right-of-Way,Sedan
19,2024-01-23,12:50,QUEENS,F,Driver Inattention/Distraction,Motorcycle
20,2024-01-24,21:10,BRONX,M,Unsafe Speed,SUV
21,2024-01-25,07:45,MANHATTAN,M,Following Too Closely,Taxi
22,2024-01-26,14:30,BROOKLYN,M,Driver Inattention/Distraction,Sedan
23,2024-01-27,18:05,QUEENS,M,Failure to Yield Right-of-Way,SUV
