COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR,VEHICLE_TYPE
1000000001,2024-01-03,07:14,Brooklyn,M,Driver Inattention/Distraction,Sedan
1000000002,2024-01-05,18:22,Brooklyn,F,Unsafe Speed,SUV
1000000003,2024-01-07,13:05,Brooklyn,M,Following Too Closely,Pick-up Truck
1000000004,2024-01-09,22:41,Brooklyn,NaN,Failure to Yield Right-of-Way,Sedan
1000000005,2024-01-12,08:33,Brooklyn,M,Driver Inattention/Distraction,SUV
1000000006,2024-01-14,16:27,Brooklyn,F,Unsafe Speed,Sedan
1000000007,2024-01-18,11:45,Brooklyn,M,Backing Unsafely,Van
1000000008,2024-01-20,20:19,Brooklyn,M,Traffic Control Disregarded,SUV
1000000009,2024-01-22,06:51,Brooklyn,F,Driver Inattention/Distraction,Sedan
1000000010,2024-01-25,15:38,Brooklyn,M,Following Too Closely,SUV
1000000011,2024-01-28,23:02,Brooklyn,NaN,Unsafe Lane Changing,Pick-up Truck
1000000012,2024-02-02,09:16,Brooklyn,M,Failure to Yield Right-of-Way,Sedan
1000000013,2024-02-04,17:49,Brooklyn,F,Driver Inattention/Distraction,SUV
1000000014,2024-02-07,12:31,Brooklyn,M,Unsafe Speed,Sedan
1000000015,2024-02-10,21:07,Brooklyn,M,Following Too Closely,SUV
1000000016,2024-02-13,07:52,Brooklyn,F,Backing Unsafely,Van
1000000017,2024-02-15,18:13,Brooklyn,M,Driver Inattention/Distraction,Sedan
1000000018,2024-02-18,14:44,Brooklyn,NaN,Unsafe Lane Changing,SUV
1000000019,2024-02-20,10:29,Brooklyn,F,Failure to Yield Right-of-Way,Sedan
1000000020,2024-02-24,23:55,Brooklyn,M,Traffic Control Disregarded,Taxi
1000000021,2024-03-01,06:43,Brooklyn,M,Driver Inattention/Distraction,SUV
1000000022,2024-03-03,16:21,Brooklyn,F,Unsafe Speed,Sedan
1000000023,2024-03-05,19:17,Brooklyn,M,Following Too Closely,Pick-up Truck
1000000024,2024-03-07,11:36,Brooklyn,NaN,Failure to Yield Right-of-Way,Sedan
1000000025,2024-03-10,08:11,Brooklyn,M,Driver Inattention/Distraction,SUV
1000000026,2024-03-13,17:02,Brooklyn,F,Unsafe Lane Changing,Sedan
1000000027,2024-03-16,21:44,Brooklyn,M,Backing Unsafely,Van
1000000028,2024-03-18,14:08,Brooklyn,M,Driver Inattention/Distraction,SUV
1000000029,2024-03-20,07:19,Brooklyn,F,Following Too Closely,Sedan
1000000030,2024-03-23,22:28,Brooklyn,M,Traffic Control Disregarded,SUV
1000000031,2024-04-01,09:34,Brooklyn,NaN,Failure to Yield Right-of-Way,Sedan
1000000032,2024-04-04,18:41,Brooklyn,M,Driver Inattention/Distraction,SUV
1000000033,2024-04-06,13:53,Brooklyn,F,Unsafe Speed,Sedan
1000000034,2024-04-09,20:07,Brooklyn,M,Following Too Closely,Pick-up Truck
1000000035,2024-04-12,06:29,Brooklyn,M,Backing Unsafely,Van
1000000036,2024-04-15,17:55,Brooklyn,F,Driver Inattention/Distraction,SUV
1000000037,2024-04-18,11:26,Brooklyn,M,Unsafe Lane Changing,Sedan
1000000038,2024-04-21,23:14,Brooklyn,NaN,Failure to Yield Right-of-Way,SUV
1000000039,2024-04-24,08:47,Brooklyn,M,Driver Inattention/Distraction,Sedan
1000000040,2024-04-27,19:33,Brooklyn,F,Unsafe Speed,SUV
1000000041,2024-05-02,15:41,Brooklyn,M,Following Too Closely,Sedan
1000000042,2024-05-04,07:22,Brooklyn,M,Driver Inattention/Distraction,SUV
1000000043,2024-05-07,18:59,Brooklyn,F,Failure to Yield Right-of-Way,Sedan
1000000044,2024-05-10,12:46,Brooklyn,M,Unsafe Lane Changing,Pick-up Truck
1000000045,2024-05-13,21:18,Brooklyn,NaN,Traffic Control Disregarded,SUV
1000000046,2024-05-16,09:09,Brooklyn,M,Driver Inattention/Distraction,Sedan
1000000047,2024-05-18,17:51,Brooklyn,F,Unsafe Speed,SUV
1000000048,2024-05-21,14:33,Brooklyn,M,Following Too Closely,Sedan
1000000049,2024-05-24,23:12,Brooklyn,M,Backing Unsafely,Van
1000000050,2024-05-28,08:58,Brooklyn,F,Driver Inattention/Distraction,SUV
1000000051,2024-06-01,16:07,Brooklyn,M,Unsafe Lane Changing,Sedan
1000000052,2024-06-03,20:39,Brooklyn,NaN,Failure to Yield Right-of-Way,SUV
1000000053,2024-06-05,11:52,Brooklyn,M,Driver Inattention/Distraction,Sedan
1000000054,2024-06-08,07:16,Brooklyn,F,Unsafe Speed,SUV
1000000055,2024-06-11,19:48,Brooklyn,M,Following Too Closely,Sedan
1000000056,2024-06-14,13:37,Brooklyn,M,Backing Unsafely,Van
1000000057,2024-06-17,22:05,Brooklyn,F,Driver Inattention/Distraction,SUV
1000000058,2024-06-20,09:24,Brooklyn,M,Traffic Control Disregarded,Sedan
1000000059,2024-06-23,17:11,Brooklyn,NaN,Unsafe Lane Changing,SUV
1000000060,2024-06-26,12:58,Brooklyn,M,Failure to Yield Right-of-Way,Sedan
1000000061,2024-07-02,08:40,Queens,M,Driver Inattention/Distraction,SUV
1000000062,2024-07-05,18:17,Queens,F,Unsafe Speed,Sedan
1000000063,2024-07-07,21:04,Queens,M,Following Too Closely,Pick-up Truck
1000000064,2024-07-10,14:36,Queens,NaN,Failure to Yield Right-of-Way,Sedan
1000000065,2024-07-13,07:59,Queens,M,Driver Inattention/Distraction,SUV
1000000066,2024-07-16,16:12,Queens,F,Unsafe Lane Changing,Sedan
1000000067,2024-07-18,23:41,Queens,M,Backing Unsafely,Van
1000000068,2024-07-21,11:27,Queens,M,Driver Inattention/Distraction,SUV
1000000069,2024-07-24,19:08,Queens,F,Unsafe Speed,Sedan
1000000070,2024-07-27,06:54,Queens,M,Following Too Closely,SUV
1000000071,2024-08-01,15:21,Queens,NaN,Traffic Control Disregarded,Sedan
1000000072,2024-08-04,20:33,Queens,M,Driver Inattention/Distraction,SUV
1000000073,2024-08-06,12:45,Queens,F,Failure to Yield Right-of-Way,Sedan
1000000074,2024-08-09,07:37,Queens,M,Unsafe Speed,SUV
1000000075,2024-08-12,18:52,Queens,M,Following Too Closely,Pick-up Truck
1000000076,2024-08-15,09:11,Queens,F,Driver Inattention/Distraction,Sedan
1000000077,2024-08-18,22:09,Queens,M,Unsafe Lane Changing,SUV
1000000078,2024-08-20,13:42,Queens,NaN,Failure to Yield Right-of-Way,Sedan
1000000079,2024-08-23,17:31,Queens,M,Backing Unsafely,Van
1000000080,2024-08-26,08:05,Queens,F,Driver Inattention/Distraction,SUV
1000000081,2024-09-02,19:44,Queens,M,Unsafe Speed,Sedan
1000000082,2024-09-05,14:16,Queens,M,Following Too Closely,SUV
1000000083,2024-09-07,06:49,Queens,F,Driver Inattention/Distraction,Sedan
1000000084,2024-09-10,21:37,Queens,NaN,Traffic Control Disregarded,SUV
1000000085,2024-09-13,10:28,Queens,M,Failure to Yield Right-of-Way,Sedan
1000000086,2024-09-16,17:53,Queens,F,Unsafe Lane Changing,SUV
1000000087,2024-09-19,12:19,Queens,M,Driver Inattention/Distraction,Sedan
1000000088,2024-09-22,23:06,Queens,M,Unsafe Speed,SUV
1000000089,2024-09-25,08:31,Queens,F,Following Too Closely,Sedan
1000000090,2024-09-28,16:48,Queens,M,Backing Unsafely,Van
1000000091,2024-10-02,07:33,Queens,NaN,Driver Inattention/Distraction,SUV
1000000092,2024-10-05,18:26,Queens,M,Unsafe Speed,Sedan
1000000093,2024-10-08,13:11,Queens,F,Following Too Closely,SUV
1000000094,2024-10-11,21:59,Queens,M,Failure to Yield Right-of-Way,Sedan
1000000095,2024-10-14,09:44,Queens,M,Driver Inattention/Distraction,SUV
1000000096,2024-10-17,16:23,Queens,F,Unsafe Lane Changing,Sedan
1000000097,2024-10-20,12:56,Queens,M,Traffic Control Disregarded,SUV
1000000098,2024-10-23,23:15,Queens,NaN,Driver Inattention/Distraction,Sedan
1000000099,2024-10-26,08:02,Queens,M,Unsafe Speed,SUV
1000000100,2024-10-29,19:21,Queens,F,Following Too Closely,Sedan
1000000101,2024-11-02,14:47,Manhattan,M,Driver Inattention/Distraction,Taxi
1000000102,2024-11-04,09:18,Manhattan,F,Unsafe Speed,Sedan
1000000103,2024-11-06,18:36,Manhattan,M,Failure to Yield Right-of-Way,SUV
1000000104,2024-11-09,21:42,Manhattan,NaN,Traffic Control Disregarded,Taxi
1000000105,2024-11-12,07:55,Manhattan,M,Driver Inattention/Distraction,Sedan
1000000106,2024-11-15,16:10,Manhattan,F,Unsafe Lane Changing,SUV
1000000107,2024-11-18,12:44,Manhattan,M,Following Too Closely,Sedan
1000000108,2024-11-21,23:09,Manhattan,M,Driver Inattention/Distraction,Taxi
1000000109,2024-11-24,08:17,Manhattan,F,Unsafe Speed,SUV
1000000110,2024-11-27,19:50,Manhattan,M,Failure to Yield Right-of-Way,Sedan
1000000111,2024-12-01,13:29,Manhattan,NaN,Driver Inattention/Distraction,Taxi
1000000112,2024-12-04,09:51,Manhattan,M,Unsafe Lane Changing,Sedan
1000000113,2024-12-07,18:22,Manhattan,F,Following Too Closely,SUV
1000000114,2024-12-10,22:14,Manhattan,M,Traffic Control Disregarded,Taxi
1000000115,2024-12-13,07:40,Manhattan,M,Driver Inattention/Distraction,Sedan
1000000116,2024-12-16,16:59,Manhattan,F,Unsafe Speed,SUV
1000000117,2024-12-19,11:32,Manhattan,M,Failure to Yield Right-of-Way,Sedan
1000000118,2024-12-22,23:47,Manhattan,NaN,Driver Inattention/Distraction,Taxi
1000000119,2024-12-26,08:13,Manhattan,M,Unsafe Lane Changing,Sedan
1000000120,2024-12-29,17:35,Manhattan,F,Following Too Closely,SUV
1000000121,2025-01-03,08:21,Bronx,M,Driver Inattention/Distraction,SUV
1000000122,2025-01-05,18:42,Bronx,F,Unsafe Speed,Sedan
1000000123,2025-01-08,12:05,Bronx,M,Following Too Closely,Pick-up Truck
1000000124,2025-01-11,21:17,Bronx,NaN,Failure to Yield Right-of-Way,Sedan
1000000125,2025-01-14,07:48,Bronx,M,Driver Inattention/Distraction,SUV
1000000126,2025-01-17,16:09,Bronx,F,Unsafe Lane Changing,Sedan
1000000127,2025-01-20,23:34,Bronx,M,Backing Unsafely,Van
1000000128,2025-01-23,11:26,Bronx,M,Driver Inattention/Distraction,SUV
1000000129,2025-01-26,19:08,Bronx,F,Unsafe Speed,Sedan
1000000130,2025-01-29,06:59,Bronx,M,Following Too Closely,SUV
1000000131,2025-02-02,15:15,Bronx,NaN,Traffic Control Disregarded,Sedan
1000000132,2025-02-05,20:33,Bronx,M,Driver Inattention/Distraction,SUV
1000000133,2025-02-08,12:46,Bronx,F,Failure to Yield Right-of-Way,Sedan
1000000134,2025-02-11,07:39,Bronx,M,Unsafe Speed,SUV
1000000135,2025-02-14,18:57,Bronx,M,Following Too Closely,Pick-up Truck
1000000136,2025-02-17,09:03,Bronx,F,Driver Inattention/Distraction,Sedan
1000000137,2025-02-20,22:19,Bronx,M,Unsafe Lane Changing,SUV
1000000138,2025-02-23,13:44,Bronx,NaN,Failure to Yield Right-of-Way,Sedan
1000000139,2025-02-26,17:32,Bronx,M,Backing Unsafely,Van
1000000140,2025-03-01,08:12,Bronx,F,Driver Inattention/Distraction,SUV
1000000141,2025-03-04,19:41,Bronx,M,Unsafe Speed,Sedan
1000000142,2025-03-07,14:18,Bronx,M,Following Too Closely,SUV
1000000143,2025-03-10,06:52,Bronx,F,Driver Inattention/Distraction,Sedan
1000000144,2025-03-13,21:38,Bronx,NaN,Traffic Control Disregarded,SUV
1000000145,2025-03-16,10:25,Bronx,M,Failure to Yield Right-of-Way,Sedan
1000000146,2025-03-19,17:49,Bronx,F,Unsafe Lane Changing,SUV
1000000147,2025-03-22,12:14,Bronx,M,Driver Inattention/Distraction,Sedan
1000000148,2025-03-25,23:01,Bronx,M,Unsafe Speed,SUV
1000000149,2025-03-28,08:35,Bronx,F,Following Too Closely,Sedan
1000000150,2025-03-31,16:53,Bronx,M,Backing Unsafely,Van
1000000151,2025-04-03,07:28,Staten Island,M,Driver Inattention/Distraction,SUV
1000000152,2025-04-06,18:13,Staten Island,F,Unsafe Speed,Sedan
1000000153,2025-04-09,12:47,Staten Island,M,Following Too Closely,Pick-up Truck
1000000154,2025-04-12,21:21,Staten Island,NaN,Failure to Yield Right-of-Way,Sedan
1000000155,2025-04-15,08:06,Staten Island,M,Driver Inattention/Distraction,SUV
1000000156,2025-04-18,16:39,Staten Island,F,Unsafe Lane Changing,Sedan
1000000157,2025-04-21,23:15,Staten Island,M,Backing Unsafely,Van
1000000158,2025-04-24,11:44,Staten Island,M,Driver Inattention/Distraction,SUV
1000000159,2025-04-27,19:30,Staten Island,F,Unsafe Speed,Sedan
1000000160,2025-04-30,06:57,Staten Island,M,Following Too Closely,SUV
1000000161,2025-05-03,15:18,Staten Island,NaN,Traffic Control Disregarded,Sedan
1000000162,2025-05-06,20:42,Staten Island,M,Driver Inattention/Distraction,SUV
1000000163,2025-05-09,12:33,Staten Island,F,Failure to Yield Right-of-Way,Sedan
1000000164,2025-05-12,07:40,Staten Island,M,Unsafe Speed,SUV
1000000165,2025-05-15,18:58,Staten Island,M,Following Too Closely,Pick-up Truck
1000000166,2025-05-18,09:10,Staten Island,F,Driver Inattention/Distraction,Sedan
1000000167,2025-05-21,22:11,Staten Island,M,Unsafe Lane Changing,SUV
1000000168,2025-05-24,13:48,Staten Island,NaN,Failure to Yield Right-of-Way,Sedan
1000000169,2025-05-27,17:37,Staten Island,M,Backing Unsafely,Van
1000000170,2025-05-30,08:04,Staten Island,F,Driver Inattention/Distraction,SUV
1000000171,2025-06-02,19:44,Brooklyn,M,Unsafe Speed,Sedan
1000000172,2025-06-05,14:12,Brooklyn,M,Following Too Closely,SUV
1000000173,2025-06-08,06:53,Brooklyn,F,Driver Inattention/Distraction,Sedan
1000000174,2025-06-11,21:31,Brooklyn,NaN,Traffic Control Disregarded,SUV
1000000175,2025-06-14,10:24,Brooklyn,M,Failure to Yield Right-of-Way,Sedan
1000000176,2025-06-17,17:46,Brooklyn,F,Unsafe Lane Changing,SUV
1000000177,2025-06-20,12:17,Brooklyn,M,Driver Inattention/Distraction,Sedan
1000000178,2025-06-23,23:03,Brooklyn,M,Unsafe Speed,SUV
1000000179,2025-06-26,08:36,Brooklyn,F,Following Too Closely,Sedan
1000000180,2025-06-29,16:54,Brooklyn,M,Backing Unsafely,Van
1000000181,2025-07-02,07:21,Queens,M,Driver Inattention/Distraction,SUV
1000000182,2025-07-05,18:17,Queens,F,Unsafe Speed,Sedan
1000000183,2025-07-08,13:05,Queens,M,Following Too Closely,Pick-up Truck
1000000184,2025-07-11,22:19,Queens,NaN,Failure to Yield Right-of-Way,Sedan
1000000185,2025-07-14,08:02,Queens,M,Driver Inattention/Distraction,SUV
1000000186,2025-07-17,16:45,Queens,F,Unsafe Lane Changing,Sedan
1000000187,2025-07-20,23:28,Queens,M,Backing Unsafely,Van
1000000188,2025-07-23,11:42,Queens,M,Driver Inattention/Distraction,SUV
1000000189,2025-07-26,19:14,Queens,F,Unsafe Speed,Sedan
1000000190,2025-07-29,07:03,Queens,M,Following Too Closely,SUV
1000000191,2025-08-01,15:27,Manhattan,M,Driver Inattention/Distraction,Taxi
1000000192,2025-08-04,20:16,Manhattan,F,Unsafe Speed,Sedan
1000000193,2025-08-07,12:38,Manhattan,M,Failure to Yield Right-of-Way,SUV
1000000194,2025-08-10,21:40,Manhattan,NaN,Traffic Control Disregarded,Taxi
1000000195,2025-08-13,07:57,Manhattan,M,Driver Inattention/Distraction,Sedan
1000000196,2025-08-16,16:08,Manhattan,F,Unsafe Lane Changing,SUV
1000000197,2025-08-19,12:46,Manhattan,M,Following Too Closely,Sedan
1000000198,2025-08-22,23:11,Manhattan,M,Driver Inattention/Distraction,Taxi
1000000199,2025-08-25,08:18,Manhattan,F,Unsafe Speed,SUV
1000000200,2025-08-28,19:52,Manhattan,M,Failure to Yield Right-of-Way,Sedan
1000000201,2025-09-02,13:31,Manhattan,NaN,Driver Inattention/Distraction,Taxi
