COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE
202400001,10/16/2025,03:00,MANHATTAN,M,Backing Unsafely,Van
202400002,11/23/2025,23:40,BROOKLYN,M,Driver Inattention/Distraction,Taxi
202400003,08/11/2024,07:40,QUEENS,M,Pavement Slippery,Tractor Truck
202400004,08/13/2024,14:45,BROOKLYN,F,Passing or Lane Usage Improper,Tractor Truck
202400005,12/14/2024,08:10,BROOKLYN,F,Traffic Control Disregarded,Taxi
202400006,01/24/2025,03:25,BRONX,M,Unsafe Speed,Convertible
202400007,07/03/2025,03:30,BROOKLYN,M,Oversized Vehicle,Bus
202400008,08/14/2025,06:55,BROOKLYN,M,Outside Car Distraction,Taxi
202400009,08/26/2024,03:30,BROOKLYN,M,Aggressive Driving/Road Rage,E-Bike
202400010,01/14/2025,11:15,MANHATTAN,M,Failure to Yield Right-of-Way,Beverage Truck
202400011,10/12/2025,05:40,MANHATTAN,M,Prescription Medication,E-Scooter
202400012,10/17/2025,22:40,BROOKLYN,M,Unsafe Speed,Station Wagon/Sport Utility Vehicle
202400013,02/02/2024,10:30,BROOKLYN,M,Traffic Control Device Improper/Non-Working,Box Truck
202400014,08/05/2024,20:35,QUEENS,F,Other Vehicular,Pick-up Truck
202400015,09/28/2024,04:15,MANHATTAN,M,Traffic Control Device Improper/Non-Working,Tractor Truck
202400016,08/20/2025,12:25,BROOKLYN,F,Driver Inexperience,Garbage or Refuse
202400017,04/03/2024,01:05,BROOKLYN,M,View Obstructed/Limited,Beverage Truck
202400018,03/06/2024,12:30,QUEENS,M,Fatigued/Drowsy,Flat Bed
202400019,01/12/2024,21:55,BROOKLYN,F,Fatigued/Drowsy,Box Truck
202400020,04/24/2024,09:30,BROOKLYN,M,Fatigued/Drowsy,Dump Truck
202400021,07/01/2024,16:05,BRONX,M,Driver Inexperience,Beverage Truck
202400022,07/22/2024,04:25,MANHATTAN,M,Driver Inexperience,Sedan
202400023,09/05/2025,10:35,BROOKLYN,F,Outside Car Distraction,Station Wagon/Sport Utility Vehicle
202400024,02/29/2024,07:45,BRONX,M,Following Too Closely,Taxi
202400025,06/29/2025,04:10,MANHATTAN,F,Passing or Lane Usage Improper,E-Scooter
202400026,06/24/2025,19:30,STATEN ISLAND,F,Turning Improperly,Bike
202400027,02/12/2025,21:50,QUEENS,F,Other Vehicular,Van
202400028,09/10/2024,07:05,BROOKLYN,M,Alcohol Involvement,Chassis Cab
202400029,08/13/2024,00:05,MANHATTAN,M,Failure to Yield Right-of-Way,SUV
202400030,12/04/2024,02:40,BROOKLYN,M,Turning Improperly,Flat Bed
202400031,05/15/2024,23:45,QUEENS,M,Following Too Closely,Tractor Truck
202400032,07/13/2024,03:05,MANHATTAN,M,View Obstructed/Limited,Convertible
202400033,02/25/2024,21:50,STATEN ISLAND,M,Prescription Medication,Box Truck
202400034,04/21/2024,07:15,BROOKLYN,M,View Obstructed/Limited,E-Bike
202400035,10/12/2024,14:15,BRONX,M,Pavement Slippery,Van
202400036,02/21/2024,20:40,BRONX,F,Alcohol Involvement,E-Bike
202400037,02/20/2025,15:35,BROOKLYN,M,Unsafe Speed,E-Bike
202400038,01/23/2025,00:30,BROOKLYN,F,Other Vehicular,Bike
202400039,03/09/2025,22:55,STATEN ISLAND,M,Following Too Closely,Pick-up Truck
202400040,07/13/2024,09:15,STATEN ISLAND,M,Pavement Slippery,SUV
202400041,11/17/2024,01:00,QUEENS,M,Driver Inexperience,E-Bike
202400042,02/28/2024,16:05,BRONX,M,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
202400043,02/17/2025,03:45,BROOKLYN,M,Oversized Vehicle,Taxi
