COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE
2024000001,04/15/2024,14:30,BROOKLYN,M,Driver Inattention/Distraction,Sedan
2024000002,09/22/2025,08:45,QUEENS,M,Failure to Yield Right-of-Way,SUV
2024000003,11/07/2024,18:15,MANHATTAN,M,Unsafe Speed,Station Wagon/Sport Utility Vehicle
2024000004,02/28/2025,22:10,BRONX,F,Following Too Closely,Pick-up Truck
2024000005,07/03/2024,10:20,BROOKLYN,M,Driver Inattention/Distraction,Taxi
2024000006,12/19/2025,16:55,QUEENS,M,Backing Unsafely,Van
2024000007,05/11/2024,07:05,MANHATTAN,M,Passing or Lane Usage Improper,Motorcycle
2024000008,03/30/2025,13:40,STATEN ISLAND,F,Traffic Control Disregarded,Bus
2024000009,08/14/2024,19:25,BROOKLYN,M,Other Vehicular,E-Bike
2024000010,01/25/2025,09:50,QUEENS,M,Driver Inattention/Distraction,E-Scooter
2024000011,10/06/2025,17:10,MANHATTAN,M,Unsafe Speed,Bike
2024000012,06/18/2024,11:35,BRONX,M,Failure to Yield Right-of-Way,Sedan
2024000013,04/02/2025,20:00,BROOKLYN,F,Following Too Closely,SUV
2024000014,12/24/2024,15:20,QUEENS,M,Driver Inattention/Distraction,Sedan
2024000015,09/09/2025,06:45,MANHATTAN,M,Turning Improperly,Station Wagon/Sport Utility Vehicle
2024000016,03/17/2024,23:55,BRONX,M,Traffic Control Disregarded,Van
2024000017,07/29/2025,12:15,STATEN ISLAND,M,Driver Inattention/Distraction,Motorcycle
2024000018,11/30/2024,08:30,BROOKLYN,M,Unsafe Speed,Sedan
2024000019,05/24/2025,14:00,QUEENS,F,Failure to Yield Right-of-Way,SUV
2024000020,02/10/2025,19:40,MANHATTAN,M,Driver Inattention/Distraction,Taxi
2024000021,08/05/2024,10:55,BRONX,M,Backing Unsafely,Box Truck
2024000022,10/28/2025,16:25,BROOKLYN,M,Passing or Lane Usage Improper,Sedan
2024000023,01/12/2025,07:15,QUEENS,M,Driver Inattention/Distraction,E-Bike
2024000024,06/21/2024,21:50,MANHATTAN,M,Unsafe Speed,SUV
2024000025,04/08/2025,13:10,STATEN ISLAND,F,Aggressive Driving/Road Rage,Sedan
2024000026,09/16/2025,09:30,BROOKLYN,M,Failure to Yield Right-of-Way,Van
2024000027,12/03/2024,18:45,QUEENS,M,Driver Inattention/Distraction,Motorcycle
2024000028,03/25/2025,11:20,MANHATTAN,M,Traffic Control Disregarded,Sedan
2024000029,07/14/2024,15:05,BRONX,F,Following Too Closely,SUV
2024000030,11/19/2025,20:35,BROOKLYN,M,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
2024000031,05/06/2025,08:00,QUEENS,M,Unsafe Speed,Taxi
2024000032,02/19/2024,14:50,MANHATTAN,M,Other Vehicular,Sedan
2024000033,10/11/2024,17:25,STATEN ISLAND,M,Driver Inattention/Distraction,E-Scooter
2024000034,08/27/2025,10:10,BROOKLYN,F,Backing Unsafely,SUV
2024000035,01/31/2025,22:15,QUEENS,M,Failure to Yield Right-of-Way,Van
2024000036,06/09/2024,07:40,MANHATTAN,M,Driver Inattention/Distraction,Bike
2024000037,04/23/2025,19:00,BRONX,M,Turning Improperly,Sedan
2024000038,12/15/2025,12:30,BROOKLYN,M,Unsafe Speed,Motorcycle
2024000039,09/04/2024,16:45,QUEENS,F,Prescription Medication,SUV
2024000040,03/12/2025,09:20,MANHATTAN,M,Driver Inattention/Distraction,Taxi
2024000041,07/21/2025,13:55,STATEN ISLAND,F,Failure to Yield Right-of-Way,Sedan
2024000042,11/26/2024,20:10,BROOKLYN,M,Following Too Closely,Bus
2024000043,05/18/2024,08:35,QUEENS,M,Driver Inattention/Distraction,E-Bike
2024000044,02/04/2025,15:25,MANHATTAN,M,Unsafe Speed,SUV
2024000045,10/20/2025,11:00,BRONX,M,Traffic Control Disregarded,Van
2024000046,08/16/2024,18:40,BROOKLYN,F,Driver Inattention/Distraction,Sedan
2024000047,01/08/2025,07:05,QUEENS,M,Backing Unsafely,Motorcycle
2024000048,06/30/2025,14:15,MANHATTAN,M,Passing or Lane Usage Improper,Taxi
2024000049,04/14/2024,21:50,STATEN ISLAND,M,Driver Inattention/Distraction,SUV
2024000050,12/07/2025,10:30,BROOKLYN,M,Unsafe Speed,Sedan
2024000051,09/28/2024,16:20,QUEENS,F,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
2024000052,03/05/2025,12:45,MANHATTAN,M,Driver Inattention/Distraction,Bike
2024000053,07/10/2025,19:00,BRONX,M,Other Vehicular,Van
2024000054,11/02/2024,08:55,BROOKLYN,M,Turning Improperly,SUV
2024000055,05/27/2025,14:10,QUEENS,M,Driver Inattention/Distraction,E-Scooter
2024000056,02/22/2024,17:35,MANHATTAN,M,Fatigued/Drowsy,Sedan
2024000057,10/17/2025,09:25,STATEN ISLAND,F,Unsafe Speed,Motorcycle
2024000058,08/01/2024,20:50,BROOKLYN,M,Driver Inattention/Distraction,Taxi
2024000059,01/19/2025,11:40,QUEENS,M,Failure to Yield Right-of-Way,SUV
2024000060,06/25/2025,15:30,MANHATTAN,M,Driver Inattention/Distraction,Sedan
2024000061,04/09/2025,07:15,BRONX,F,Backing Unsafely,Bus
2024000062,12/28/2024,13:20,BROOKLYN,M,Traffic Control Disregarded,Van
2024000063,09/13/2025,18:05,QUEENS,M,Driver Inattention/Distraction,E-Bike
2024000064,03/21/2024,10:00,MANHATTAN,M,Unsafe Speed,SUV
2024000065,07/06/2025,16:45,STATEN ISLAND,M,Following Too Closely,Sedan
2024000066,11/23/2024,21:10,BROOKLYN,F,Driver Inattention/Distraction,Motorcycle
2024000067,05/15/2025,08:30,QUEENS,M,Passing or Lane Usage Improper,Taxi
2024000068,02/13/2025,14:55,MANHATTAN,M,Driver Inattention/Distraction,Sedan
2024000069,10/04/2024,19:25,BRONX,M,Alcohol Involvement,SUV
2024000070,08/23/2025,12:10,BROOKLYN,M,Unsafe Speed,Station Wagon/Sport Utility Vehicle
2024000071,01/27/2025,07:50,QUEENS,F,Failure to Yield Right-of-Way,Van
2024000072,06/12/2024,15:40,MANHATTAN,M,Driver Inattention/Distraction,Bike
2024000073,04/01/2025,20:00,STATEN ISLAND,M,Turning Improperly,Sedan
2024000074,12/11/2025,09:35,BROOKLYN,M,Driver Inattention/Distraction,E-Scooter
2024000075,09/19/2024,17:15,QUEENS,M,Other Vehicular,Motorcycle
2024000076,03/08/2025,11:20,MANHATTAN,M,Unsafe Speed,Taxi
2024000077,07/25/2025,13:50,BRONX,F,Driver Inattention/Distraction,SUV
2024000078,11/16/2024,18:30,BROOKLYN,M,Backing Unsafely,Sedan
2024000079,05/03/2025,08:10,QUEENS,M,Failure to Yield Right-of-Way,Bus
2024000080,02/26/2025,16:05,MANHATTAN,M,Driver Inattention/Distraction,Van
2024000081,10/30/2025,10:45,STATEN ISLAND,F,Traffic Control Disregarded,SUV
2024000082,08/09/2024,19:55,BROOKLYN,M,Unsafe Speed,Motorcycle
2024000083,01/14/2025,07:30,QUEENS,M,Driver Inattention/Distraction,Sedan
2024000084,06/04/2025,14:20,MANHATTAN,M,Passing or Lane Usage Improper,Taxi
2024000085,04/19/2024,21:40,BRONX,M,Fatigued/Drowsy,SUV
2024000086,12/02/2025,12:15,BROOKLYN,F,Driver Inattention/Distraction,E-Bike
2024000087,09/25/2024,15:50,QUEENS,M,Failure to Yield Right-of-Way,Sedan
2024000088,03/14/2025,09:05,MANHATTAN,M,Unsafe Speed,Station Wagon/Sport Utility Vehicle
2024000089,07/18/2025,17:35,STATEN ISLAND,M,Driver Inattention/Distraction,Motorcycle
2024000090,11/08/2024,20:20,BROOKLYN,M,Other Vehicular,Van
2024000091,05/29/2025,08:45,QUEENS,F,Turning Improperly,SUV
2024000092,02/07/2025,13:30,MANHATTAN,M,Driver Inattention/Distraction,Sedan
2024000093,10/22/2025,16:10,BRONX,M,Backing Unsafely,Bike
2024000094,08/12/2024,11:00,BROOKLYN,M,Unsafe Speed,Taxi
2024000095,01/23/2025,19:15,QUEENS,M,Driver Inattention/Distraction,SUV
2024000096,06/17/2025,10:25,MANHATTAN,M,Failure to Yield Right-of-Way,Sedan
2024000097,04/26/2024,14:50,STATEN ISLAND,F,Driver Inattention/Distraction,Motorcycle
2024000098,12/20/2025,07:55,BROOKLYN,M,Traffic Control Disregarded,Van
2024000099,09/30/2024,18:40,QUEENS,M,Unsafe Speed,SUV
2024000100,03/27/2025,12:30,MANHATTAN,M,Driver Inattention/Distraction,E-Scooter
2024000101,07/31/2025,15:20,BRONX,M,Following Too Closely,Sedan
2024000102,11/13/2024,21:05,BROOKLYN,F,Driver Inattention/Distraction,Taxi
2024000103,05/20/2025,09:40,QUEENS,M,Passing or Lane Usage Improper,SUV
2024000104,02/16/2025,16:55,MANHATTAN,M,Unsafe Speed,Motorcycle
2024000105,10/08/2025,08:20,STATEN ISLAND,M,Driver Inattention/Distraction,Sedan
2024000106,08/19/2024,13:45,BROOKLYN,M,Failure to Yield Right-of-Way,Bus
