COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE
10000001,01/03/2024,08:15,BROOKLYN,M,Driver Inattention/Distraction,Sedan
10000002,01/05/2024,14:22,QUEENS,M,Unsafe Speed,SUV
10000003,01/07/2024,17:45,MANHATTAN,M,Failure to Yield Right-of-Way,Taxi
10000004,01/10/2024,09:30,BRONX,M,Traffic Control Disregarded,Pick-up Truck
10000005,01/12/2024,19:10,STATEN ISLAND,F,Fatigued/Drowsy,Sedan
10000006,01/15/2024,11:05,BROOKLYN,M,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
10000007,01/18/2024,16:40,QUEENS,F,Alcohol Involvement,Van
10000008,01/20/2024,07:55,MANHATTAN,M,Unsafe Speed,Sedan
10000009,01/23/2024,13:20,BRONX,M,Passenger Distraction,Motorcycle
10000010,01/25/2024,22:15,BROOKLYN,M,Failure to Yield Right-of-Way,SUV
10000011,01/28/2024,10:30,QUEENS,M,Driver Inattention/Distraction,E-Bike
10000012,01/30/2024,18:50,MANHATTAN,M,Outside Car Distraction,Taxi
10000013,02/02/2024,06:45,STATEN ISLAND,M,Aggressive Driving/Road Rage,Sedan
10000014,02/05/2024,15:10,BRONX,F,Traffic Control Disregarded,Bus
10000015,02/08/2024,12:25,BROOKLYN,M,Unsafe Speed,SUV
10000016,02/10/2024,20:35,QUEENS,M,Driver Inattention/Distraction,Sedan
10000017,02/13/2024,09:15,MANHATTAN,F,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
10000018,02/16/2024,17:40,BRONX,M,Alcohol Involvement,Van
10000019,02/19/2024,08:20,BROOKLYN,M,Fatigued/Drowsy,Pick-up Truck
10000020,02/22/2024,14:55,QUEENS,M,Driver Inattention/Distraction,Sedan
10000021,02/25/2024,11:30,MANHATTAN,M,Unsafe Speed,Taxi
10000022,02/28/2024,19:10,STATEN ISLAND,F,Traffic Control Disregarded,SUV
10000023,03/02/2024,07:45,BRONX,M,Passenger Distraction,Motorcycle
10000024,03/05/2024,16:20,BROOKLYN,M,Failure to Yield Right-of-Way,Sedan
10000025,03/08/2024,13:15,QUEENS,M,Driver Inattention/Distraction,E-Bike
10000026,03/11/2024,21:50,MANHATTAN,M,Outside Car Distraction,Station Wagon/Sport Utility Vehicle
10000027,03/14/2024,10:05,BRONX,F,Aggressive Driving/Road Rage,Van
10000028,03/17/2024,18:30,BROOKLYN,M,Unsafe Speed,SUV
10000029,03/20/2024,09:40,QUEENS,M,Driver Inattention/Distraction,Sedan
10000030,03/23/2024,15:25,MANHATTAN,M,Failure to Yield Right-of-Way,Taxi
10000031,03/26/2024,12:10,STATEN ISLAND,M,Fatigued/Drowsy,Sedan
10000032,03/29/2024,20:55,BRONX,M,Alcohol Involvement,Pick-up Truck
10000033,04/01/2024,08:30,BROOKLYN,M,Driver Inattention/Distraction,SUV
10000034,04/04/2024,14:45,QUEENS,F,Traffic Control Disregarded,Bus
10000035,04/07/2024,17:20,MANHATTAN,M,Unsafe Speed,Sedan
10000036,04/10/2024,11:15,BRONX,M,Passenger Distraction,Motorcycle
10000037,04/13/2024,19:40,BROOKLYN,M,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
10000038,04/16/2024,06:50,QUEENS,M,Driver Inattention/Distraction,E-Bike
10000039,04/19/2024,13:30,MANHATTAN,F,Outside Car Distraction,Taxi
10000040,04/22/2024,21:10,STATEN ISLAND,M,Aggressive Driving/Road Rage,SUV
10000041,04/25/2024,09:25,BRONX,M,Unsafe Speed,Van
10000042,04/28/2024,16:55,BROOKLYN,M,Driver Inattention/Distraction,Sedan
10000043,05/01/2024,12:40,QUEENS,M,Failure to Yield Right-of-Way,Pick-up Truck
10000044,05/04/2024,20:15,MANHATTAN,M,Fatigued/Drowsy,Sedan
10000045,05/07/2024,07:35,BRONX,F,Alcohol Involvement,Motorcycle
10000046,05/10/2024,15:20,BROOKLYN,M,Traffic Control Disregarded,SUV
10000047,05/13/2024,10:50,QUEENS,M,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
10000048,05/16/2024,18:30,MANHATTAN,M,Unsafe Speed,Taxi
10000049,05/19/2024,14:10,STATEN ISLAND,F,Passenger Distraction,Sedan
10000050,05/22/2024,22:45,BRONX,M,Failure to Yield Right-of-Way,Van
10000051,05/25/2024,08:20,BROOKLYN,M,Driver Inattention/Distraction,SUV
10000052,05/28/2024,16:05,QUEENS,M,Outside Car Distraction,E-Bike
10000053,05/31/2024,11:35,MANHATTAN,M,Aggressive Driving/Road Rage,Sedan
10000054,06/03/2024,19:50,BRONX,M,Unsafe Speed,Pick-up Truck
10000055,06/06/2024,09:15,BROOKLYN,M,Traffic Control Disregarded,Bus
10000056,06/09/2024,15:40,QUEENS,F,Driver Inattention/Distraction,Sedan
10000057,06/12/2024,13:25,MANHATTAN,M,Failure to Yield Right-of-Way,Taxi
10000058,06/15/2024,21:10,STATEN ISLAND,M,Fatigued/Drowsy,SUV
10000059,06/18/2024,07:50,BRONX,M,Alcohol Involvement,Motorcycle
10000060,06/21/2024,14:30,BROOKLYN,M,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
10000061,06/24/2024,10:15,QUEENS,M,Unsafe Speed,Sedan
10000062,06/27/2024,18:55,MANHATTAN,M,Passenger Distraction,Taxi
10000063,06/30/2024,12:40,BRONX,F,Traffic Control Disregarded,Van
10000064,07/03/2024,20:20,BROOKLYN,M,Failure to Yield Right-of-Way,SUV
10000065,07/06/2024,09:05,QUEENS,M,Driver Inattention/Distraction,E-Bike
10000066,07/09/2024,16:45,MANHATTAN,M,Outside Car Distraction,Sedan
10000067,07/12/2024,11:30,STATEN ISLAND,F,Aggressive Driving/Road Rage,SUV
10000068,07/15/2024,19:15,BRONX,M,Unsafe Speed,Pick-up Truck
10000069,07/18/2024,08:40,BROOKLYN,M,Driver Inattention/Distraction,Sedan
10000070,07/21/2024,14:10,QUEENS,M,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
10000071,07/24/2024,17:50,MANHATTAN,M,Fatigued/Drowsy,Taxi
10000072,07/27/2024,13:25,BRONX,M,Alcohol Involvement,Motorcycle
10000073,07/30/2024,21:40,BROOKLYN,M,Traffic Control Disregarded,SUV
