COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR,VEHICLE_TYPE
4700001,01/05/2024,08:30,Brooklyn,M,Driver Inattention/Distraction,Sedan
4700002,01/12/2024,17:45,Queens,F,Failure to Yield Right-of-Way,SUV
4700003,01/20/2024,23:10,Manhattan,M,Unsafe Speed,Sedan
4700004,02/02/2024,12:15,Bronx,NaN,Backing Unsafely,Pick-up Truck
4700005,02/14/2024,09:00,Brooklyn,F,Following Too Closely,Sedan
4700006,02/28/2024,15:20,Staten Island,M,Pavement Slippery,SUV
4700007,03/05/2024,18:40,Queens,M,Passing or Lane Usage Improper,Sedan
4700008,03/15/2024,07:10,Manhattan,F,Driver Inattention/Distraction,Taxi
4700009,03/22/2024,21:55,Brooklyn,M,Alcohol Involvement,Sedan
4700010,04/01/2024,14:30,Bronx,F,Traffic Control Disregarded,SUV
4700011,04/18/2024,11:05,Queens,NaN,Driver Inattention/Distraction,Sedan
4700012,05/02/2024,16:50,Manhattan,M,Turning Improperly,Bus
4700013,05/15/2024,08:15,Brooklyn,F,Following Too Closely,Sedan
4700014,05/29/2024,19:25,Staten Island,M,Unsafe Lane Changing,SUV
4700015,06/10/2024,13:40,Queens,F,Driver Inattention/Distraction,Sedan
4700016,06/24/2024,22:10,Bronx,M,Unsafe Speed,Sedan
4700017,07/04/2024,23:45,Brooklyn,M,Alcohol Involvement,SUV
4700018,07/19/2024,10:20,Manhattan,F,Failure to Yield Right-of-Way,Sedan
4700019,08/02/2024,15:55,Queens,NaN,Backing Unsafely,Box Truck
4700020,08/15/2024,07:45,Bronx,M,Following Too Closely,Sedan
4700021,08/30/2024,17:15,Brooklyn,F,Driver Inattention/Distraction,SUV
4700022,09/12/2024,12:00,Manhattan,M,Passing or Lane Usage Improper,Sedan
4700023,09/25/2024,08:50,Queens,F,Failure to Yield Right-of-Way,Sedan
4700024,10/05/2024,16:30,Staten Island,M,Driver Inattention/Distraction,Pick-up Truck
4700025,10/20/2024,20:15,Bronx,M,Traffic Control Disregarded,Sedan
4700026,11/02/2024,09:10,Brooklyn,F,Following Too Closely,SUV
4700027,11/15/2024,14:40,Manhattan,NaN,Driver Inattention/Distraction,Taxi
4700028,11/28/2024,18:20,Queens,M,Unsafe Speed,Sedan
4700029,12/10/2024,07:30,Bronx,F,Pavement Slippery,Sedan
4700030,12/24/2024,23:50,Brooklyn,M,Alcohol Involvement,SUV
4700031,01/03/2025,08:10,Queens,F,Driver Inattention/Distraction,Sedan
4700032,01/15/2025,17:35,Manhattan,M,Failure to Yield Right-of-Way,Sedan
4700033,01/28/2025,11:20,Brooklyn,NaN,Backing Unsafely,SUV
4700034,02/05/2025,19:05,Bronx,M,Unsafe Speed,Sedan
4700035,02/18/2025,07:55,Staten Island,F,Following Too Closely,Pick-up Truck
4700036,03/02/2025,13:45,Queens,M,Driver Inattention/Distraction,Sedan
4700037,03/14/2025,16:20,Manhattan,F,Turning Improperly,Taxi
4700038,03/27/2025,08:40,Brooklyn,M,Failure to Yield Right-of-Way,SUV
4700039,04/08/2025,12:30,Bronx,F,Driver Inattention/Distraction,Sedan
4700040,04/22/2025,17:10,Queens,M,Passing or Lane Usage Improper,Sedan
4700041,05/01/2025,09:15,Manhattan,NaN,Traffic Control Disregarded,Sedan
4700042,05/12/2025,21:40,Brooklyn,M,Unsafe Speed,SUV
4700043,05/25/2025,14:25,Staten Island,F,Following Too Closely,Sedan
4700044,06/05/2025,08:05,Queens,M,Driver Inattention/Distraction,Sedan
4700045,06/18/2025,16:55,Bronx,F,Failure to Yield Right-of-Way,SUV
4700046,07/01/2025,11:50,Manhattan,M,Turning Improperly,Sedan
4700047,07/15/2025,19:30,Brooklyn,F,Driver Inattention/Distraction,Sedan
4700048,07/28/2025,07:20,Queens,NaN,Fatigued/Drowsy,Box Truck
4700049,08/10/2025,15:45,Staten Island,M,Backing Unsafely,Pick-up Truck
4700050,08/24/2025,22:15,Bronx,M,Alcohol Involvement,Sedan
4700051,09/05/2025,08:40,Manhattan,F,Driver Inattention/Distraction,Sedan
4700052,09/18/2025,17:25,Brooklyn,M,Following Too Closely,SUV
4700053,10/01/2025,12:10,Queens,F,Failure to Yield Right-of-Way,Sedan
4700054,10/14/2025,19:00,Bronx,NaN,Unsafe Speed,Sedan
4700055,10/28/2025,07:50,Manhattan,M,Traffic Control Disregarded,Taxi
4700056,11/05/2025,15:15,Brooklyn,F,Driver Inattention/Distraction,Sedan
4700057,11/18/2025,21:30,Queens,M,Alcohol Involvement,SUV
4700058,12/02/2025,08:25,Staten Island,F,Pavement Slippery,Sedan
4700059,12/15/2025,16:40,Bronx,M,Following Too Closely,SUV
4700060,12/28/2025,11:10,Manhattan,F,Turning Improperly,Sedan
4700061,01/08/2024,07:45,Brooklyn,M,Driver Inattention/Distraction,Sedan
4700062,01/21/2024,18:15,Queens,F,Failure to Yield Right-of-Way,SUV
4700063,02/03/2024,10:30,Manhattan,NaN,Backing Unsafely,Sedan
4700064,02/16/2024,20:45,Bronx,M,Unsafe Speed,Sedan
4700065,03/01/2024,08:55,Staten Island,F,Following Too Closely,Pick-up Truck
4700066,03/14/2024,14:20,Brooklyn,M,Driver Inattention/Distraction,Sedan
4700067,03/27/2024,17:50,Queens,F,Traffic Control Disregarded,SUV
4700068,04/09/2024,11:15,Manhattan,M,Turning Improperly,Taxi
4700069,04/22/2024,09:35,Bronx,NaN,Following Too Closely,Sedan
4700070,05/05/2024,15:40,Brooklyn,M,Driver Inattention/Distraction,Sedan
4700071,05/18/2024,21:10,Queens,F,Unsafe Speed,SUV
4700072,06/01/2024,07:25,Manhattan,M,Failure to Yield Right-of-Way,Sedan
4700073,06/14/2024,16:50,Staten Island,F,Driver Inattention/Distraction,Sedan
4700074,06/27/2024,12:05,Bronx,M,Backing Unsafely,SUV
4700075,07/10/2024,08:30,Brooklyn,F,Following Too Closely,Sedan
4700076,07/23/2024,19:45,Queens,NaN,Unsafe Lane Changing,Sedan
4700077,08/05/2024,10:15,Manhattan,M,Driver Inattention/Distraction,Sedan
4700078,08/18/2024,22:30,Bronx,M,Alcohol Involvement,SUV
4700079,09/01/2024,14:10,Staten Island,F,Turning Improperly,Sedan
4700080,09/14/2024,07:55,Brooklyn,M,Failure to Yield Right-of-Way,Sedan
4700081,09/27/2024,17:20,Queens,F,Driver Inattention/Distraction,SUV
4700082,10/10/2024,11:45,Manhattan,NaN,Traffic Control Disregarded,Sedan
4700083,10/23/2024,09:10,Bronx,M,Following Too Closely,Sedan
4700084,11/05/2024,15:35,Brooklyn,F,Passing or Lane Usage Improper,Sedan
4700085,11/18/2024,21:05,Queens,M,Unsafe Speed,SUV
4700086,12/01/2024,08:20,Staten Island,F,Pavement Slippery,Pick-up Truck
4700087,12/14/2024,13:50,Manhattan,M,Driver Inattention/Distraction,Taxi
4700088,12/27/2024,16:45,Bronx,NaN,Failure to Yield Right-of-Way,Sedan
4700089,01/06/2025,07:35,Brooklyn,F,Following Too Closely,Sedan
4700090,01/19/2025,20:10,Queens,M,Alcohol Involvement,SUV
4700091,02/01/2025,12:25,Manhattan,F,Turning Improperly,Sedan
4700092,02/14/2025,17:55,Bronx,M,Driver Inattention/Distraction,Sedan
4700093,02/27/2025,09:05,Staten Island,NaN,Pavement Slippery,SUV
4700094,03/11/2025,14:40,Brooklyn,M,Failure to Yield Right-of-Way,Sedan
4700095,03/24/2025,08:15,Queens,F,Following Too Closely,SUV
4700096,04/06/2025,11:30,Manhattan,M,Driver Inattention/Distraction,Sedan
4700097,04/19/2025,19:50,Bronx,F,Unsafe Speed,Sedan
4700098,05/02/2025,07:45,Staten Island,M,Traffic Control Disregarded,Pick-up Truck
4700099,05/15/2025,15:20,Brooklyn,NaN,Backing Unsafely,Sedan
4700100,05/28/2025,12:05,Queens,M,Turning Improperly,SUV
4700101,06/10/2025,08:35,Manhattan,F,Driver Inattention/Distraction,Sedan
4700102,06/23/2025,17:40,Bronx,M,Failure to Yield Right-of-Way,Sedan
4700103,07/06/2025,10:55,Staten Island,F,Following Too Closely,SUV
4700104,07/19/2025,21:25,Brooklyn,NaN,Alcohol Involvement,Sedan
4700105,08/01/2025,14:15,Queens,M,Driver Inattention/Distraction,Sedan
4700106,08/14/2025,07:50,Manhattan,F,Turning Improperly,Taxi
4700107,08/27/2025,16:30,Bronx,M,Passing or Lane Usage Improper,SUV
4700108,09/09/2025,11:10,Staten Island,F,Failure to Yield Right-of-Way,Sedan
4700109,09/22/2025,09:20,Brooklyn,M,Driver Inattention/Distraction,Sedan
4700110,10/05/2025,18:45,Queens,NaN,Unsafe Speed,SUV
4700111,10/18/2025,13:05,Manhattan,M,Following Too Closely,Sedan
4700112,11/01/2025,08:15,Bronx,F,Driver Inattention/Distraction,Sedan
4700113,11/14/2025,17:30,Staten Island,M,Traffic Control Disregarded,Pick-up Truck
4700114,11/27/2025,23:55,Brooklyn,F,Alcohol Involvement,SUV
