ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2025-10-16,Black,F,BATTERY
2,2024-04-24,Asian,F,BATTERY
3,2024-01-26,White,M,NARCOTICS
4,2024-10-08,White,M,ASSAULT
5,2024-09-07,Black,M,NARCOTICS
6,2024-08-16,Black,M,SEX OFFENSE
7,2024-05-22,Black,M,BATTERY
8,2024-04-14,Hispanic,M,STALKING
9,2025-11-23,White,M,NARCOTICS
10,2025-07-12,White,M,CRIMINAL DAMAGE
11,2024-03-30,Black,M,ASSAULT
12,2025-08-27,Asian,F,WEAPONS VIOLATION
13,2025-03-08,Hispanic,F,THEFT
14,2024-02-02,Black,F,STALKING
15,2024-01-31,Black,M,BATTERY
16,2024-04-05,Black,F,THEFT
17,2024-08-11,Black,M,INTIMIDATION
18,2024-08-26,Black,F,THEFT
19,2025-06-01,Black,M,THEFT
20,2025-09-08,Black,M,BATTERY
21,2024-01-28,White,M,CRIMINAL DAMAGE
22,2025-07-28,Black,F,BURGLARY
23,2024-07-22,Black,M,BATTERY
24,2025-10-27,Black,M,ASSAULT
25,2025-12-19,Black,F,THEFT
26,2025-07-12,White,F,STALKING
27,2025-03-05,Black,M,ASSAULT
28,2024-08-13,Black,M,BATTERY
29,2025-04-04,White,M,NARCOTICS
30,2025-08-26,Black,M,ROBBERY
31,2024-10-11,White,M,INTIMIDATION
32,2024-01-07,Black,F,MOTOR VEHICLE THEFT
33,2024-06-12,Black,F,WEAPONS VIOLATION
34,2025-12-15,Hispanic,M,THEFT
35,2025-03-08,Asian,M,BATTERY
36,2024-12-14,Hispanic,M,ROBBERY
37,2024-10-11,Black,M,DECEPTIVE PRACTICE
38,2024-06-08,Black,M,ROBBERY
39,2024-08-08,White,M,HOMICIDE
40,2024-12-10,Black,M,NARCOTICS
41,2024-04-14,Black,F,STALKING
42,2024-04-04,Black,M,BATTERY
43,2025-01-24,Black,M,ROBBERY
44,2024-04-09,Hispanic,M,CRIMINAL DAMAGE
45,2025-01-02,Black,M,BATTERY
46,2024-12-18,White,F,MOTOR VEHICLE THEFT
47,2025-09-10,Black,M,BATTERY
48,2024-09-27,Black,M,MOTOR VEHICLE THEFT
49,2024-02-14,Black,F,CRIMINAL TRESPASS
50,2025-04-15,Black,M,CRIMINAL TRESPASS
51,2025-07-03,Asian,M,ROBBERY
52,2024-05-07,White,F,THEFT
53,2025-01-22,Hispanic,M,ASSAULT
54,2024-03-21,Hispanic,F,BURGLARY
55,2025-07-19,White,M,THEFT
56,2024-10-27,Hispanic,M,BURGLARY
57,2025-10-05,Black,M,THEFT
58,2025-09-25,Black,M,NARCOTICS
59,2025-01-05,Black,M,ASSAULT
60,2025-08-14,Black,M,NARCOTICS
61,2024-07-15,Black,M,NARCOTICS
62,2025-12-22,Black,M,SEX OFFENSE
63,2024-03-12,Hispanic,M,ASSAULT
64,2024-02-16,Black,M,THEFT
65,2025-11-08,Black,M,BATTERY
66,2024-08-21,Black,F,ASSAULT
67,2024-10-23,Black,M,BURGLARY
68,2024-03-22,Hispanic,M,BURGLARY
69,2024-08-26,Black,M,DECEPTIVE PRACTICE
70,2024-04-13,Other,M,WEAPONS VIOLATION
71,2025-01-24,White,F,ASSAULT
72,2024-10-11,Black,M,CRIMINAL TRESPASS
73,2025-04-09,Black,F,ROBBERY
74,2025-10-12,Hispanic,M,BATTERY
75,2025-01-08,White,M,BATTERY
76,2024-06-15,White,M,STALKING
77,2025-01-14,White,M,BATTERY
78,2024-12-29,Black,M,ASSAULT
79,2024-08-02,Black,M,WEAPONS VIOLATION
80,2025-11-17,Black,F,ROBBERY
81,2024-09-30,Hispanic,M,BURGLARY
82,2025-12-19,White,M,NARCOTICS
83,2025-11-30,Black,F,ASSAULT
84,2025-10-25,Black,M,BATTERY
85,2024-03-14,Black,F,ASSAULT
86,2025-09-15,Black,M,NARCOTICS
87,2025-10-12,White,F,BATTERY
88,2024-06-24,White,M,BATTERY
89,2025-06-30,Hispanic,M,ROBBERY
90,2024-09-07,Black,M,SEX OFFENSE
91,2024-06-16,Black,F,ROBBERY
92,2025-04-18,White,M,ASSAULT
93,2025-01-23,White,M,BATTERY
94,2024-10-03,White,F,BATTERY
95,2025-10-17,White,F,NARCOTICS
96,2025-12-05,Black,M,ROBBERY
97,2025-07-24,Black,M,BATTERY
98,2024-08-12,Black,M,ASSAULT
99,2025-12-02,Black,F,MOTOR VEHICLE THEFT
100,2024-11-28,Black,M,ASSAULT
101,2024-02-27,Black,M,THEFT
102,2024-08-22,White,M,BATTERY
103,2024-02-02,Black,F,NARCOTICS
104,2024-11-19,Black,M,BATTERY
105,2025-02-14,Hispanic,M,BURGLARY
106,2024-10-01,Black,M,NARCOTICS
107,2024-03-08,Black,M,ROBBERY
108,2024-08-04,White,M,NARCOTICS
109,2025-08-03,Black,M,PUBLIC PEACE VIOLATION
110,2024-11-18,Black,M,ROBBERY
111,2024-08-05,Black,M,NARCOTICS
112,2025-11-02,Black,M,ASSAULT
113,2025-05-26,Hispanic,M,BATTERY
114,2025-02-09,Hispanic,F,BATTERY
115,2025-10-20,White,M,MOTOR VEHICLE THEFT
116,2025-04-14,Hispanic,F,BATTERY
117,2024-05-26,Hispanic,M,WEAPONS VIOLATION
118,2024-09-28,Black,F,STALKING
119,2024-05-22,Hispanic,M,MOTOR VEHICLE THEFT
120,2024-09-09,Black,M,BATTERY
121,2025-07-28,Hispanic,M,MOTOR VEHICLE THEFT
122,2025-07-05,Hispanic,M,BATTERY
123,2024-09-26,Black,M,ROBBERY
124,2025-08-21,Black,M,WEAPONS VIOLATION
125,2025-03-14,Black,F,ROBBERY
126,2025-08-20,Black,M,OBSTRUCTION
127,2025-02-12,Hispanic,M,CRIMINAL DAMAGE
128,2025-01-05,Hispanic,F,BATTERY
129,2024-08-12,Black,M,NARCOTICS
130,2024-05-21,Black,F,BATTERY
131,2025-06-05,Black,M,MOTOR VEHICLE THEFT
132,2025-05-20,Black,M,THEFT
133,2024-04-03,Black,M,THEFT
134,2024-02-18,Black,M,THEFT
135,2024-04-22,Hispanic,M,BATTERY
136,2024-06-05,Black,M,STALKING
137,2025-10-04,Black,M,BURGLARY
138,2024-06-12,White,M,WEAPONS VIOLATION
139,2025-11-27,Black,F,THEFT
140,2025-03-08,Asian,M,THEFT
141,2025-09-02,Asian,M,BATTERY
142,2024-03-06,Black,M,ASSAULT
143,2025-01-29,Black,M,NARCOTICS
144,2025-01-25,Black,M,INTIMIDATION
145,2025-09-02,Black,M,BATTERY
146,2025-04-24,Black,F,CRIMINAL DAMAGE
147,2025-06-25,White,M,THEFT
148,2024-09-14,Black,M,THEFT
149,2025-07-20,Black,M,ASSAULT
150,2024-01-12,Black,M,ROBBERY
151,2025-11-27,Hispanic,F,MOTOR VEHICLE THEFT
152,2024-04-27,Black,M,THEFT
153,2025-11-29,Black,M,CRIMINAL TRESPASS
154,2025-07-03,Black,M,STALKING
155,2024-09-30,Other,M,THEFT
156,2025-10-18,Black,M,BATTERY
157,2024-12-14,White,F,ROBBERY
158,2024-04-24,White,M,NARCOTICS
159,2024-10-27,Black,F,ROBBERY
160,2025-03-21,White,F,BURGLARY
161,2024-06-10,Black,M,WEAPONS VIOLATION
162,2025-04-09,White,M,NARCOTICS
163,2024-01-04,White,M,HOMICIDE
164,2024-09-26,Black,M,BATTERY
165,2025-05-27,Black,M,ROBBERY
166,2024-07-01,Hispanic,M,NARCOTICS
167,2025-06-03,Black,F,ROBBERY
168,2024-04-18,Black,M,THEFT
169,2025-10-02,Black,M,INTIMIDATION
170,2024-11-01,White,M,THEFT
171,2025-10-16,White,M,WEAPONS VIOLATION
172,2025-06-03,Black,M,BURGLARY
173,2025-09-15,Black,F,BATTERY
174,2024-07-22,Black,M,THEFT
175,2024-06-05,White,M,BATTERY
176,2025-01-17,Black,M,ROBBERY
177,2024-06-14,White,M,THEFT
178,2025-07-06,Black,M,NARCOTICS
179,2025-06-27,Hispanic,M,MOTOR VEHICLE THEFT
180,2024-01-01,Black,F,ASSAULT
181,2025-09-05,Black,M,THEFT
182,2024-11-27,Black,M,BATTERY
183,2025-05-15,Hispanic,M,BATTERY
184,2024-01-20,Hispanic,F,CRIMINAL DAMAGE
185,2024-04-24,Black,M,THEFT
186,2025-01-06,White,M,BATTERY
187,2024-11-10,Hispanic,M,BATTERY
188,2024-09-02,White,M,CRIMINAL TRESPASS
189,2024-02-29,Black,F,ROBBERY
190,2024-09-03,Black,M,CRIMINAL TRESPASS
191,2025-08-03,Black,M,BATTERY
192,2024-03-21,Hispanic,M,THEFT
193,2024-03-28,Hispanic,M,BATTERY
194,2025-05-12,White,M,THEFT
195,2024-03-11,Black,M,BATTERY
196,2025-06-29,Black,M,THEFT
197,2024-05-08,White,M,THEFT
198,2024-05-11,Hispanic,M,CRIMINAL TRESPASS
199,2025-11-06,Hispanic,M,ROBBERY
200,2025-05-01,White,M,CRIMINAL TRESPASS
201,2025-07-16,White,M,DECEPTIVE PRACTICE
202,2024-06-18,Black,M,NARCOTICS
203,2024-09-28,Black,F,ASSAULT
204,2025-06-24,Hispanic,M,BATTERY
205,2025-09-13,White,M,NARCOTICS
206,2025-03-09,Black,M,BATTERY
207,2024-08-04,Black,M,ROBBERY
208,2025-07-06,White,F,NARCOTICS
209,2025-12-07,Black,F,ROBBERY
210,2024-07-24,Black,M,SEX OFFENSE
211,2025-12-31,Black,M,MOTOR VEHICLE THEFT
212,2024-11-15,White,M,ROBBERY
213,2025-02-12,White,M,THEFT
214,2025-11-18,Black,M,BATTERY
215,2025-10-27,White,M,BURGLARY
216,2025-01-17,Black,M,CRIMINAL DAMAGE
217,2025-03-24,Black,M,ROBBERY
218,2025-06-13,White,M,THEFT
219,2025-04-07,White,F,WEAPONS VIOLATION
220,2024-05-03,Hispanic,M,CRIMINAL TRESPASS
221,2024-09-10,White,M,ROBBERY
222,2024-08-18,White,M,WEAPONS VIOLATION
223,2024-03-06,Black,M,BATTERY
224,2024-12-12,Black,M,ASSAULT
225,2024-01-22,Black,F,NARCOTICS
226,2025-08-25,Black,M,BATTERY
227,2025-07-21,Asian,M,PUBLIC PEACE VIOLATION
228,2024-08-23,Black,M,NARCOTICS
229,2025-08-25,Hispanic,M,CRIMINAL TRESPASS
230,2024-08-13,White,M,INTIMIDATION
231,2024-01-08,White,F,ASSAULT
232,2024-03-13,Black,F,NARCOTICS
233,2025-12-25,White,M,BATTERY
234,2025-10-08,Black,M,THEFT
235,2024-03-01,Black,M,THEFT
236,2024-08-22,White,M,NARCOTICS
237,2024-03-10,Black,M,ASSAULT
238,2024-02-02,Black,M,BURGLARY
239,2024-12-04,White,M,NARCOTICS
240,2024-03-13,Black,M,WEAPONS VIOLATION
241,2025-06-10,Hispanic,M,THEFT
242,2024-08-31,Asian,M,THEFT
243,2024-10-12,Hispanic,M,BATTERY
244,2025-11-16,Black,F,THEFT
245,2025-05-12,Black,M,WEAPONS VIOLATION
246,2024-08-07,Hispanic,M,CRIMINAL DAMAGE
247,2025-07-06,Black,M,CRIMINAL TRESPASS
248,2024-05-15,Asian,M,THEFT
249,2025-08-07,Asian,M,SEX OFFENSE
250,2025-08-13,Hispanic,M,ASSAULT
251,2025-04-29,Black,M,THEFT
252,2024-09-05,Black,M,ASSAULT
253,2025-04-29,Hispanic,M,BURGLARY
254,2025-02-20,Black,M,ASSAULT
255,2024-07-13,Black,M,NARCOTICS
256,2024-04-06,White,M,THEFT
257,2024-04-09,Hispanic,M,BATTERY
258,2025-11-05,White,F,THEFT
259,2025-03-17,White,F,BATTERY
260,2024-12-28,Black,M,SEX OFFENSE
261,2025-03-09,White,F,ASSAULT
262,2025-02-24,Other,F,THEFT
263,2025-04-23,Black,M,BURGLARY
264,2024-02-25,Black,M,CRIMINAL TRESPASS
265,2025-11-20,Hispanic,M,MOTOR VEHICLE THEFT
266,2025-10-31,White,F,BATTERY
267,2025-10-23,White,M,THEFT
268,2024-04-10,White,M,NARCOTICS
269,2024-03-03,Black,M,BATTERY
270,2025-02-16,Black,M,CRIMINAL DAMAGE
271,2024-12-13,Hispanic,F,THEFT
272,2024-04-21,Hispanic,M,STALKING
273,2024-09-11,Hispanic,M,BURGLARY
274,2024-07-15,Hispanic,M,THEFT
275,2024-07-13,Black,M,DECEPTIVE PRACTICE
276,2025-07-03,Black,M,BATTERY
277,2025-04-04,White,M,MOTOR VEHICLE THEFT
278,2024-05-23,White,M,NARCOTICS
279,2025-03-08,White,M,ASSAULT
280,2024-07-06,White,M,ASSAULT
281,2024-10-12,Hispanic,M,ASSAULT
282,2025-04-18,Black,M,THEFT
283,2024-09-12,Black,M,BATTERY
284,2024-03-18,Black,M,ROBBERY
285,2025-03-29,White,M,WEAPONS VIOLATION
286,2025-07-17,Black,M,THEFT
287,2024-04-10,Black,M,THEFT
288,2024-02-21,Black,M,WEAPONS VIOLATION
289,2025-10-29,Black,M,CRIMINAL DAMAGE
290,2025-07-07,White,M,NARCOTICS
291,2024-01-16,Black,M,WEAPONS VIOLATION
292,2024-04-05,Black,M,BATTERY
293,2024-08-30,Hispanic,M,THEFT
294,2024-06-19,Black,M,MOTOR VEHICLE THEFT
295,2025-02-20,Black,M,CRIMINAL DAMAGE
296,2025-05-12,Black,M,ROBBERY
297,2025-05-07,White,M,BURGLARY
298,2024-08-06,Black,F,CRIMINAL DAMAGE
299,2025-02-14,White,M,ASSAULT
300,2024-03-01,Black,M,ASSAULT
