ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2024-01-03,Black,F,ARMED ROBBERY
2,2024-01-05,White,M,RETAIL THEFT
3,2024-01-07,Black,M,BATTERY
4,2024-01-08,Hispanic,M,POSSESSION OF CANNABIS
5,2024-01-10,Black,F,AGGRAVATED ASSAULT
6,2024-01-12,White,M,THEFT FROM MOTOR VEHICLE
7,2024-01-14,Black,M,NARCOTICS - POSSESSION
8,2024-01-15,Hispanic,F,ROBBERY
9,2024-01-17,Black,M,DOMESTIC BATTERY
10,2024-01-19,White,M,CRIMINAL TRESPASS TO VEHICLE
11,2024-01-21,Black,F,AGGRAVATED BATTERY
12,2024-01-23,Hispanic,M,THEFT
13,2024-01-25,Black,M,POSSESSION OF CONTROLLED SUBSTANCE
14,2024-01-27,White,M,PUBLIC INTOXICATION
15,2024-01-29,Black,F,BURGLARY
16,2024-01-31,Hispanic,M,ASSAULT
17,2024-02-02,Black,M,RECKLESS DISCHARGE OF FIREARM
18,2024-02-04,White,M,CRIMINAL DAMAGE TO PROPERTY
19,2024-02-06,Black,F,ARMED ROBBERY
20,2024-02-08,Hispanic,M,NARCOTICS - DELIVERY
21,2024-02-10,Black,M,BATTERY
22,2024-02-12,White,M,THEFT
23,2024-02-14,Black,F,AGGRAVATED ASSAULT
24,2024-02-16,Hispanic,M,POSSESSION OF FIREARM
25,2024-02-18,Black,M,DOMESTIC BATTERY
26,2024-02-20,White,M,CRIMINAL TRESPASS TO RESIDENCE
27,2024-02-22,Black,F,ROBBERY
28,2024-02-24,Hispanic,M,THEFT FROM BUILDING
29,2024-02-26,Black,M,NARCOTICS - POSSESSION
30,2024-02-28,White,M,ASSAULT
31,2024-03-01,Black,F,AGGRAVATED BATTERY
32,2024-03-03,Hispanic,M,BURGLARY
33,2024-03-05,Black,M,RETAIL THEFT
34,2024-03-07,White,M,CRIMINAL DAMAGE
35,2024-03-09,Black,F,ARMED ROBBERY
36,2024-03-11,Hispanic,M,POSSESSION OF CANNABIS
37,2024-03-13,Black,M,BATTERY
38,2024-03-15,White,M,THEFT
39,2024-03-17,Black,F,NARCOTICS - MANUFACTURING
40,2024-03-19,Hispanic,M,DOMESTIC BATTERY
41,2024-03-21,Black,M,AGGRAVATED ASSAULT
42,2024-03-23,White,M,CRIMINAL TRESPASS
43,2024-03-25,Black,F,ROBBERY
44,2024-03-27,Hispanic,M,POSSESSION OF FIREARM
45,2024-03-29,Black,M,THEFT FROM MOTOR VEHICLE
46,2024-03-31,White,M,ASSAULT
47,2024-04-02,Black,F,BURGLARY
48,2024-04-04,Hispanic,M,NARCOTICS - POSSESSION
49,2024-04-06,Black,M,BATTERY
50,2024-04-08,White,M,CRIMINAL DAMAGE TO PROPERTY
51,2024-04-10,Black,F,ARMED ROBBERY
52,2024-04-12,Hispanic,M,RETAIL THEFT
53,2024-04-14,Black,M,AGGRAVATED BATTERY
54,2024-04-16,White,M,THEFT
55,2024-04-18,Black,F,DOMESTIC BATTERY
56,2024-04-20,Hispanic,M,POSSESSION OF CONTROLLED SUBSTANCE
57,2024-04-22,Black,M,ASSAULT
