ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1,2024-01-03,BLACK,M,BATTERY
2,2024-01-07,BLACK,M,THEFT
3,2024-01-12,BLACK,F,NARCOTICS
4,2024-01-15,HISPANIC,M,BATTERY
5,2024-01-18,BLACK,M,ASSAULT
6,2024-01-22,BLACK,M,THEFT
7,2024-01-25,WHITE,M,CRIMINAL DAMAGE
8,2024-01-29,BLACK,F,WEAPONS VIOLATION
9,2024-02-01,BLACK,M,NARCOTICS
10,2024-02-04,BLACK,M,MOTOR VEHICLE THEFT
11,2024-02-08,HISPANIC,M,BATTERY
12,2024-02-11,BLACK,F,ROBBERY
13,2024-02-14,BLACK,M,THEFT
14,2024-02-18,BLACK,M,CRIMINAL TRESPASS
15,2024-02-21,WHITE,M,DECEPTIVE PRACTICE
16,2024-02-25,BLACK,F,NARCOTICS
17,2024-02-28,HISPANIC,M,BATTERY
18,2024-03-03,BLACK,M,ASSAULT
19,2024-03-06,BLACK,M,THEFT
20,2024-03-10,BLACK,F,BURGLARY
21,2024-03-13,HISPANIC,M,MOTOR VEHICLE THEFT
22,2024-03-17,BLACK,M,NARCOTICS
23,2024-03-20,BLACK,M,CRIMINAL DAMAGE
24,2024-03-24,WHITE,M,INTERFERE WITH PUBLIC OFFICER
25,2024-03-27,BLACK,F,WEAPONS VIOLATION
26,2024-03-31,HISPANIC,M,BATTERY
27,2024-04-03,BLACK,M,THEFT
28,2024-04-07,BLACK,M,ASSAULT
29,2024-04-10,BLACK,F,NARCOTICS
30,2024-04-14,WHITE,M,PUBLIC PEACE VIOLATION
31,2024-04-17,HISPANIC,M,CRIMINAL TRESPASS
32,2024-04-21,BLACK,M,MOTOR VEHICLE THEFT
33,2024-04-24,BLACK,F,ROBBERY
34,2024-04-28,BLACK,M,BATTERY
35,2024-05-01,BLACK,M,THEFT
36,2024-05-05,HISPANIC,M,NARCOTICS
37,2024-05-08,BLACK,F,WEAPONS VIOLATION
38,2024-05-12,WHITE,M,CRIMINAL DAMAGE
39,2024-05-15,BLACK,M,ASSAULT
40,2024-05-19,BLACK,M,DECEPTIVE PRACTICE
41,2024-05-22,HISPANIC,F,SEX OFFENSE
42,2024-05-26,BLACK,M,BATTERY
43,2024-05-29,BLACK,M,THEFT
44,2024-06-02,BLACK,M,NARCOTICS
45,2024-06-06,WHITE,M,OBSTRUCTION JUSTICE
46,2024-06-09,HISPANIC,M,MOTOR VEHICLE THEFT
47,2024-06-13,BLACK,F,BURGLARY
48,2024-06-16,BLACK,M,CRIMINAL TRESPASS
49,2024-06-20,BLACK,M,ASSAULT
50,2024-06-23,BLACK,M,BATTERY
51,2024-06-27,HISPANIC,F,WEAPONS VIOLATION
52,2024-06-30,BLACK,M,THEFT
53,2024-07-04,WHITE,M,CRIMINAL DAMAGE
54,2024-07-07,BLACK,M,NARCOTICS
55,2024-07-11,BLACK,F,ROBBERY
56,2024-07-14,HISPANIC,M,BATTERY
57,2024-07-18,BLACK,M,ASSAULT
58,2024-07-21,BLACK,M,THEFT
59,2024-07-25,BLACK,M,PUBLIC PEACE VIOLATION
60,2024-07-28,WHITE,F,NARCOTICS
61,2024-08-01,BLACK,M,MOTOR VEHICLE THEFT
62,2024-08-05,HISPANIC,M,CRIMINAL TRESPASS
63,2024-08-08,BLACK,M,BATTERY
64,2024-08-12,BLACK,F,WEAPONS VIOLATION
65,2024-08-15,BLACK,M,THEFT
66,2024-08-19,WHITE,M,DECEPTIVE PRACTICE
67,2024-08-22,HISPANIC,M,NARCOTICS
68,2024-08-26,BLACK,M,ASSAULT
69,2024-08-29,BLACK,M,CRIMINAL DAMAGE
70,2024-09-02,BLACK,F,BURGLARY
71,2024-09-06,HISPANIC,M,BATTERY
72,2024-09-09,BLACK,M,THEFT
73,2024-09-13,BLACK,M,NARCOTICS
