COLLISION_ID,CRASH DATE,CRASH TIME,BOROUGH,DRIVER_SEX,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE
100001,2024-01-12,14:30,BROOKLYN,M,Driver Inattention/Distraction,Sedan
100002,2024-01-15,08:45,QUEENS,M,Failure to Yield Right-of-Way,SUV
100003,2024-02-03,21:10,MANHATTAN,M,Following Too Closely,Sedan
100004,2024-02-20,11:20,BRONX,F,Unsafe Speed,Sedan
100005,2024-03-05,17:55,BROOKLYN,M,Passing or Lane Usage Improper,SUV
100006,2024-03-18,07:30,STATEN ISLAND,F,Driver Inattention/Distraction,SUV
100007,2024-04-10,13:15,QUEENS,F,Backing Unsafely,Sedan
100008,2024-04-22,23:40,MANHATTAN,M,Alcohol Involvement,Sedan
100009,2024-05-14,09:05,BROOKLYN,M,Driver Inattention/Distraction,E-Scooter
100010,2024-05-29,15:50,BRONX,M,Traffic Control Disregarded,Sedan
100011,2024-06-11,18:20,QUEENS,M,Unsafe Lane Changing,SUV
100012,2024-06-25,12:00,MANHATTAN,M,Driver Inattention/Distraction,Sedan
100013,2024-07-08,08:10,BROOKLYN,F,Failure to Yield Right-of-Way,SUV
100014,2024-07-21,16:35,STATEN ISLAND,M,Driver Inattention/Distraction,Sedan
100015,2024-08-04,19:45,QUEENS,M,Following Too Closely,Sedan
100016,2024-08-30,02:15,BRONX,M,Unsafe Speed,SUV
100017,2024-09-12,14:50,BROOKLYN,M,Driver Inattention/Distraction,Sedan
100018,2024-09-27,10:25,MANHATTAN,M,Failure to Yield Right-of-Way,Taxi
100019,2024-10-05,17:10,QUEENS,F,Passing or Lane Usage Improper,Sedan
100020,2024-10-22,11:40,BROOKLYN,M,Driver Inattention/Distraction,Sedan
100021,2024-11-09,07:55,BRONX,F,Backing Unsafely,SUV
100022,2024-11-25,20:30,MANHATTAN,M,Driver Inattention/Distraction,Sedan
100023,2024-12-03,13:20,BROOKLYN,M,Following Too Closely,SUV
100024,2024-12-19,15:45,QUEENS,M,Traffic Control Disregarded,Sedan
100025,2024-12-30,22:10,STATEN ISLAND,F,Alcohol Involvement,Sedan
100026,2025-01-08,09:30,BROOKLYN,F,Driver Inattention/Distraction,Sedan
100027,2025-01-22,14:15,MANHATTAN,M,Failure to Yield Right-of-Way,SUV
100028,2025-02-05,18:50,QUEENS,M,Unsafe Lane Changing,Sedan
100029,2025-02-18,08:05,BRONX,M,Driver Inattention/Distraction,SUV
